additional_paid_in_capital_trend,additional_paid_in_capital_recent,total_assets_trend,total_assets_recent,total_current_liabilities_trend,total_current_liabilities_recent,total_liabilities_trend,total_liabilities_recent,symbol,cash_trend,cash_recent,total_capitalization_trend,total_capitalization_recent,total_current_assets_trend,total_current_assets_recent
0.0,24425.0,0.0,385273.0,0.0,465998.0,,,VMGA,0.0,65000.0,0.0,205519200.0,,
0.0,24425.0,0.0,385273.0,0.0,465998.0,,,VMGAW,0.0,65000.0,0.0,205519200.0,,
561030.0,1121679.0,1315267.0,2012942.0,181577.0,477749.0,,,VMW,0.0,900093.0,0.0,1382372.0,260457.0,422431.0
893221.0,990433.0,0.0,467791.0,0.0,374023.0,,,VNCE,200.0,211.0,0.0,207740.0,0.0,228891.0
0.0,14548494.0,,,,,,,VNRX,,,,,,
0.0,1199.0,1681.7,3400.0,1031.7,1276.0,2101.3,2596.0,VNTR,61.9,77.0,0.0,1568.0,644.5,1326.0
315519.0,315798.0,294209.0,295216.0,-174.0,7600.0,-5588.0,2186.0,VOR,269721.0,270650.0,0.0,270240.0,64588.0,65524.0
0.0,72808.0,108087.0,153752.0,16426.0,54288.0,-16125.0,75859.0,VRA,0.0,100.0,0.0,121386.0,10165.0,110525.0
16054688.0,31765684.0,1235359.0,3232594.0,-180769.0,389735.0,107068.0,2409992.0,VRAR,11449202.0,12484048.0,0.0,12770946.0,1236413.0,3192424.0
16054688.0,31765684.0,1235359.0,3232594.0,-180769.0,389735.0,107068.0,2409992.0,VRAR,11449202.0,12484048.0,0.0,12770946.0,1236413.0,3192424.0
,,20419.0,43028.0,-192102.0,1045631.0,-192102.0,1045631.0,VRAX,-10933.0,11676.0,,,20419.0,43028.0
0.0,46983423.0,0.0,17529764.0,-21607105.0,1995078.0,0.0,1995078.0,VRDN,6275824.0,6388358.0,0.0,15545283.0,6992050.0,8655558.0
568001.0,1992676.0,568012.0,1531219.0,0.0,259834.0,0.0,262907.0,VRM,568012.0,1219047.0,0.0,1423479.0,-381716.0,465330.0
15515753.0,76360549.0,-457476.0,1593141.0,79083.0,559335.0,-327682.0,683152.0,VRMEW,7956373.0,9629574.0,,,-731548.0,1039789.0
144743.0,147569.0,105009.0,142703.0,0.0,28347.0,,,VRNS,0.0,14470.0,0.0,99840.0,0.0,36278.0
19330328.0,22906214.0,48283077.0,48329796.0,51382.0,2830376.0,1072972.0,3851966.0,VRPX,47367338.0,47408874.0,0.0,48330.0,11340977.0,11387696.0
0.0,999.0,80458.0,1009335.0,0.0,504899.0,0.0,1189161.0,VRSK,0.0,1000.0,0.0,502694.0,13656.0,182583.0
-21556764.0,35654.0,0.0,10082747.0,0.0,5697790.0,0.0,5902740.0,VSME,-18624.0,14837.0,0.0,15342.0,0.0,9991662.0
-21556764.0,35654.0,0.0,10082747.0,0.0,5697790.0,0.0,5902740.0,VSME,-18624.0,14837.0,0.0,15342.0,0.0,9991662.0
-21556764.0,35654.0,0.0,10082747.0,0.0,5697790.0,0.0,5902740.0,VSME,-18624.0,14837.0,0.0,15342.0,0.0,9991662.0
1797379.0,3144608.0,15532375.0,21023532.0,-2042444.0,1917198.0,-1181918.0,5447589.0,VSSYW,4385124.0,4410046.0,,,-2956561.0,208075.0
,,102523.0,138817.0,25241.0,54484.0,,,VTEX,32772.0,40307.0,,,-17678.0,91053.0
,,0.0,102250.0,,,0.0,77796.0,VTIQ,,,,,,
0.0,24025.0,92954.0,108458.0,-40180.0,47404.0,-4370.0,85497.0,VTVT,103576.0,104960.0,0.0,102282.0,-658.0,1766.0
373147.0,373770.0,292983.0,294569.0,5111.0,8064.0,27946.0,30899.0,VTYX,290835.0,292194.0,0.0,286505.0,103455.0,105028.0
28488075.0,45837193.0,280154.0,8484121.0,4838938.0,6996095.0,5783289.0,8493796.0,VVOS,15345810.0,16600533.0,,,1373441.0,3385037.0
,,,,,,,,VVPR,,,,,,
,,0.0,45039.0,,,0.0,25000.0,VYGG,,,,,,
0.0,206233.0,236515.0,236664.0,0.0,2474.0,0.0,10348.0,VYGR,0.0,7035.0,0.0,167615.0,0.0,8358.0
0.0,247800.0,220093.0,904433.0,-20359.0,617541.0,-17506.0,625751.0,VZIO,31149.0,207728.0,0.0,292680.0,88635.0,681635.0
388592.0,389292.0,404936.0,523802.0,50776.0,148869.0,63494.0,162064.0,W,-12572.0,65289.0,0.0,361738.0,23003.0,163127.0
0.0,24137.0,33939.0,200731.0,8939.0,186682.0,,,WALDW,,,,,,
,,0.0,13576.0,0.0,585.0,0.0,1904.0,WAVE,0.0,17467.0,0.0,17528.0,0.0,11019.0
0.0,24713.0,0.0,147596.0,0.0,124680.0,161920.0,286600.0,WAVS,0.0,25000.0,,,0.0,25000.0
0.0,24713.0,0.0,147596.0,0.0,124680.0,161920.0,286600.0,WAVSU,0.0,25000.0,,,0.0,25000.0
0.0,24713.0,0.0,147596.0,0.0,124680.0,161920.0,286600.0,WAVSW,0.0,25000.0,,,0.0,25000.0
0.0,244463.0,832033.0,4129528.0,194265.0,1415745.0,247523.0,1749233.0,WCT,-248594.0,12783.0,,,385257.0,1173209.0
0.0,97137.0,0.0,284093.0,,,0.0,191370.0,WD,0.0,20058.0,0.0,145791.0,,
281220.0,285017.0,85247.0,195635.0,16856.0,50347.0,19794.0,64234.0,WEAV,69871.0,150096.0,0.0,143318.0,-31325.0,57863.0
0.0,349246.0,0.0,2026197.0,168668.0,747399.0,0.0,1999483.0,WEBR,0.0,108285.0,-228880.0,1020894.0,0.0,1239596.0
0.0,24712.0,103601777.0,103672232.0,,,3559731.0,3609867.0,WEL,,,,,-12500.0,25000.0
40140000.0,46197520.0,43090903.0,56633610.0,821736.0,2998960.0,290021.0,4938843.0,WETG,-4024010.0,616593.0,,,6020811.0,16436393.0
0.0,3402178.0,-46329681.0,73105752.0,-3320333.0,4014608.0,-3345872.0,4370310.0,WETH,-42686274.0,51250505.0,,,-46933611.0,62182142.0
0.0,54133756.0,19734409.0,20306280.0,9727911.0,9912503.0,12882747.0,13067339.0,WGRX,4731226.0,4794945.0,,,13121776.0,13460474.0
-349153.0,56627.0,-126792.0,50767.0,0.0,24134.0,0.0,270726.0,WHD,-3838.0,8688.0,0.0,193733.0,0.0,93402.0
0.0,168166990.0,95250994.0,702734420.0,39302209.0,161430340.0,2419278.0,288561957.0,WIMI,-123953.0,21000.0,,,35783990.0,213295430.0
0.0,241016.0,,,,,,,WISA,0.0,6600.0,0.0,10454.0,,
0.0,3127.0,1193.0,2386.0,221.0,1191.0,307.0,1411.0,WISH,17.0,844.0,0.0,1157.0,142.0,1246.0
90697.0,138565.0,93053.0,111681.0,29271.0,44542.0,35243.0,50785.0,WIX,87698.0,98072.0,0.0,65896.0,4128.0,20255.0
0.0,187530.0,98108.0,172052.0,14624.0,57949.0,30881.0,108219.0,WK,95561.0,111076.0,0.0,77921.0,1463.0,37347.0
581563.0,589199.0,327015.0,476755.0,49204.0,120781.0,52094.0,127767.0,WKME,257907.0,332091.0,0.0,348988.0,54890.0,175518.0
0.0,20894.0,0.0,13712.0,0.0,3469.0,,,WLDS,0.0,13541.0,0.0,13074.0,0.0,1402.0
0.0,35100.0,,,,,,,WLDSW,0.0,11133.0,0.0,9869.0,,
0.0,503225.0,0.0,2419592.0,-103843.0,2783167.0,0.0,3536026.0,WLGS,0.0,537738.0,,,0.0,2264578.0
0.0,1127.0,3703.0,6124.0,1453.0,2732.0,4851.0,6409.0,WMG,,,0.0,2698.0,747.0,1583.0
0.0,24425.0,207390507.0,207465583.0,,,6944924.0,7000000.0,WNNR,,,,,,
0.0,1088375.0,0.0,3243948.0,0.0,3222725.0,0.0,5355600.0,WNW,0.0,546294.0,,,0.0,1629840.0
0.0,10965782.0,,,,,,,WOK,,,0.0,30862755.0,,
,,1279435.0,6203814.0,389827.0,933297.0,1371727.0,5658197.0,WOOF,15183.0,195832.0,0.0,3847.0,111987.0,873595.0
,,43.79999999999973,2814.6,19.80000000000001,270.8,108.5,3597.3,WOW,55.7,86.5,0.0,2124.0,44.099999999999994,173.6
,,,,,,,,WQGA,,,,,,
0.0,5000026.0,0.0,74380.0,0.0,50000.0,,,WRAC,0.0,25000.0,0.0,205424380.0,0.0,25000.0
378.0,70330.0,0.0,182000.0,,,0.0,115141.0,WSR,-6714.0,6275.0,,,,
,,25114112.0,189640872.0,6648763.0,23670013.0,9412523.0,41061461.0,WYHG,43994594.0,111388288.0,0.0,177941790.0,36879086.0,121119540.0
68926481.0,159732611.0,5674565.0,21990711.0,4643491.0,7342414.0,4464320.0,10299723.0,XBIO,6563385.0,9070786.0,0.0,21990711.0,6531082.0,9308495.0
558.0,29722.0,20730.0,84035.0,-993.0,18203.0,-20311.0,30371.0,XENE,0.0,60162.0,,,-10834.0,49869.0
162838.0,213792.0,68270.0,88660.0,3962.0,8952.0,11770.0,36798.0,XGN,60568.0,71809.0,0.0,81833.0,8052.0,21312.0
24354398.0,41618853.0,396433934.0,505016530.0,12677761.0,131517576.0,257754518.0,393818243.0,XIN,71496289.0,106410499.0,0.0,562276.0,254150139.0,428575675.0
0.0,4195838.0,0.0,1906838.0,,,,,XM,0.0,1054222.0,0.0,2047122.0,,
424337.0,424840.0,257922.0,346885.0,4898.0,43279.0,4769.0,44268.0,XMTR,0.0,876.0,0.0,302617.0,-4057.0,73598.0
289683.0,290760.0,60446.0,82820.0,-17570.0,8627.0,-17677.0,15634.0,XNCR,57698.0,72235.0,0.0,67186.0,-3893.0,10754.0
0.0,5000115.0,0.0,301024000.0,0.0,92770.0,0.0,10500000.0,XPOA,,,0.0,301024000.0,,
,,,,,,,,XRTX,0.0,19863.0,0.0,18687.0,,
0.0,94803255.0,,,,,,,XTNT,,,0.0,127909221.0,,
674400.0,19867551.0,-498416.0,5074637.0,492286.0,5886359.0,-175901.0,7445668.0,YAYO,-243063.0,34381.0,,,-141251.0,245093.0
0.0,168305.0,0.0,140066.0,0.0,12730.0,0.0,12733.0,YELP,0.0,2610.0,,,0.0,35395.0
62323.0,281418.0,43268.0,559695.0,49199.0,201097.0,-120823.0,471835.0,YETI,-19093.0,34557.0,0.0,385873.0,28738.0,331772.0
7328968.0,16075304.0,18620882.0,66737478.0,0.0,37629747.0,12898046.0,47625072.0,YGF,0.0,12563247.0,0.0,33962035.0,1315530.0,17015457.0
29710575.0,33826213.0,2924858.0,18808409.0,2985504.0,8502915.0,1358885.0,8737405.0,YGMZ,-294838.0,353265.0,0.0,48525671.0,3996240.0,14564138.0
,,0.0,24376382.0,,,0.0,11377119.0,YMAT,3379734.0,3939196.0,0.0,24703254.0,,
0.0,24713.0,0.0,295600.0,0.0,282369.0,,,YOTA,,,0.0,100513231.0,,
0.0,276583.0,362220.0,681090.0,-5468.0,158154.0,-5148.0,161821.0,YOU,343115.0,557000.0,0.0,544102.0,-22496.0,239046.0
-7959953.0,1374872.0,-1070249.0,370995.0,360606.0,683333.0,380839.0,723253.0,YQ,-1130927.0,122056.0,,,-1134364.0,202193.0
985614.0,986487.0,570713.0,639444.0,123447.0,165473.0,173481.0,217249.0,YSG,284819.0,287841.0,,,459342.0,498311.0
0.0,23000.0,0.0,56952.0,,,0.0,40809.0,YTPG,0.0,25000.0,,,,
,,0.0,694626.0,,,0.0,416432.0,ZEAL,0.0,418796.0,0.0,901.8,0.0,617089.0
0.0,408203.0,0.0,368066.0,0.0,78149.0,0.0,92082.0,ZEN,0.0,242543.0,0.0,275984.0,0.0,139005.0
,,-227636.0,1642098.0,370852.0,598538.0,-641334.0,73832.0,ZENV,-1.0,1.0,,,813590.0,1578390.0
327093.0,355002.0,36269.0,349589.0,-16075.0,94106.0,44859.0,390303.0,ZETA,0.0,12225.0,0.0,234353.0,-16725.0,134196.0
0.0,24569.0,0.0,60000.0,0.0,40000.0,0.0,40000.0,ZFOXW,,,,,,
0.0,402.1,1340.3,1919.3,5.800000000000011,247.5,444.4,1136.0,ZI,0.0,204.9,0.0,1564.8,273.2,421.4
0.0,903.8,,,,,,,ZIM,0.0,1188.4,0.0,3079.7,,
199870.0,235209.0,25679.0,237808.0,4984.0,81144.0,7781.0,133350.0,ZIP,20526.0,135065.0,0.0,130003.0,28635.0,173399.0
5836303.0,5916113.0,0.0,21900965.0,2168237.0,7872080.0,122710.0,10211762.0,ZJYL,0.0,4792632.0,0.0,21072994.0,0.0,19419972.0
309847919.0,319161565.0,17009762.0,103865157.0,5688789.0,9629774.0,6506973.0,10509557.0,ZLAB,204948956.0,229762006.0,0.0,234255594.0,69068864.0,93881914.0
309847919.0,319161565.0,17009762.0,103865157.0,5688789.0,9629774.0,6506973.0,10509557.0,ZLAB,204948956.0,229762006.0,0.0,234255594.0,69068864.0,93881914.0
0.0,24250.0,0.0,368168.0,,,0.0,354423.0,ZTAQU,,,0.0,302613858.0,,
12704750.0,15671730.0,6739389.0,11713514.0,1098936.0,2630230.0,1161160.0,2739582.0,ZTO,6817.0,64490.0,,,2564344.0,3316958.0
0.0,1234.0,-133.0,5711.0,35.0,843.0,-1008.0,1975.0,ZTS,2457.0,2624.0,0.0,4699.0,439.0,2555.0
158081.0,425071.0,171961.0,292429.0,51299.0,114810.0,63212.0,128700.0,ZUO,115126.0,187771.0,0.0,165586.0,4100.0,107274.0
61351.0,62663.0,311.0,50267.0,185.0,14258.0,17.0,14328.0,ZVIA,80694.0,95630.0,0.0,117613.0,437.0,44609.0
1407808.0,1419765.0,551861.0,779751.0,9779.0,121458.0,28154.0,147859.0,ZY,66616.0,210205.0,0.0,725454.0,62579.0,228574.0
52776107.0,54751107.0,44715957.0,46576797.0,1583110.0,3145535.0,280084.0,3337630.0,ZYNE,43481280.0,43635975.0,0.0,43239167.0,10905555.0,11594829.0
-314516.0,52369.0,-317656.0,2058282.0,-404461.0,65832.0,-405980.0,143642.0,IMAB,-985044.0,603234.0,,,-1433627.0,603234.0
12617772.0,13812279.0,-60776.0,1540775.0,-372413.0,473824.0,12935618.0,14497221.0,IMAC,-748417.0,127788.0,,,-893088.0,708463.0
12617772.0,13812279.0,-60776.0,1540775.0,-372413.0,473824.0,12935618.0,14497221.0,IMACW,-748417.0,127788.0,,,-893088.0,708463.0
0.0,24425.0,200614083.0,200823475.0,149985.0,335377.0,,,IMAQR,,,,,,
0.0,24425.0,200614083.0,200823475.0,149985.0,335377.0,,,IMAQW,,,,,,
0.0,752743.0,0.0,195777.0,0.0,84513.0,0.0,170878.0,IMCR,-124368.0,17.0,0.0,145089.0,0.0,171181.0
24785744.0,25294616.0,17865401.0,18808345.0,1874721.0,6464023.0,2101656.0,6690958.0,IMMX,17863089.0,18597103.0,0.0,18356526.0,-690340.0,242922.0
0.0,96987627.0,-19816760.0,125789979.0,0.0,2993911.0,0.0,2993911.0,IMPP,-7366411.0,1436436.0,,,-5537443.0,3658329.0
0.0,96987627.0,-19816760.0,125789979.0,0.0,2993911.0,0.0,2993911.0,IMPPP,-7366411.0,1436436.0,,,-5537443.0,3658329.0
0.0,23850.0,0.0,100000.0,0.0,80000.0,0.0,80000.0,IMPX,,,,,,
161756.0,166729.0,108642.0,116347.0,0.0,1832.0,0.0,1832.0,IMRA,-2446.0,4936.0,0.0,112025.0,22919.0,30624.0
0.0,201203.0,130374.0,140358.0,13593.0,29775.0,68230.0,88338.0,INBX,122586.0,124689.0,0.0,101688.0,3141.0,8798.0
1027954.0,2952512.0,-199837.0,4850846.0,-76196.0,748835.0,-28579.0,3727171.0,INFA,236326.0,408553.0,0.0,4125599.0,156841.0,888699.0
650685.0,654208.0,336720.0,406569.0,150902.0,193822.0,,,INFN,0.0,125000.0,0.0,298672.0,123541.0,196040.0
0.0,5000303.0,,,,,,,INKA,,,0.0,151024239.0,,
0.0,5000303.0,,,,,,,INKAW,,,0.0,151024239.0,,
63884.0,74036.0,67386.0,148442.0,0.0,29429.0,0.0,34193.0,INMD,0.0,24721.0,0.0,120951.0,1782.0,79546.0
0.0,288865.0,194725.0,550684.0,,,18037.0,267285.0,INN,21590.0,29589.0,0.0,535121.0,,
233206.0,269544.0,421092.0,443307.0,15831.0,92464.0,405640.0,405996.0,INNV,0.0,1900.0,0.0,331233.0,0.0,166931.0
288844.0,296149.0,161329.0,186420.0,448.0,7595.0,0.0,32409.0,INSP,17357.0,26312.0,0.0,178825.0,105858.0,129955.0
227947.0,1494754.0,0.0,2109100.0,0.0,182443.0,0.0,1052084.0,INST,-1363285.0,12243.0,0.0,1835097.0,0.0,156821.0
448936.0,513527.0,46311.0,412547.0,39827.0,132220.0,54185.0,419376.0,INTA,49831.0,71332.0,0.0,270696.0,51222.0,118719.0
0.0,24712.0,183090.0,219865.0,200413.0,212913.0,,,INTEU,0.0,48813.0,0.0,103356952.0,,
0.0,24195.0,205449640.0,205459141.0,25000.0,25360.0,0.0,10000000.0,IOAC,,,,,,
0.0,24195.0,205449640.0,205459141.0,25000.0,25360.0,0.0,10000000.0,IOACU,,,,,,
0.0,24195.0,205449640.0,205459141.0,25000.0,25360.0,0.0,10000000.0,IOACW,,,,,,
,,,,,,,,IONM,,,,,,
1804093.0,1809225.0,966419.0,1597429.0,136143.0,284394.0,219819.0,652174.0,IOT,830870.0,1031939.0,0.0,949595.0,128525.0,406004.0
0.0,23039036.0,278844.0,23402090.0,0.0,404674.0,0.0,1896162.0,IPDN,0.0,2254431.0,0.0,23102207.0,0.0,4234057.0
,,-43370.0,407846.0,-110396.0,94549.0,,,IPHA,52353.0,204667.0,0.0,241516.0,-102965.0,216678.0
0.0,481170.0,146702977.0,146727060.0,30313583.0,30315337.0,0.0,160772304.0,IPI,0.0,5.0,0.0,480612.0,50846577.0,50853372.0
0.0,389490.0,6546575.0,20219948.0,0.0,10242857.0,5195103.0,15937960.0,IPW,0.0,21073.0,0.0,27186.0,0.0,13404246.0
0.0,24482.0,429172.0,609172.0,450000.0,606031.0,0.0,606031.0,IQMD,,,0.0,183593425.0,,
0.0,24482.0,429172.0,609172.0,450000.0,606031.0,0.0,606031.0,IQMDW,,,0.0,183593425.0,,
,,4310065.2,4312567.0,-14541.0,483308.0,4027841.4,4028889.0,IR,-28.40000000000001,225.6,0.0,3065.3,-5753.0,1182760.0
,,656.0,349494.0,0.0,1066738.0,0.0,1090187.0,IREN,-118547.0,9.0,,,656.0,123527.0
434728.0,2508946.0,2204350.0,7758562.0,-768190.0,1563164.0,-686586.0,1647426.0,IRMD,1211335.0,2908641.0,0.0,16903.0,1905218.0,6902016.0
54574.0,132756.0,171819.0,172025.0,,,95807.0,95810.0,IRT,24317.0,25676.0,0.0,294649.0,,
199372.0,202294.0,106524.0,125033.0,3915.0,8775.0,28361.0,42400.0,IRTC,96662.0,105280.0,0.0,116862.0,17297.0,32829.0
0.0,484290.0,301768.0,333847.0,0.0,51139.0,92875.0,97734.0,IRWD,,,0.0,201613.0,0.0,126996.0
0.0,5000494.0,0.0,157024000.0,,,0.0,5250000.0,ISAA,,,0.0,157024000.0,,
0.0,5000494.0,0.0,157024000.0,,,0.0,5250000.0,ISAA,,,0.0,157024000.0,,
0.0,5000901.0,0.0,77251.0,0.0,53670.0,0.0,53670.0,ISLE,,,0.0,181026519.0,,
44954066.0,46640898.0,15690904.0,19905492.0,10109840.0,25870101.0,10109840.0,25870101.0,ISPC,14382970.0,14436863.0,0.0,15890543.0,1537589.0,3118251.0
0.0,5000536.0,0.0,50000.0,0.0,26000.0,0.0,26000.0,ISPOW,,,0.0,154274000.0,,
0.0,24521.0,563416.0,602754.0,538516.0,582913.0,,,ISRL,0.0,370.0,,,0.0,370.0
-1379691.0,4096309.0,114604772.0,114778687.0,,,6402407.0,108073925.0,ISTR,0.0,2.0,,,,
0.0,24569.0,53174.0,130674.0,53226.0,107385.0,,,ITAQU,,,0.0,154523289.0,-49848.0,152.0
0.0,24353.0,0.0,494650.0,0.0,473237.0,,,IVCAU,,,,,,
0.0,24353.0,0.0,494650.0,0.0,473237.0,,,IVCAW,,,,,,
0.0,24137.0,0.0,100544.0,,,0.0,79996.0,IVCBW,0.0,25000.0,,,0.0,25000.0
0.0,24425.0,111988.0,221910.0,,,117665.0,208087.0,IXAQW,,,0.0,202463823.0,,
-100930.0,14499213.0,1568251.0,89633012.0,-1439053.0,78657661.0,-958617.0,79138097.0,IZM,-2062267.0,1134416.0,,,923902.0,88403617.0
0.0,89772.0,,,,,,,JAGX,0.0,2412.0,,,,
,,0.0,1115184.0,,,0.0,295921.0,JAMF,0.0,196190.0,,,,
41913307.0,46938632.0,65343841.0,65948857.0,23447238.0,28092373.0,23447238.0,28092373.0,JD,54503.0,60284.0,,,40718175.0,50600535.0
-94682.0,86022.0,320335.0,2504394.0,74659.0,598960.0,-1511175.0,24589.0,JELD,28396.0,133938.0,0.0,1724569.0,196387.0,1036743.0
23402528.0,47273504.0,609994.0,7922125.0,0.0,13670376.0,0.0,13670376.0,JEWL,0.0,261819.0,0.0,18669662.0,0.0,358125.0
,,0.0,7412.0,,,0.0,6159.0,JFBR,0.0,393.0,,,,
,,0.0,7412.0,,,0.0,6159.0,JFBRW,0.0,393.0,,,,
417891.0,431580.0,295592.0,359450.0,66391.0,109565.0,192333.0,236503.0,JG,46320.0,141752.0,,,224100.0,263103.0
0.0,24233.0,82921.0,370188.0,82984.0,380757.0,,,JGGCW,-121661.0,53339.0,,,-121661.0,53339.0
0.0,115835.0,327591.0,582032.0,10818.0,91745.0,208736.0,415461.0,JILL,-138.0,535.0,0.0,396010.0,44306.0,115614.0
0.0,24767709.0,0.0,24663453.0,0.0,22187401.0,0.0,22187401.0,JLHL,0.0,2938050.0,0.0,42144734.0,0.0,23862384.0
2.5999999999999943,124.3,396.0999999999999,2519.6,355.4,651.4,,,JOAN,-54.89999999999999,33.2,0.0,933.2,153.10000000000002,799.6
0.0,23965.0,0.0,194582.0,,,,,JOFFU,,,0.0,361881110.0,,
0.0,23965.0,0.0,194582.0,,,,,JOFFW,,,0.0,361881110.0,,
0.0,49712.0,0.0,400635.0,,,,,JWAC,0.0,363135.0,0.0,122788985.0,0.0,400635.0
36403771.0,40575006.0,0.0,11259439.0,0.0,6884793.0,,,JWEL,0.0,11511.0,0.0,41536357.0,0.0,11190351.0
4976362.0,5001075.0,-5000.0,70348.0,-5000.0,46779.0,-5000.0,46779.0,JYAC,,,0.0,102023569.0,,
22933846.0,23233739.0,4838447.0,11904514.0,,,1278368.0,3689338.0,JZXN,322278.0,764492.0,0.0,31145176.0,425396.0,6474933.0
0.0,24784.0,0.0,76412971.0,0.0,298746.0,0.0,2625000.0,KACL,0.0,56964.0,,,,
0.0,18750.0,0.0,95237.0,0.0,83638.0,0.0,83638.0,KAIIU,,,,,0.0,412.0
204151.0,206456.0,110640.0,119088.0,39.0,5546.0,1459.0,15700.0,KALA,112376.0,118135.0,0.0,112853.0,38025.0,45626.0
8345.0,11556.0,5594.0,6630.0,282.0,1915.0,1469.0,3684.0,KAPA,5184.0,5621.0,0.0,4715.0,-336.0,101.0
0.0,21292532.0,0.0,2498473.0,0.0,7066834.0,0.0,7591834.0,KBNT,0.0,10964817.0,0.0,9876781.0,0.0,599727.0
49871.0,930651.0,8208.0,3213748.0,0.0,188974.0,2996142.0,2996312.0,KGS,232000.0,256000.0,0.0,3022391.0,203061.0,227061.0
108206.0,125655.0,50137.0,80828.0,9416.0,15753.0,21808.0,41184.0,KIDS,39229.0,43107.0,0.0,70584.0,6291.0,28759.0
0.0,17312.0,0.0,113229.0,0.0,100887.0,0.0,100887.0,KIIIU,,,,,0.0,1154.0
0.0,24000.0,0.0,135000.0,0.0,120000.0,0.0,120000.0,KIND,0.0,25000.0,0.0,401015000.0,,
0.0,24310.0,323959.0,374959.0,323959.0,350959.0,323959.0,350959.0,KINZ,,,0.0,24000.0,,
0.0,24310.0,323959.0,374959.0,323959.0,350959.0,323959.0,350959.0,KINZU,,,0.0,24000.0,,
0.0,24310.0,323959.0,374959.0,323959.0,350959.0,323959.0,350959.0,KINZW,,,0.0,24000.0,,
4975615.0,4999896.0,0.0,41857.0,139531.0,157031.0,,,KLAQ,,,0.0,250824357.0,,
4975615.0,4999896.0,0.0,41857.0,139531.0,157031.0,,,KLAQW,,,0.0,250824357.0,,
230444.0,231244.0,0.0,152866.0,0.0,3854.0,6411.0,28343.0,KLDO,117380.0,145836.0,0.0,139876.0,0.0,28551.0
360705.0,369093.0,157769.0,230587.0,0.0,76585.0,65870.0,191498.0,KLTR,1173.0,27711.0,0.0,134843.0,0.0,42640.0
114581.0,269207.0,-15542.0,11204.0,58794.0,70798.0,-19781.0,73531.0,KMPH,825.0,19234.0,0.0,18900.0,-15577.0,8144.0
196837.0,351124.0,282201.0,443229.0,69343.0,172515.0,102280.0,268323.0,KNBE,208192.0,257056.0,0.0,431962.0,229977.0,328453.0
549532.0,549924.0,369959.0,426426.0,25719.0,28021.0,25886.0,28188.0,KNSA,13693.0,69663.0,0.0,398238.0,285194.0,341528.0
72170.0,152399.0,401475.0,545278.0,,,401475.0,431827.0,KNSL,2022.0,25980.0,0.0,222856.0,,
412431.0,412513.0,371442.0,379519.0,4754.0,6699.0,6232.0,6699.0,KNTE,300728.0,377181.0,0.0,372820.0,80028.0,157479.0
-53109.0,456822.0,616105.0,2740398.0,-38986.0,458808.0,2375896.0,3492285.0,KNX,0.0,100.0,,,25654.0,560112.0
189200.0,189503.0,88394.0,100508.0,1981.0,4489.0,52733.0,55913.0,KOD,88978.0,98600.0,0.0,96757.0,-8595.0,1595.0
0.0,199619.0,0.0,161061.0,,,686.0,744.0,KPTI,153739.0,160251.0,0.0,158520.0,,
1402365.0,1415820.0,193745.0,415425.0,62888.0,107712.0,62888.0,107712.0,KRKR,3325.0,48968.0,,,181249.0,399392.0
0.0,24238.0,0.0,330741.0,0.0,328848.0,,,KRNLU,,,,,0.0,7291.0
0.0,167596.0,0.0,153139.0,0.0,11469.0,0.0,14654.0,KROS,0.0,149819.0,0.0,147949.0,0.0,25531.0
0.0,13981000.0,47751000.0,181104000.0,7209000.0,43137000.0,31937000.0,141236000.0,KRT,-128000.0,81000.0,-26974.0,138422.0,18750000.0,79777000.0
34035.0,54260.0,5569.0,37638.0,1930.0,6732.0,4553.0,15117.0,KRUS,26061.0,31772.0,0.0,56083.0,0.0,7282.0
52287.0,52320.0,44899.0,47081.0,4763.0,4806.0,2913.0,4806.0,KRYS,44986.0,46909.0,0.0,46784.0,0.0,2169.0
0.0,5000564.0,0.0,72740.0,,,0.0,48850.0,KSICU,,,0.0,175198890.0,,
11616894.0,11884295.0,21913167.0,22161125.0,448078.0,454681.0,11572078.0,11578681.0,KTTA,21561697.0,21805347.0,,,676801.0,924759.0
102640.0,102878.0,91964.0,93342.0,588.0,3604.0,-603.0,4208.0,KURA,0.0,1124.0,0.0,89134.0,45993.0,47189.0
0.0,24000.0,0.0,200000.0,0.0,200000.0,0.0,200000.0,KVSA,0.0,25000.0,0.0,301000000.0,,
0.0,24000.0,0.0,135000.0,0.0,120000.0,0.0,120000.0,KVSC,0.0,25000.0,0.0,501015000.0,,
,,-568.0,27283.0,,,22.0,16662.0,KVUE,,,,,,
0.0,5001481.0,,,,,,,KWAC,,,0.0,103700199.0,,
144032.0,144483.0,65979.0,120201.0,3197.0,4681.0,4831.0,6809.0,KZR,62002.0,113035.0,0.0,113392.0,0.0,52326.0
153994.0,164038.0,124458.0,127254.0,6163.0,7959.0,6163.0,7959.0,LABP,9449.0,9808.0,0.0,120021.0,47618.0,50110.0
-683978771.0,684663.0,-203208850.0,3486680.0,,,1529528354.0,1530759640.0,LADR,0.0,1.0,0.0,2667345.0,,
,,0.0,151702624.0,,,0.0,91733296.0,LAND,,,,,,
,,0.0,151702624.0,,,0.0,91733296.0,LANDM,,,,,,
,,0.0,151702624.0,,,0.0,91733296.0,LANDO,,,,,,
