additional_paid_in_capital_trend,additional_paid_in_capital_recent,total_assets_trend,total_assets_recent,total_current_liabilities_trend,total_current_liabilities_recent,total_liabilities_trend,total_liabilities_recent,symbol,cash_trend,cash_recent,total_capitalization_trend,total_capitalization_recent,total_current_assets_trend,total_current_assets_recent
0.0,24310.0,0.0,55966.0,0.0,40030.0,,,NVSA,,,,,,
0.0,24310.0,0.0,55966.0,0.0,40030.0,,,NVSAU,,,,,,
0.0,24310.0,0.0,55966.0,0.0,40030.0,,,NVSAW,,,,,,
294760.0,294851.0,206546.0,232519.0,5873.0,7004.0,6030.0,8007.0,NVTA,197176.0,218977.0,0.0,226356.0,38357.0,60531.0
4976031.0,5000398.0,62455.0,129955.0,62500.0,106000.0,62500.0,106000.0,NVTS,,,0.0,221723955.0,,
12920.0,18473.0,3051.0,4941.0,-1077.0,1332.0,-2271.0,2186.0,NXGL,994.0,1255.0,0.0,13306.0,-1297.0,513.0
0.0,228985.0,0.0,213894.0,0.0,10298.0,0.0,32349.0,NXTC,0.0,201850.0,0.0,182289.0,0.0,135785.0
0.0,211527.0,60904.0,4214899.0,,,0.0,3698653.0,OBNK,-72696.0,187187.0,0.0,494667.0,,
,,0.0,144194.0,,,0.0,9301.0,OBSV,0.0,1.7,0.0,134893.0,0.0,54518.0
,,0.0,1908754.0,,,1770100.0,1773673.0,OBT,,,,,,
0.0,307388.0,,,,,0.0,2231212.0,OCFCP,,,,,,
18047068.0,19655113.0,0.0,14713587.0,-544186.0,1070129.0,-234702.0,1614315.0,OCG,-491221.0,8693450.0,0.0,31341806.0,-387010.0,11842919.0
,,0.0,129752775.0,0.0,795568.0,0.0,8548476.0,OCS,0.0,308488.0,,,0.0,356637.0
0.0,98793.0,0.0,119411.0,0.0,8539.0,0.0,19275.0,OESX,0.0,71720.0,0.0,103875.0,0.0,22619.0
-452.0,833855.0,546029.0,1059312.0,231696.0,616207.0,232895.0,617406.0,OG,141904.0,241706.0,,,537297.0,1009743.0
0.0,5009855.0,0.0,336820.0,0.0,322738.0,0.0,322738.0,OHPAU,,,0.0,361114082.0,0.0,15000.0
,,,,0.0,1707302.0,0.0,1771914.0,OKYO,,,0.0,7317479.0,0.0,6986686.0
0.0,24521.0,45995.0,124995.0,45995.0,99995.0,,,OLITW,0.0,25000.0,0.0,128355500.0,,
,,223951.0,570870.0,-25100.0,29230.0,-80353.0,60600.0,OLK,,,,,199121.0,235977.0
,,0.0,971766.0,,,0.0,383920.0,OLLI,0.0,37129.0,,,,
339296.0,339464.0,317920.0,321191.0,1177.0,1378.0,1177.0,1378.0,OLMA,316659.0,319808.0,0.0,316505.0,-3139.0,103.0
0.0,566681.0,0.0,550108.0,0.0,72002.0,0.0,75168.0,OLO,0.0,491440.0,0.0,494675.0,0.0,125244.0
1807.0,531520.0,1399782.0,1427863.0,44133.0,53805.0,1027258.0,1036930.0,OLPX,0.0,134.0,0.0,1394170.0,154754.0,182555.0
815949.0,816306.0,274892.0,426022.0,8133.0,33043.0,63604.0,71689.0,OM,272111.0,311327.0,0.0,383985.0,288178.0,367824.0
,,0.0,44301.0,,,0.0,25000.0,OMEG,,,,,,
158384.0,161850.0,47610.0,74772.0,15626.0,23561.0,,,OMER,0.0,87.0,0.0,68473.0,-3983.0,20478.0
314305.0,316136.0,113300.0,257372.0,-2027.0,7699.0,0.0,21356.0,OMGA,113330.0,251097.0,0.0,248244.0,-115781.0,24003.0
0.0,3735.0,315082.0,360460.0,0.0,7906.0,159717.0,159781.0,OMIC,0.0,251167.0,,,0.0,151506.0
4560234.0,5593567.0,1754679.0,7428737.0,-4515778.0,2023156.0,-5036462.0,3002472.0,ONCS,2683816.0,5141509.0,,,2591463.0,5493056.0
,,1017035.0,1160663.0,,,,,ONON,94720.0,106649.0,0.0,796449.0,,
450874.0,469259.0,366488.0,401194.0,57196.0,106837.0,61514.0,135335.0,ONTF,40794.0,47739.0,0.0,290494.0,79594.0,108590.0
0.0,24339.0,189533.0,296094.0,189533.0,274974.0,,,ONYX,,,,,,
,,-3151960.0,34036579.0,-235962.0,1650507.0,,,OP,-37699.0,1939.0,,,-1992291.0,2245176.0
11284187.0,11341549.0,412983548.0,414676429.0,4374431.0,5500813.0,18710917.0,19990813.0,OPEN,403292.0,405312.0,0.0,2660557.0,0.0,2087644.0
0.0,89265757.0,3155710.0,3158869.0,0.0,2755884.0,0.0,2990446.0,OPGN,1398945.0,1400345.0,0.0,12553.0,0.0,1964393.0
,,11236.0,431010.0,,,,,OPINL,,,,,,
,,1207165.0,1924481.0,,,991587.0,1490347.0,OPRT,70684.0,104051.0,0.0,1792907.0,,
0.0,23189.0,125329.0,482829.0,126041.0,466898.0,,,ORGN,,,,,,
0.0,5016616.0,0.0,32696.0,0.0,25000.0,0.0,25000.0,ORIAU,,,0.0,201007696.0,0.0,7696.0
0.0,651175.0,388550.0,750109.0,38637.0,271007.0,36868.0,291901.0,OS,-4493.0,7159.0,0.0,458208.0,377241.0,663478.0
3114808.0,3248063.0,2825948.0,3441253.0,0.0,1665596.0,1656801.0,1823088.0,OSCR,1764704.0,1995473.0,0.0,1775656.0,0.0,1870447.0
,,438868.0,740690.0,9610.0,249114.0,28834.0,354895.0,OSH,151210.0,215951.0,0.0,474453.0,238725.0,458546.0
21459247.0,22508552.0,,,4892064.0,7339040.0,5639509.0,8463426.0,OSS,0.0,68308.0,,,5916515.0,8306067.0
13423023.0,23908345.0,13037344.0,75966481.0,9599392.0,60565021.0,9098399.0,60764626.0,OST,8393465.0,13736899.0,0.0,60671837.0,8901402.0,54194636.0
,,0.0,272000.0,,,0.0,268000.0,OSTRU,,,0.0,200754000.0,,
239358.0,239750.0,158390.0,164294.0,1031.0,2715.0,-8343.0,3581.0,OTIC,156445.0,161108.0,0.0,159133.0,33603.0,39013.0
,,0.0,678929.0,0.0,228644.0,0.0,352843.0,OTLY,911420.0,1016784.0,0.0,1469611.0,0.0,240162.0
7863.0,192578.0,7921.0,7944.0,-11874.0,3407.0,1657.0,18121.0,OTRKP,4582.0,4605.0,,,-10499.0,4861.0
10.0,24579.0,287107.0,318318.0,287857.0,311986.0,0.0,311986.0,OXUS,0.0,87734.0,,,0.0,87774.0
,,30973.0,49053.0,28420.0,42680.0,39788.0,54632.0,OZON,82770.0,85454.0,0.0,85402.0,9549.0,21161.0
95397.0,566869.0,0.0,3896348.0,0.0,483862.0,-92899.0,3318114.0,PACS,35210.0,73374.0,0.0,1062980.0,0.0,800648.0
,,0.0,350712789.0,,,0.0,12250000.0,PACX,,,,,,
,,0.0,350712789.0,,,0.0,12250000.0,PACXU,,,,,,
,,0.0,350712789.0,,,0.0,12250000.0,PACXW,,,,,,
,,51006575.0,51104075.0,,,1774065.0,1875000.0,PAFOR,,,,,,
,,1480770.0,1490832.0,404370.0,409113.0,-31825.0,623250.0,PAGP,-2709.0,18.0,,,926102.0,930763.0
0.0,309092.0,0.0,91172.0,0.0,67101.0,,,PANW,0.0,322642.0,0.0,229071.0,0.0,76840.0
0.0,24425.0,0.0,75000.0,0.0,55000.0,,,PAQCW,,,,,,
2788697.0,2860926.0,1601747.0,2109915.0,126537.0,365156.0,136907.0,448197.0,PATH,125304.0,357690.0,0.0,1653192.0,333450.0,734430.0
183551.0,214102.0,183625.0,318414.0,-4226.0,31111.0,0.0,45378.0,PAY,183625.0,232994.0,0.0,273036.0,-8465.0,79828.0
221898.0,246012.0,473410.0,475341.0,100678.0,103666.0,356321.0,359309.0,PAYA,0.0,2300398.0,0.0,452744.0,-2270063.0,122831.0
43372.0,66949.0,92915.0,522956.0,72232.0,407892.0,,,PAYC,5038.0,18473.0,0.0,97802.0,74056.0,418331.0
0.0,100.0,2202475.0,3637455.0,1512825.0,1532010.0,2118092.0,2510191.0,PBF,0.0,100.0,0.0,2370548.0,2003436.0,2172405.0
28740.0,83588.0,-4946.0,4867.0,6587.0,7952.0,11781.0,13146.0,PBLA,-4043.0,7824.0,,,-7991.0,1766.0
0.0,5519507.0,9006026.0,22072856.0,3616942.0,15671607.0,,,PBTS,-3729107.0,570627.0,,,7052577.0,17305934.0
131.0,3072.0,177170.0,1619169.0,,,131922.0,1431737.0,PCB,0.0,1187.0,,,,
0.0,24425.0,402848.0,466633.0,,,402848.0,447133.0,PCCTW,,,,,,
77712.0,124755.0,926070.0,1429734.0,46899.0,271673.0,57709.0,372234.0,PCOR,895766.0,1014218.0,,,305428.0,506499.0
86902.0,173726.0,50318.0,112016.0,2599.0,17016.0,-28891.0,66903.0,PCRX,59260.0,73111.0,0.0,73534.0,-1034.0,19357.0
146598.0,147035.0,160809.0,538725.0,80721.0,445132.0,81020.0,448955.0,PCTY,83518.0,91112.0,0.0,108039.0,142929.0,509645.0
0.0,416481.0,0.0,377938.0,0.0,88809.0,0.0,93141.0,PD,0.0,311840.0,0.0,287613.0,0.0,172837.0
130924.0,3622578.0,47377.0,4604707.0,,,0.0,1742109.0,PDM,44683.0,65016.0,0.0,4251961.0,,
130924.0,3622578.0,47377.0,4604707.0,,,0.0,1742109.0,PDM,44683.0,65016.0,0.0,4251961.0,,
,,149632.0,4828195.0,,,0.0,2662634.0,PECO,0.0,104296.0,0.0,4427906.0,,
,,0.0,153609494.0,,,0.0,5250000.0,PEPL,,,,,,
3712900.0,57207648.0,312730.0,835247.0,257243.0,1405048.0,173539.0,1732226.0,PETV,22690.0,23578.0,,,-49952.0,147153.0
3712900.0,57207648.0,312730.0,835247.0,257243.0,1405048.0,173539.0,1732226.0,PETVW,22690.0,23578.0,,,-49952.0,147153.0
,,,,,,,,PETZ,,,,,,
14662.0,40695.0,-16479.0,12748.0,358.0,4612.0,342.0,4779.0,PEV,-1335.0,14364.0,0.0,22695.0,-14908.0,4341.0
224.80000000000007,817.7,861.6999999999998,3391.6,106.59999999999992,1277.0,92.20000000000029,2897.9,PFGC,3.899999999999999,9.2,0.0,1936.2,173.0,1900.3
623285.0,19000454.0,252706.0,845151.0,,,8855879.0,620374973.0,PFHD,0.0,17798.0,-51667.0,77972.0,,
0.0,24425.0,0.0,70000.0,0.0,46715.0,,,PFTAU,,,,,,
999000.0,999990.0,-4768067.0,3960909.0,,,-2107.0,3413821.0,PGRE,-1744011.0,455594.0,,,,
0.0,5000454.0,0.0,67500.0,0.0,43378.0,0.0,43378.0,PGRW,0.0,25000.0,0.0,150924137.0,,
0.0,5000454.0,0.0,67500.0,0.0,43378.0,0.0,43378.0,PGRWU,0.0,25000.0,0.0,150924137.0,,
0.0,275040.0,-64812.0,135805.0,,,,,PGTI,-5338.0,14290.0,0.0,103993.0,,
0.0,213939.0,0.0,103132.0,,,,,PHAS,0.0,101137.0,0.0,98533.0,,
0.0,24569.0,225547.0,279605.0,225547.0,287981.0,0.0,287981.0,PHICW,,,,,,
0.0,382951.0,98773.0,155909.0,7107.0,32090.0,4888.0,53416.0,PHR,80886.0,91389.0,0.0,121848.0,92744.0,128699.0
186429.0,296169.0,110956.0,143924.0,3363.0,17474.0,16294.0,39920.0,PI,3182.0,10121.0,0.0,120293.0,9662.0,35942.0
0.0,24137.0,0.0,44666.0,0.0,25100.0,0.0,25100.0,PIAI,,,,,0.0,19666.0
0.0,4999666.0,0.0,25000.0,0.0,381.0,0.0,8400000.0,PICC,,,0.0,241024619.0,,
6068660.0,29749397.0,2192303.0,10352397.0,2244225.0,7203124.0,-704852.0,7554047.0,PIK,8976.0,199291.0,,,1238161.0,9308394.0
2735.0,721181.0,110788.0,967811.0,1232.0,63291.0,-88132.0,259786.0,PING,148053.0,169022.0,,,105917.0,307349.0
99262000.0,117730000.0,11706000.0,27508000.0,-8270000.0,14386000.0,-2540000.0,21017000.0,PIXY,9185000.0,10835000.0,,,7335000.0,17782000.0
0.0,24137.0,0.0,65000.0,0.0,42600.0,,,PLMI,,,,,,
0.0,24137.0,0.0,65000.0,0.0,42600.0,,,PLMIU,,,,,,
1029404.0,201697086.0,-256589.0,20837306.0,12048841.0,32185012.0,-5814284.0,32304436.0,PLMIW,4324442.0,6010075.0,,,-926918.0,13952204.0
110689.0,179189.0,161073.0,349428.0,,,39851.0,149792.0,PLMR,3625.0,14405.0,0.0,199636.0,,
0.0,2.0,609214.4,609276.0,0.0,60885.0,,,PLNT,43275.3,43291.0,0.0,518.8,0.0,75318.0
0.0,377748.0,255718.0,322247.0,4480.0,9564.0,4600.0,10495.0,PLRX,52419.0,113368.0,0.0,309841.0,114346.0,176079.0
718.1,920.2,-616.4,398.4,-335.90000000000003,99.2,2432.7000000000003,2982.8,PLTK,547.3,847.8,0.0,1469.8,-318.69999999999993,224.1
0.0,5310495.0,0.0,1892360.0,0.0,728598.0,0.0,1447436.0,PLTR,0.0,1497591.0,0.0,1059569.0,0.0,1220076.0
0.0,924100.0,9625279.0,42823189.0,0.0,24522412.0,0.0,33990251.0,PMEC,0.0,19343052.0,0.0,38123389.0,0.0,27436432.0
0.0,5001286.0,0.0,39000.0,,,0.0,16006.0,PMGMU,,,0.0,241022994.0,,
4975492.0,4999989.0,109598.0,192132.0,109598.0,167657.0,,,PMVC,0.0,25000.0,0.0,176524468.0,,
0.0,477865.0,0.0,178650.0,0.0,16797.0,0.0,89146.0,PODD,0.0,104488.0,0.0,222219.0,0.0,133537.0
,,22260255.0,25178254.0,886278.0,2400958.0,816577.0,2528798.0,POLA,14296878.0,14850370.0,0.0,21607576.0,1755992.0,3946296.0
0.0,1164500.0,,,,,,,PORT,,,0.0,205672548.0,,
10656.0,18555.0,374987.0,522386.0,75442.0,152682.0,132460.0,210459.0,POSH,395888.0,470354.0,0.0,365376.0,111649.0,255400.0
0.0,5000704.0,0.0,83184.0,0.0,59100.0,0.0,59100.0,PPHPU,,,0.0,51124084.0,,
0.0,5000704.0,0.0,83184.0,0.0,59100.0,0.0,59100.0,PPHPW,,,0.0,51124084.0,,
6772.0,14956.0,-695.0,52178.0,183.0,21185.0,1145.0,34263.0,PPSI,0.0,6231.0,0.0,37972.0,745.0,27522.0
,,,,,,,,PRBM,,,0.0,128084999.0,,
0.0,500908.0,0.0,339133.0,0.0,14526.0,0.0,68319.0,PRCT,0.0,8499.0,0.0,271799.0,0.0,176514.0
0.0,30789000.0,0.0,1164.0,0.0,6339000.0,,,PRFX,0.0,941000.0,,,0.0,972000.0
0.0,583700.0,0.0,405603.0,0.0,57983.0,0.0,62296.0,PRME,216496.0,253471.0,0.0,358987.0,0.0,270579.0
,,101548.0,106052.0,0.0,3602.0,486.0,5079.0,PRQR,101015.0,105144.0,0.0,103722.0,34386.0,38647.0
0.0,10073850.0,0.0,10139419.0,0.0,69419.0,0.0,69419.0,PRSR,0.0,10075000.0,,,,
0.0,10073850.0,0.0,10139419.0,0.0,69419.0,0.0,69419.0,PRSRW,0.0,10075000.0,,,,
0.0,126652.0,126005.0,129283.0,-6660.0,1744.0,-450.0,2799.0,PRTA,0.0,124860.0,,,125717.0,125841.0
0.0,469117.0,1744086.0,3397237.0,13007.0,383624.0,11353.0,2858575.0,PRTY,26760.0,47214.0,0.0,2720431.0,80695.0,847339.0
440001.0,605667.0,303092.0,632061.0,40304.0,187242.0,41749.0,227066.0,PRVA,277479.0,362112.0,,,279340.0,469424.0
0.0,5000542.0,0.0,358118.0,,,0.0,334658.0,PSAGU,,,0.0,300773460.0,,
444457.0,475445.0,327235.0,2683626.0,-1557.0,1006161.0,190401.0,1657730.0,PSN,-7553.0,361.0,0.0,1715526.0,-125277.0,1436687.0
220797.0,223822.0,146131.0,179694.0,9283.0,58271.0,28595.0,78766.0,PSNL,132667.0,155284.0,0.0,120686.0,2833.0,29559.0
0.0,24137.0,302440705.0,302480705.0,527831.0,547831.0,,,PSPC,,,0.0,302480705.0,,
993490.0,1005633.0,670163.0,731763.0,46280.0,75437.0,79588.0,117709.0,PSTG,473362.0,523482.0,0.0,551112.0,130034.0,293970.0
0.0,47167416.0,36182862.0,69848017.0,,,0.0,43675794.0,PSTL,0.0,262926.0,0.0,62962595.0,,
0.0,177583672.0,154171763.0,167244115.0,0.0,28158889.0,0.0,31889085.0,PTCT,0.0,2725702.0,,,155542545.0,160137810.0
147206.0,147243.0,102128.0,112456.0,3120.0,4470.0,3102.0,5475.0,PTGX,19305.0,28629.0,0.0,107986.0,21024.0,30937.0
6830903.0,6950489.0,214902.0,1616636.0,524970.0,1205371.0,464952.0,1310364.0,PTHL,145597.0,217885.0,0.0,7136272.0,-186337.0,532468.0
0.0,24712.0,73994.0,414247.0,,,76070.0,392094.0,PTHR,-47561.0,206920.0,,,-49427.0,209802.0
4976693.0,5001118.0,177570.0,240070.0,178404.0,216782.0,0.0,216782.0,PTICU,140000.0,165000.0,0.0,201823288.0,140000.0,165000.0
-6902.0,141581.0,-883096.0,3544.0,-3583.0,66352.0,10083.0,568942.0,PTLO,31920.0,54344.0,,,33646.0,66333.0
0.0,24137.0,0.0,53860.0,0.0,30800.0,,,PTOCU,,,0.0,301023060.0,0.0,25000.0
2207.3,2227.8,1789.3,2060.5,120.60000000000002,290.8,281.5,462.0,PTON,1207.5,1358.1,0.0,1598.5,377.9,581.7
0.0,110960324.0,0.0,33795795.0,1791353.0,12562104.0,0.0,21315772.0,PTPI,0.0,13336975.0,0.0,20693630.0,0.0,20390396.0
0.0,103.0,12253.0,16175.0,0.0,4897.0,0.0,14093.0,PTVE,-1158.0,31.0,,,0.0,3704.0
0.0,24712.0,0.0,340717.0,,,0.0,316436.0,PTWO,0.0,254945.0,0.0,103474281.0,0.0,259693.0
0.0,140680.0,106882.0,285105.0,19046.0,129550.0,38231.0,131984.0,PUBM,66292.0,87507.0,0.0,153121.0,53330.0,203236.0
0.0,24353.0,0.0,54410.0,0.0,30461.0,0.0,30461.0,PUCKU,0.0,25000.0,,,0.0,25000.0
0.0,23765.0,0.0,482229.0,0.0,462229.0,0.0,462229.0,PV,,,,,,
635491.0,1297687.0,367589.0,3537292.0,0.0,350709.0,-335040.0,1522827.0,PWSC,25910.0,31137.0,0.0,3162932.0,10859.0,123510.0
0.0,24282.0,0.0,293221.0,0.0,293696.0,0.0,293696.0,PWUP,,,,,,
0.0,24282.0,0.0,293221.0,0.0,293696.0,0.0,293696.0,PWUPU,,,,,,
646495.0,647958.0,-136780936.0,582426.0,,,-155177380.0,324146.0,PX,-9320831.0,94216.0,0.0,568881.0,,
26082088.0,30161979.0,-474759.0,648866.0,5005565.0,10757729.0,5005565.0,10757729.0,PXMD,-679538.0,444087.0,,,-679538.0,444087.0
671721.0,1796183.0,208576.0,2348564.0,172608.0,899780.0,166661.0,1057634.0,PYCR,149681.0,159670.0,0.0,1340030.0,178226.0,894346.0
,,52768.0,142514.0,,,0.0,806313.0,PZN,71194.0,102114.0,0.0,53880.0,,
2184195104.0,2242519693.0,4294301076.0,11406561210.0,3370199524.0,7840388594.0,3305969990.0,7852211184.0,QD,434920.0,645034.0,,,4360011028.0,11283615414.0
0.0,4999991.0,0.0,80100.0,0.0,55488.0,0.0,55488.0,QFTA,,,0.0,175774612.0,,
22210126.0,34462203.0,-6278773.0,35268244.0,520673.0,14287754.0,1002560.0,15618205.0,QLI,0.0,5260788.0,0.0,49149831.0,-6511238.0,24969728.0
7791368.0,7804868.0,4787556.0,5974092.0,-1260945.0,688134.0,-1413988.0,688134.0,QMMM,367792.0,497993.0,,,3900338.0,4603462.0
237380.0,479685.0,14380.0,51028.0,0.0,42358.0,0.0,102001.0,QNGY,9458.0,35564.0,0.0,41653.0,6844.0,38045.0
0.0,200048.0,80063.0,87414.0,8591.0,16379.0,2126.0,24672.0,QTRX,16698.0,18690.0,0.0,72851.0,20223.0,25943.0
0.0,201347.0,,,13452.0,32534.0,,,QTWO,81253.0,90364.0,0.0,127281.0,116542.0,135676.0
,,82208.0,104911.0,3253.0,8818.0,26335.0,32350.0,QURE,74808.0,92667.0,0.0,81018.0,33527.0,34631.0
,,-444725574.0,82997586.0,-903654248.0,15666310.0,-993456737.0,22054184.0,RAAS,6943005.0,6943008.0,,,-463794265.0,6960417.0
0.0,5007409.0,0.0,347580.0,0.0,330444.0,0.0,330444.0,RACB,0.0,224455.0,0.0,131017136.0,0.0,224455.0
0.0,24641.0,0.0,148496.0,0.0,129043.0,,,RACY,0.0,71587.0,0.0,129084453.0,,
205562.0,228003.0,27729.0,97339.0,0.0,4643.0,,,RAPT,25294.0,89092.0,0.0,89236.0,0.0,65062.0
0.0,307442.0,0.0,221551.0,,,,,RARE,,,0.0,214558.0,,
37618270.0,37717487.0,37670682.0,95783696.0,0.0,27037713.0,0.0,27037713.0,RAY,45161436.0,81047102.0,,,42923450.0,95767496.0
9824700.0,10885210.0,3418057.0,26605864.0,-564127.0,16654225.0,-2174788.0,16576131.0,RAYA,2464196.0,6526251.0,0.0,18715230.0,4236834.0,16185697.0
4798.0,8615.0,695964.0,1505748.0,,,853881.0,1322252.0,RBB,0.0,51613.0,0.0,296744.0,,
0.0,259243.0,,,0.0,5729.0,,,RBCN,0.0,4380.0,0.0,105682.0,,
0.0,1119584.0,0.0,2382800.0,0.0,496141.0,0.0,685966.0,RBLX,1423863.0,1428943.0,0.0,647446.0,0.0,572263.0
0.0,5000273.0,,,,,,,RCHGU,,,0.0,203024122.0,,
0.0,5000273.0,,,,,,,RCHGW,,,0.0,203024122.0,,
0.0,24367.0,0.0,164899.0,0.0,140574.0,,,RCLFU,,,0.0,221024325.0,,
37146609.0,60547017.0,-772818.0,5707797.0,8768834.0,25460088.0,8718383.0,25550442.0,RCRT,11206103.0,11512355.0,,,61595.0,1313936.0
37146609.0,60547017.0,-772818.0,5707797.0,8768834.0,25460088.0,8718383.0,25550442.0,RCRTW,11206103.0,11512355.0,,,61595.0,1313936.0
335056.0,335240.0,188884.0,298586.0,7180.0,12726.0,26376.0,36618.0,RCUS,33266.0,98426.0,0.0,261968.0,77178.0,176869.0
0.0,5002372.0,0.0,82500.0,,,0.0,60266.0,RDBXW,,,0.0,127022234.0,,
98432812.0,222975521.0,0.0,136924409.0,,,0.0,8233775.0,REFI,8641907.0,8741907.0,0.0,227190633.0,,
0.0,328837.0,150094.0,519737.0,7497.0,69723.0,82703.0,294794.0,REGI,0.0,8404.0,0.0,451641.0,76782.0,135427.0
20845187.0,25527232.0,17051069.0,18293223.0,6417880.0,6551441.0,17886507.0,18070233.0,RELI,1708524.0,1850037.0,0.0,16740577.0,-636812.0,603013.0
20845187.0,25527232.0,17051069.0,18293223.0,6417880.0,6551441.0,17886507.0,18070233.0,RELI,1708524.0,1850037.0,0.0,16740577.0,-636812.0,603013.0
20845187.0,25527232.0,17051069.0,18293223.0,6417880.0,6551441.0,17886507.0,18070233.0,RELIW,1708524.0,1850037.0,0.0,16740577.0,-636812.0,603013.0
20845187.0,25527232.0,17051069.0,18293223.0,6417880.0,6551441.0,17886507.0,18070233.0,RELIW,1708524.0,1850037.0,0.0,16740577.0,-636812.0,603013.0
20845187.0,25527232.0,17051069.0,18293223.0,6417880.0,6551441.0,17886507.0,18070233.0,RELIW,1708524.0,1850037.0,0.0,16740577.0,-636812.0,603013.0
20845187.0,25527232.0,17051069.0,18293223.0,6417880.0,6551441.0,17886507.0,18070233.0,RELIW,1708524.0,1850037.0,0.0,16740577.0,-636812.0,603013.0
711977.0,713269.0,349797.0,615856.0,-14084.0,130486.0,-15901.0,134081.0,RELY,295463.0,477817.0,0.0,483006.0,47835.0,296366.0
0.0,9470.0,252249.0,431371.0,-18879.0,21890.0,-19816.0,21890.0,RENN,7571.0,97947.0,,,359452.0,506861.0
775.7,829.7,239.20000000000005,515.1,-3.200000000000003,48.5,-290.4,19.3,RENT,72.6,104.0,0.0,418.3,64.1,111.0
52883.0,62919.0,0.0,125604.0,0.0,60820.0,,,RETA,6579.0,94337.0,,,-29442.0,77259.0
15466300.0,39208128.0,15470000.0,80233515.0,-512431.0,28108731.0,0.0,34358331.0,RETO,0.0,1594594.0,0.0,58010169.0,15470000.0,37249905.0
5326454.0,5351166.0,103237050.0,103271700.0,0.0,12425.0,16189325.0,16201750.0,REVE,,,0.0,103271700.0,,
5326454.0,5351166.0,103237050.0,103271700.0,0.0,12425.0,16189325.0,16201750.0,REVEU,,,0.0,103271700.0,,
5326454.0,5351166.0,103237050.0,103271700.0,0.0,12425.0,16189325.0,16201750.0,REVEW,,,0.0,103271700.0,,
0.0,5004580.0,0.0,320000.0,,,0.0,300000.0,REVHU,,,0.0,504520000.0,,
119065.0,119766.0,42090.0,101793.0,-1879.0,12850.0,-10023.0,41684.0,RGLS,-12093.0,9175.0,0.0,77508.0,-16509.0,38666.0
236816.0,247334.0,211888.0,214398.0,4536.0,9189.0,4536.0,9189.0,RGNX,0.0,277.0,0.0,208227.0,824.0,3031.0
0.0,24137.0,0.0,301010309.0,0.0,33000.0,0.0,10500000.0,RGTI,,,,,0.0,10309.0
0.0,24137.0,0.0,301010309.0,0.0,33000.0,0.0,10500000.0,RGTIW,,,,,0.0,10309.0
23638.0,23940.0,19337.0,21970.0,208.0,819.0,1939.0,2197.0,RIVN,1394.0,3658.0,0.0,20998.0,843.0,3859.0
0.0,18712.0,8017502.0,21318919.0,,,10447689.0,20912319.0,RKT,0.0,1417847.0,0.0,5884175.0,,
914438.0,917685.0,311030.0,739641.0,4679.0,11544.0,27426.0,34844.0,RLAY,-379551.0,41954.0,0.0,704797.0,-63566.0,360536.0
,,0.0,3045824.0,,,0.0,1822091.0,RLJ,,,,,,
10088659.0,10095489.0,2831742.0,3980873.0,2179354.0,2798417.0,2449407.0,3491892.0,RLX,143468.0,273044.0,,,2840912.0,3729867.0
0.0,255444.0,59079.0,200937.0,236.0,6079.0,244.0,6099.0,RLYB,59417.0,199650.0,,,0.0,141261.0
0.0,49428.0,0.0,304150.0,,,0.0,239271.0,RM,0.0,4849.0,0.0,296702.0,,
0.0,241571.0,-5390.0,348524.0,7344.0,47666.0,-8117.0,261764.0,RMAX,16318.0,58582.0,0.0,264220.0,-7938.0,79139.0
20411325.0,23076468.0,5472297.0,8019068.0,1815163.0,1295572.0,1865598.0,2679340.0,RMBL,16334712.0,15537821.0,0.0,21211071.0,3415246.0,2612720.0
97118.0,108613.0,69109.0,74964.0,3198.0,5946.0,12662.0,18884.0,RMED,59891.0,68128.0,0.0,68179.0,6641.0,12055.0
,,0.0,420868873.0,,,0.0,14700000.0,RMGC,,,,,,
,,0.0,420868873.0,,,0.0,14700000.0,RMGCW,,,,,,
22932088.0,54042968.0,0.0,22938443.0,1250896.0,5598186.0,3253855.0,5787952.0,RNAZ,0.0,20825860.0,0.0,11714827.0,15352770.0,22732175.0
0.0,24569.0,-4617.0,1096383.0,-4500.0,1076000.0,-4500.0,1076000.0,RNERW,-96037.0,903963.0,0.0,160782327.0,,
0.0,32342.0,0.0,16899.0,0.0,4096.0,0.0,6773.0,RNXT,0.0,16292.0,0.0,16388.0,0.0,2266.0
,,0.0,182824915.0,,,0.0,33500.0,ROCAU,,,0.0,182824915.0,,
,,0.0,182824915.0,,,0.0,33500.0,ROCAU,,,0.0,182824915.0,,
0.0,24712.0,,,0.0,1000.0,261547.0,262547.0,ROCL,,,0.0,102623805.0,,
0.0,24712.0,,,0.0,1000.0,261547.0,262547.0,ROCLU,,,0.0,102623805.0,,
0.0,24712.0,,,0.0,1000.0,261547.0,262547.0,ROCLW,,,,,,
0.0,22051802.0,253446.0,12038753.0,730918.0,11584773.0,1554557.0,12541842.0,ROLR,0.0,2087004.0,,,0.0,5430692.0
0.0,5838034.0,0.0,302002161.0,0.0,167106.0,0.0,37606750.0,RONI,,,0.0,302002161.0,0.0,10829.0
1096.8,1770.8,1075.5,1804.1,,,0.0,633.6,ROOT,946.5,1338.2,0.0,1360.6,,
0.0,24497.0,0.0,69425.0,0.0,51689.0,0.0,51689.0,ROSE,,,,,,
