technology,software,ai,machine learning,cloud,saas,platform,digital,data,analytics,algorithm,automation,blockchain,cryptocurrency,cybersecurity,subscription,recurring,e-commerce,mobile,app,virtual,healthcare,biotech,pharmaceutical,medical,clinical,energy,renewable,solar,electric,battery,real estate,logistics,transportation,automotive,Citigroup,Citi,Morgan Stanley,Ubs,Barclays,Volume,Day,Close,Diff,Price_Public_Total,Symbol,Public_Price_Per_Share,Raymond James,Piper Jaffray,Wells Fargo,Merrill Lynch,Rbc Capital,Morgan Stanley.1,Merrill Lynch.1,Eli Lilly,Credit Suisse,Stifel,Jefferies,Hill Road,Robert W. Baird,William Blair,Goldman Sachs,Deutsche Bank,Davis Polk,William Blair.1,Goldman Sachs.1
26,6,0,0,2,0,15,7,27,3,0,3,0,0,0,9,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,11,7,8,0,,,1.0,1.0,,27082,2021-03-01 19:00:00.000 -0500,9.9,-0.09,240000000.0,EPWR,10.0,,,,,,,,,,,1.0,,,,,,,,
30,3,0,0,0,0,16,0,135,0,0,0,0,0,0,1,16,0,4,0,0,2,0,0,0,0,1,0,0,0,0,352,0,4,0,,,,1.0,,127170,2015-11-11 19:00:00.000 -0500,24.1,0.2,6100875.0,EQBK,22.5,,,1.0,,,,,,,,,,,,,,,,
46,19,0,0,5,0,32,8,152,3,0,2,0,0,13,13,46,0,1,0,0,5,0,0,12,0,5,0,0,0,0,119,0,5,0,1.0,1.0,10.0,1.0,,10921990,2018-05-10 20:00:00.000 -0400,21.4,1.03,1184627968.0,EQH,20.5,,,,,,1.0,,,,,,,,,,,,,
25,5,0,0,2,0,9,5,13,0,0,0,0,0,0,4,0,0,1,0,0,190,0,0,8,2,1,0,0,0,0,4,0,0,0,,,,1.0,,10001,2021-03-22 20:00:00.000 -0400,9.66,-0.2,191304000.0,EQHA,10.0,,,,,,,,,,,1.0,,,,,,,,
20,1,2,3,4,0,2,5,24,0,0,0,0,0,0,6,0,0,0,0,0,19,2,0,5,12,0,0,0,0,0,4,0,0,2,,1.0,,1.0,,5887,2021-12-19 19:00:00.000 -0500,1.38,-0.32,480000000.0,EQRXW,10.0,,,,,,,,,,,1.0,,,,,,,,
61,11,0,0,0,0,0,2,58,0,0,0,0,0,0,2,4,0,1,0,0,0,0,1,2,0,158,0,1,0,1,1,0,0,0,1.0,1.0,,1.0,,842999,2008-07-02 20:00:00.000 -0400,9.83,-0.54,46808936.0,ERII,8.5,,,,,,,,,1.0,,,,,,,,1.0,,
162,21,0,0,3,0,3,29,58,1,0,6,0,0,1,3,13,1,0,0,0,2,1,0,18,0,15,6,0,3,0,1,1,6,1,,1.0,,1.0,,1997716,2022-04-04 20:00:00.000 -0400,45.05,-4.95,230531744.0,ESAB,40.0,,,3.0,,,,,,,,,,,,22.0,,,,1.0
4,0,0,0,2,0,11,1,57,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,270,21,2,2,2,2,0,12,0,1.0,1.0,,1.0,1.0,210494,2021-10-20 20:00:00.000 -0400,10.07,0.02,240000000.0,ESACU,10.0,,,,,,,,,,,,,,,,,,,
66,1,17,0,0,0,467,4,77,0,0,0,0,0,0,2,33,0,0,0,0,2,0,0,21,0,4,0,0,0,0,7,0,12,16,,,,1.0,1.0,1030242,2013-05-20 20:00:00.000 -0400,27.8,0.8,350350016.0,ESI,26.5,,,1.0,4.0,,,,,1.0,,,,,,,,,,
117,208,0,0,45,60,63,105,199,3,0,5,0,0,16,20,22,0,7,3,15,103,0,0,15,13,2,1,0,0,0,3,0,0,0,1.0,1.0,,1.0,,1700344,2021-09-23 20:00:00.000 -0400,34.55,0.42,37781248.0,ESMT,26.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,
44,13,0,0,0,0,28,0,49,4,0,0,0,0,0,28,10,0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,0,0,0,,1.0,3.0,1.0,1.0,2280262,2013-10-31 20:00:00.000 -0400,22.45,1.22,335072000.0,ESNT,17.0,,,6.0,1.0,,,,,1.0,,,,,,1.0,,,,
21,1,0,0,0,0,0,0,75,0,0,0,0,0,0,1,7,0,0,0,0,25,0,39,17,516,1,0,0,0,0,1,0,0,0,1.0,1.0,,1.0,,523757,2013-06-26 20:00:00.000 -0400,14.0,-0.59,70000000.0,ESPR,14.0,,,,,,,,2.0,1.0,1.0,,,,,,,1.0,,
16,1,0,0,0,0,24,1,102,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,119,1,1,0,,,,1.0,,68013,2017-06-27 20:00:00.000 -0400,15.25,0.0,7341626.0,ESQ,14.0,,,,,,,,,,,,,,,,,,,
10,1,0,0,1,0,3,2,67,1,0,0,0,0,0,3,21,0,4,0,0,5,2,1,9,0,71,0,0,10,0,352,0,67,1,1.0,1.0,1.0,1.0,1.0,3340899,2013-10-02 20:00:00.000 -0400,13.25,0.15,929500032.0,ESRT,13.0,,,1.0,6.0,,,1.0,,,1.0,,,1.0,,,1.0,,,
32,4,8,2,6,0,9,12,20,6,0,0,0,0,0,1,0,1,6,1,1,0,0,0,0,0,4,0,2,0,0,4,0,0,6,,,1.0,1.0,,30218,2020-02-20 19:00:00.000 -0500,10.0392,0.0092,120000000.0,ESSCU,10.0,,,,,,,,,,,,,,,,,,,
79,17,0,0,2,0,31,1,135,0,0,0,0,0,0,3,4,0,1,0,0,6,1,11,124,156,5,0,1,0,0,2,2,2,0,,1.0,,1.0,,437735,2018-07-19 20:00:00.000 -0400,26.05,1.39,1.0,ESTA,18.0,,,,,,,,,,,1.0,,,,,,,,
3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,1,0,0,0,0,4,0,1,1,45,2,0,0,0,0,0,0,0,0,,,,1.0,,194062,2019-11-11 19:00:00.000 -0500,19.75,-2.25,72864000.0,ETNB,16.0,,,,,1.0,,,,,,,1.0,,,,,,,
19,2,0,0,0,0,0,0,50,0,0,0,0,0,0,3,2,0,0,0,0,22,0,64,15,223,0,0,0,0,0,0,2,0,0,,1.0,,1.0,,121085,2018-11-13 19:00:00.000 -0500,6.0,-0.25,21600000.0,ETON,6.0,,,,,,,,,,,,,,,,,,,
69,72,0,1,1,0,140,6,75,0,0,0,0,0,0,3,3,3,136,13,0,4,0,1,0,0,3,0,0,0,0,0,2,2,0,,,3.0,1.0,,3944613,2015-04-16 20:00:00.000 -0400,27.24,-2.7,49866660.0,ETSY,16.0,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,
14,0,0,0,0,0,5,0,59,0,0,0,0,0,0,2,2,0,17,0,0,0,0,0,0,0,174,73,12,2,0,10,33,23,0,1.0,1.0,,1.0,1.0,809501,2015-04-29 20:00:00.000 -0400,21.12,-0.69,200000000.0,EVA,20.0,2.0,,,,1.0,,,,,,,,,,,,,,
116,6,191,4,1,0,146,1,377,0,0,0,0,0,2,22,2,0,0,0,2,76,35,74,81,984,0,0,0,0,0,1,2,3,0,,1.0,,1.0,,100,2021-02-05 19:00:00.000 -0500,9.88,0.0,23999996.0,EVAX,4.0,,,,,,,,2.0,,,,,,,,,,,
124,2,0,0,0,0,5,1,182,0,0,0,0,0,0,2,0,0,1,0,0,0,41,4,8,0,3,1,0,1,0,1,0,2,0,,,,1.0,,118813,2013-11-21 19:00:00.000 -0500,16.68,-0.57,73750000.0,EVGN,14.75,,1.0,,,,,,,1.0,,,,,,,1.0,,,
32,5,17,0,4,0,5,13,48,0,0,3,0,0,0,13,1,4,6,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,,,,1.0,,532139,2022-02-09 19:00:00.000 -0500,9.98,-0.02,100000000.0,EVGRU,10.0,,,,,,,,,,,,,,,,,,,
30,5,0,0,13,0,57,0,99,1,0,0,0,0,0,3,3,0,0,0,0,32,1,46,29,365,0,0,0,0,0,0,0,0,0,,1.0,6.0,1.0,,188786,2018-05-09 20:00:00.000 -0400,16.16,0.09,85000000.0,EVLO,16.0,,,,,,1.0,,,,,,,,,,,,,
38,5,0,0,4,0,9,1,12,2,0,10,0,0,0,5,0,0,0,0,0,1,0,0,0,0,11,1,0,0,0,5,4,2,1,,,2.0,1.0,,28981,2021-07-18 20:00:00.000 -0400,1.72,1.02,150000000.0,EVLVW,10.0,,,,,,,,,,1.0,,,,,,,,,
113,42,5,20,0,0,116,1,198,6,0,0,0,0,2,39,1,0,0,0,1,12,1,49,17,165,0,0,0,0,0,2,3,1,0,1.0,1.0,5.0,1.0,,1169628,2021-11-04 20:00:00.000 -0400,22.7,0.25,435000000.0,EVO,21.75,,,,,1.0,1.0,,,,,1.0,,,,,,,,
19,0,0,0,2,0,0,1,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,0,0,,,,1.0,,231828,2021-02-09 19:00:00.000 -0500,10.3,-0.06,108700000.0,EVOJU,10.0,,,,,,,,,,,,,,,,,,,
9,1,0,0,0,0,0,0,55,0,0,0,0,0,0,2,15,0,0,0,0,18,0,48,19,236,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,108286,2013-09-25 20:00:00.000 -0400,11.75,0.25,25200000.0,EVOK,8477801.0,,,,,,,,,,,,,,,,,,,
85,67,0,0,0,0,26,4,137,1,0,0,0,0,6,8,16,1,15,0,1,3,0,0,1,0,0,0,0,0,0,4,0,0,0,,,,1.0,,1387259,2018-05-23 20:00:00.000 -0400,19.5,0.4,526815.8,EVOP,26.5,,,,,,,,,,,,,,,,,,,
7,2,0,0,0,0,10,3,32,4,0,0,0,0,0,4,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,1.0,,849061,2021-08-05 20:00:00.000 -0400,22.28,0.44,92638128.0,EWCZ,17.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,
90,163,16,0,32,8,367,9,196,0,0,6,4,0,1,52,9,2,44,18,1,2,0,0,2,0,6,0,1,0,1,1,0,1,0,1.0,1.0,,1.0,,1991799,2021-11-10 19:00:00.000 -0500,44.03,3.31,43.2,EXFY,27.0,,,,,,,,,,,,,,,,,,,
19,13,4,0,0,0,10,0,74,0,0,0,0,0,0,3,17,53,0,0,0,1,0,0,16,0,5,0,0,1,0,26,22,10,0,,1.0,5.0,1.0,1.0,1717620,2010-05-13 20:00:00.000 -0400,15.84,-0.9,184546880.0,EXPR,15.89,,2.0,,8.0,,1.0,1.0,,,,,,,,,,,,
8,2,0,0,0,0,10,1,28,0,0,0,0,0,0,4,6,17,1,0,1,6,0,0,2,0,2,0,0,0,0,5,1,0,0,1.0,1.0,1.0,1.0,,944421,2017-10-26 20:00:00.000 -0400,28.01,0.09,380160000.0,EYE,39.75,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,
129,0,0,0,0,0,13,0,80,0,0,0,0,0,0,1,3,0,8,0,0,55,2,59,89,362,1,0,0,5,1,0,0,0,0,,1.0,,1.0,,332274,2018-01-25 19:00:00.000 -0500,9.949,-0.001,27300000.0,EYEN,2.45,,,,,,,,,,,,,,,,,,,
54,9,1,1,0,0,4,3,20,0,0,0,0,0,0,9,8,0,45,21,0,1,0,1,3,0,9,0,0,4,0,3,2,8,1,,,,1.0,,13200818,2021-09-15 20:00:00.000 -0400,5.03,0.31,25000000.0,EZFL,4.0,,,,,,,,,,,,,,,,,,,
59,12,0,0,0,0,19,0,17,1,0,0,0,0,1,7,0,7,16,8,0,0,0,0,6,0,10,1,0,56,271,4,0,10,0,,,,1.0,,6619850,2021-01-26 19:00:00.000 -0500,9.15,-6.95,11999997.0,EZGO,4.0,,,,,,,,,,,,,,,,,,,
120,91,6,10,23,0,42,8,233,23,0,20,0,0,8,5,10,15,3,0,6,22,0,0,3,0,0,0,0,0,0,1,1,18,0,,,,1.0,1.0,1407470,2021-06-23 20:00:00.000 -0400,19.95,0.31,78890624.0,FA,20.0,,,,,,,,,,,,2.0,,,,,1.0,,
16,3,0,0,2,0,14,1,45,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,20,11,0,0,,1.0,,1.0,,100,2021-04-18 20:00:00.000 -0400,9.85,0.0,175000000.0,FACT,10.0,,,,,,,,,,,,,,,,,,,
4,7,0,0,6,0,15,5,29,0,0,0,0,0,0,1,4,0,3,2,8,0,0,0,0,0,1,0,0,0,0,12,1,0,0,,,,1.0,,446268,2017-10-23 20:00:00.000 -0400,11.03,-0.48,8000000.0,FAT,20.0,,1.0,,,,,,,,,,,,,,,,,
4,7,0,0,6,0,15,5,29,0,0,0,0,0,0,1,4,0,3,2,8,0,0,0,0,0,1,0,0,0,0,12,1,0,0,,,,1.0,,33744,2020-07-13 20:00:00.000 -0400,18.74,-1.46,8000000.0,FATBP,20.0,,1.0,,,,,,,,,,,,,,,,,
4,7,0,0,6,0,15,5,29,0,0,0,0,0,0,1,4,0,3,2,8,0,0,0,0,0,1,0,0,0,0,12,1,0,0,,,,1.0,,14375,2020-07-14 20:00:00.000 -0400,0.8,0.0,8000000.0,FATBW,20.0,,1.0,,,,,,,,,,,,,,,,,
46,2,0,0,0,0,61,0,85,0,0,0,0,0,0,1,13,0,0,0,0,21,0,35,28,465,3,0,0,0,0,0,0,0,0,,,1.0,1.0,,309785,2013-10-01 20:00:00.000 -0400,6.95,0.3,14474994.0,FATE,6.0,,,,,,,,,,,,,,,,,,,
57,234,0,0,44,1,20,4,44,1,0,0,0,0,2,14,1,0,0,0,6,2,0,0,0,0,1,0,0,0,0,4,0,1,0,,,,1.0,,6377940,2025-04-07 20:00:00.000 -0400,10.3,3.8,4000000.0,FATN,5.75,,,,,,,,,,,,,,,,,,,
12,4,0,0,0,0,0,0,37,0,0,1,0,0,0,1,8,0,0,0,0,1,0,0,0,0,3,0,0,1,0,126,0,3,0,,,,,,500,2005-10-06 20:00:00.000 -0400,26.0,-2.05,25300000.0,FBIZ,23.0,3.0,,2.0,,,,,,,1.0,,,,1.0,,,,,
116,4,0,0,2,0,58,1,164,0,0,0,0,0,0,4,14,0,0,0,0,66,4,48,59,540,0,0,0,1,0,0,0,1,0,,1.0,,1.0,,202,2020-12-11 19:00:00.000 -0500,40.5,-0.47,193200000.0,FDMT,25.0,,,,,,,,,,,,,,,5.0,,,,1.0
35,9,0,0,0,0,29,2,77,0,0,0,0,0,0,28,12,0,3,0,0,0,0,0,3,0,91,1,0,4,0,1,0,2,0,1.0,1.0,,1.0,,2201014,2012-04-12 20:00:00.000 -0400,21.52,-0.47,94835552.0,FET,20.0,,,,5.0,,,1.0,,1.0,,,,,,,1.0,,,
11,2,0,0,0,0,4,1,44,0,0,0,0,0,2,0,11,0,7,1,0,8,0,0,1,0,7,0,0,1,0,335,0,8,3,,,,1.0,,13438,2021-05-03 20:00:00.000 -0400,26.5,0.05,11100000.0,FGBIP,18.5,,,,,,,,,,,,,,,,,,,
59,1,0,0,0,0,7,0,176,1,1,0,0,0,0,8,4,0,0,0,0,72,3,105,94,516,0,0,0,0,0,0,1,0,0,1.0,1.0,,1.0,,500,2014-11-14 19:00:00.000 -0500,22.11,0.0,145800000.0,FGEN,18.0,,,,,1.0,,,,,1.0,,,,3.0,,,,1.0,
14,3,0,0,0,0,9,0,51,0,0,0,0,0,11,0,10,10,0,0,0,0,0,0,2,0,1,1,0,0,0,2,5,3,0,,,,1.0,,630834,2022-01-25 19:00:00.000 -0500,3.87,-0.08,15000000.0,FGI,6.0,,,,,,,,,,,,,,,,,,,
56,11,0,0,3,0,4,2,90,1,0,0,0,0,8,4,28,0,18,0,0,9,0,0,7,0,3,0,0,3,0,267,1,8,2,1.0,1.0,1.0,1.0,1.0,1109101,2016-08-04 20:00:00.000 -0400,24.91,0.56,463175008.0,FHB,23.0,,,1.0,5.0,,,1.0,,1.0,1.0,,,,,,1.0,,,
66,8,0,0,0,0,7,1,204,0,0,1,0,0,0,10,1,0,1,0,0,2,0,0,11,0,0,0,0,1,0,13,4,2,1,,,,1.0,,1021968,2021-03-11 19:00:00.000 -0500,7.62,-0.93,75000000.0,FHS,10.0,,,,,,,,,,,,,,,,,,,
42,10,0,0,2,3,9,2,32,8,0,0,0,0,0,3,0,0,0,0,4,18,0,0,0,0,2,0,0,0,0,19,3,3,1,1.0,1.0,,1.0,,1501650,2021-10-28 20:00:00.000 -0400,10.06,0.01,200000000.0,FIACU,10.0,,,,,,,,,,,,,,,1.0,,,,
54,1,0,0,0,0,0,0,123,0,0,0,0,0,0,1,9,0,0,0,0,15,0,0,3,0,9,1,0,1,0,125,0,3,0,,,,1.0,1.0,1165761,2010-03-24 20:00:00.000 -0400,16.3,0.3,145000000.0,FIBK,14.5,,,,,,,,,,,,,,,,,,,
51,36,0,2,4,1,50,56,194,13,0,0,0,0,2,4,20,1,54,31,1,237,0,0,59,1,0,1,0,0,0,0,7,4,0,,,8.0,1.0,1.0,3448871,2021-05-27 20:00:00.000 -0400,34.65,4.65,346351232.0,FIGS,22.0,,,,,,1.0,,,1.0,,,,,,9.0,,,,1.0
51,9,0,0,5,0,22,0,145,14,0,0,0,0,1,8,9,0,1,0,0,4,0,0,4,0,43,3,0,0,0,3,0,0,0,1.0,1.0,,1.0,1.0,5149102,2023-06-28 20:00:00.000 -0400,12.8,-0.3,241500000.0,FIHL,16.0,,,,,,,,,,,1.0,,,,,,,,
53,30,0,0,13,0,0,5,44,4,0,2,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,,,,1.0,,641171,2021-01-13 19:00:00.000 -0500,10.58,0.08,360000000.0,FINMU,10.0,,,,,,,,,,,1.0,,,,,,,,
13,3,0,0,0,0,2,0,104,2,0,0,0,0,0,7,5,2,0,0,0,7,0,0,14,0,10,0,0,0,0,18,0,11,0,,1.0,,1.0,1.0,968481,2012-07-19 20:00:00.000 -0400,27.58,1.4,163461536.0,FIVE,36.0,,,9.0,,,,,,1.0,,1.0,,,,,1.0,,,
2,0,0,0,2,0,1,1,56,0,0,0,0,0,0,2,0,0,0,0,2,13,14,6,13,14,0,0,0,0,0,1,0,0,0,,,,1.0,,16334,2021-02-08 19:00:00.000 -0500,10.6122,-0.7978,120000000.0,FLAC,10.0,,,,,,,,1.0,1.0,,,,,,,,,,
2,0,0,0,2,0,1,1,56,0,0,0,0,0,0,2,0,0,0,0,2,13,14,6,13,14,0,0,0,0,0,1,0,0,0,,,,1.0,,212315,2020-12-09 19:00:00.000 -0500,10.26,-0.09,120000000.0,FLACU,10.0,,,,,,,,1.0,1.0,,,,,,,,,,
2,0,0,0,2,0,1,1,56,0,0,0,0,0,0,2,0,0,0,0,2,13,14,6,13,14,0,0,0,0,0,1,0,0,0,,,,1.0,,21203,2021-02-08 19:00:00.000 -0500,1.884,0.084,120000000.0,FLACW,10.0,,,,,,,,1.0,1.0,,,,,,,,,,
60,6,0,0,1,1,33,2,139,0,0,0,0,0,0,25,15,1,3,1,0,106,3,36,47,477,2,0,0,0,0,2,0,0,0,,1.0,,1.0,,1100,2025-04-15 20:00:00.000 -0400,24.79,-0.2364,6900000.0,FLAG,10.0,,,,,,,,,,,,,,,,,,,
32,3,0,0,0,0,2,6,29,3,0,1,0,0,0,3,0,4,0,0,0,12,1,66,66,7,10,1,2,1,0,16,5,12,0,,1.0,,1.0,,2683748,2021-05-11 20:00:00.000 -0400,4.79,-0.01,30000000.0,FLGC,5.0,,,,,,,,,,,,,,,,,,,
134,107,12,4,18,2,50,127,91,2,0,1,0,0,7,20,40,2,0,4,10,0,0,0,2,0,1160,103,26,45,110,3,5,10,0,,,13.0,1.0,,2669051,2021-10-28 20:00:00.000 -0400,35.5,0.51,868000000.0,FLNC,28.0,,,,,,1.0,,,,,,,1.0,,,,,,
67,48,0,0,0,0,2,0,97,0,0,0,0,0,0,4,13,0,0,0,0,3,0,0,2,0,2,1,0,1,0,0,0,15,2,,,6.0,1.0,1.0,464157,2010-12-15 19:00:00.000 -0500,27.37,0.03,264012096.0,FLT,23.0,4.0,,4.0,,,1.0,,,,,,,,,,,,,
77,11,5,0,12,0,16,7,70,5,0,1,0,0,0,6,1,4,6,0,2,14,0,0,0,2,2,2,0,0,0,5,0,2,0,,,,1.0,,16028,2021-11-08 19:00:00.000 -0500,10.01,0.01,200000000.0,FLYA,10.0,,,,,1.0,,,,,,,,,,,,,,
42,53,0,0,1,0,5,2,34,0,0,1,0,0,2,7,2,3,9,41,0,0,0,0,0,0,8,0,0,59,27,1,4,13,4,,1.0,,1.0,,2964204,2024-06-05 20:00:00.000 -0400,4.55,-0.95,6943000.0,FLYE,0.24,,,,,,,,,,,,,,,,,,,
161,168,2,4,13,1,144,36,175,13,0,0,0,0,8,11,20,4,5,0,4,88,0,0,2,0,0,0,0,0,0,3,0,0,0,1.0,1.0,,1.0,,1469160,2021-05-26 20:00:00.000 -0400,33.332,-1.638,250560000.0,FLYW,24.0,1.0,,,,1.0,,,,,,,,,1.0,23.0,,,1.0,1.0
4,1,0,0,3,0,2,5,9,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,2,0,0,3,0,5,0,0,0,,,,1.0,,1344964,2021-03-18 20:00:00.000 -0400,9.95,-0.05,300000000.0,FMIVU,10.0,,,,,,,,,,,1.0,,,,,,,,
43,16,0,0,0,0,5,0,73,0,0,0,0,0,0,2,13,23,0,0,1,3,0,0,2,0,6,0,0,0,0,14,1,10,0,,1.0,,1.0,1.0,946883,2017-04-27 20:00:00.000 -0400,32.25,0.05,58.0,FND,3.09,,1.0,6.0,9.0,,,1.0,,1.0,,1.0,,,,,,,,
22,12,0,0,4,0,0,10,100,0,0,0,0,0,0,10,7,29,3,0,0,0,0,0,3,0,0,6,0,0,0,1,1,4,0,,,,1.0,,2064331,2017-11-02 20:00:00.000 -0400,7.08,-0.31,124999992.0,FNKO,12.0,,2.0,,1.0,,,,,,1.0,1.0,,,,5.0,,,,1.0
77,0,3,0,4,0,3,5,49,0,0,0,5,0,0,4,1,0,5,0,5,0,0,0,3,0,0,0,0,0,0,17,0,0,3,,,27.0,1.0,,1850,2021-12-08 19:00:00.000 -0500,9.85,0.0,150000000.0,FNVT,10.0,,,,,,,,,,,,,,,,,,,
77,0,3,0,4,0,3,5,49,0,0,0,5,0,0,4,1,0,5,0,5,0,0,0,3,0,0,0,0,0,0,17,0,0,3,,,27.0,1.0,,160607,2021-11-04 20:00:00.000 -0400,10.1,0.01,150000000.0,FNVTU,10.0,,,,,,,,,,,,,,,,,,,
24,11,0,0,0,0,4,0,106,0,0,0,0,0,2,3,23,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1.0,,1003321,2018-07-26 20:00:00.000 -0400,38.0,0.96,535135168.0,FOCS,33.0,1.0,,,10.0,1.0,,1.0,,,,,1.0,,2.0,1.0,,1.0,1.0,
101,183,0,3,10,13,41,6,325,100,0,1,2,0,5,15,12,0,2,0,21,59,0,10,74,7,1,0,0,0,0,3,1,9,1,,,,1.0,,257212,2021-03-03 19:00:00.000 -0500,15.37,-9.23,227.0,FORA,206.0,,,,,,,,,,,,,,,,,,,
103,113,18,2,113,124,425,86,264,8,0,3,0,0,14,112,13,0,15,3,2,2,0,0,3,0,0,0,0,1,0,5,1,0,1,,,8.0,1.0,,6443021,2021-09-16 20:00:00.000 -0400,45.35,7.82,275000000.0,FORG,25.0,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,,
74,19,0,4,10,6,4,29,65,2,0,3,0,2,4,4,2,2,9,0,3,3,0,0,0,0,0,0,0,0,0,4,0,2,0,,,,1.0,,110822,2021-12-06 19:00:00.000 -0500,9.865,-0.135,275000000.0,FOUN,10.0,,,,,,,,,,,1.0,,,,,,,,
74,19,0,4,10,6,4,29,65,2,0,3,0,2,4,4,2,2,9,0,3,3,0,0,0,0,0,0,0,0,0,4,0,2,0,,,,1.0,,1113919,2021-12-06 19:00:00.000 -0500,0.6,0.08,275000000.0,FOUNW,10.0,,,,,,,,,,,1.0,,,,,,,,
25,5,0,0,0,0,5,0,35,0,0,0,0,0,0,2,4,0,1,0,0,1,0,0,1,0,1,0,0,2,0,2,0,1,0,,,,1.0,,303300,2013-08-08 20:00:00.000 -0400,18.5,-0.2,73354000.0,FOXF,15.0,,,,9.0,,,1.0,,,,,,1.0,,,,,,
6,1,3,3,0,0,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,4,1,0,0,0,0,0,0,0,0,0,,,,1.0,,531563,2022-09-15 20:00:00.000 -0400,5.8,-3.5,280873.0,FOXO,280873.0,,,,,,,,,,,,,,,,,,,
35,0,0,2,5,0,5,0,14,2,0,0,0,0,2,1,0,0,4,0,0,99,3,9,30,21,0,0,0,0,0,0,0,0,0,,,,1.0,,539287,2021-02-25 19:00:00.000 -0500,10.0,0.0,50000000.0,FOXW,10.0,,,,,,,,,,,,,,,,,,,
9,0,0,0,0,0,10,1,10,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,2,0,0,1,0,1,3,0,0,,,,1.0,,446849,2020-06-25 20:00:00.000 -0400,1.5,-0.2,261000000.0,FREEW,10.0,,,,,,,,,,,,,,,,,,,
88,0,0,0,0,0,72,0,144,0,0,0,0,0,1,3,8,0,0,0,1,56,2,58,39,413,0,0,0,1,1,5,0,0,0,,1.0,,1.0,,429805,2019-10-03 20:00:00.000 -0400,13.49,-0.11,84000000.0,FREQ,14.0,,,,,,,,,,,,,,,1.0,,,,
67,20,0,0,4,8,18,16,68,11,0,0,3,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,0,,,,1.0,,3580879,2022-03-21 20:00:00.000 -0400,16.32,5.5001,360000000.0,FRGE,10.0,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,0,4,3,10,12,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,1,0,3,4,,1.0,,1.0,,327437,2021-11-03 20:00:00.000 -0400,10.04,0.02,85000000.0,FRLAU,10.0,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,0,4,3,10,12,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,1,0,3,4,,1.0,,1.0,,249161,2021-12-27 19:00:00.000 -0500,0.4,-0.025,85000000.0,FRLAW,10.0,,,,,,,,,,,,,,,,,,,
116,467,0,0,76,95,121,29,135,1,0,13,0,0,2,128,10,0,2,1,2,3,0,0,0,0,0,0,0,0,1,2,0,0,0,,,12.0,1.0,,3032439,2020-09-16 20:00:00.000 -0400,64.5,-0.51,509001600.0,FROG,44.0,,,,,,1.0,,,,,,,,1.0,,,,,
46,0,0,2,2,0,2,1,55,0,0,0,0,8,0,4,0,0,0,3,0,45,0,3,14,0,10,0,0,0,0,3,0,0,0,,,,1.0,,2130,2021-05-03 20:00:00.000 -0400,10.0,0.14,200000000.0,FRON,10.0,,,,,,,,,1.0,,,,,,,,1.0,,
102,231,10,3,56,48,30,36,172,10,0,23,0,0,4,72,15,9,30,5,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,,1.0,9.0,1.0,,4212135,2021-09-22 20:00:00.000 -0400,47.8,-2.18,1026000000.0,FRSH,36.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,
11,0,0,0,0,0,4,3,2,0,0,3,0,0,0,2,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,1,0,0,0,1.0,1.0,9.0,1.0,,615639,2021-03-10 19:00:00.000 -0500,9.98,-0.02,200000000.0,FRWAU,10.0,,,,,,,,,,,,,,,,,1.0,,
50,49,0,0,1,0,46,11,32,0,0,3,0,0,1,3,2,0,15,48,1,0,0,0,2,0,27,0,0,316,85,3,0,2,10,,,,1.0,,19215286,2022-08-11 20:00:00.000 -0400,7.35,-6.61,15000000.0,FRZA,5.0,,,,,,,,,,,,,,,,,,,
