additional_paid_in_capital_trend,additional_paid_in_capital_recent,total_assets_trend,total_assets_recent,total_current_liabilities_trend,total_current_liabilities_recent,total_liabilities_trend,total_liabilities_recent,symbol,cash_trend,cash_recent,total_capitalization_trend,total_capitalization_recent,total_current_assets_trend,total_current_assets_recent,technology,software,ai,machine learning,cloud,saas,platform,digital,data,analytics,algorithm,automation,blockchain,cryptocurrency,cybersecurity,subscription,recurring,e-commerce,mobile,app,virtual,healthcare,biotech,pharmaceutical,medical,clinical,energy,renewable,solar,electric,battery,real estate,logistics,transportation,automotive,citigroup,citi,morgan stanley,ubs,barclays,volume,day,close,diff,price_public_total,public_price_per_share_x,raymond james,piper jaffray,wells fargo,merrill lynch,rbc capital,morgan stanley.1,merrill lynch.1,eli lilly,credit suisse,stifel,jefferies,hill road,robert w. baird,william blair,goldman sachs,deutsche bank,davis polk,william blair.1,goldman sachs.1,public_price_per_share_y,url,ipo_date,document_length
0.0,126652.0,126005.0,129283.0,-6660.0,1744.0,-450.0,2799.0,PRTA,0.0,124860.0,,,125717.0,125841.0,19,2,8,0,0,0,7,1,66,0,0,0,0,0,0,22,3,0,0,0,0,49,0,42,14,232,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,63336,2012-12-20 19:00:00.000 -0500,7.25,-0.85,130020000.0,22.0,,,,8.0,1.0,,1.0,,1.0,,,,,,,,,,,22.0,https://www.sec.gov/Archives/edgar/data/1559053/000119312513390293/d591137d424b4.htm,2012-12-20,1684412
0.0,469117.0,1744086.0,3397237.0,13007.0,383624.0,11353.0,2858575.0,PRTY,26760.0,47214.0,0.0,2720431.0,80695.0,847339.0,10,5,0,0,0,0,38,1,59,0,0,0,0,0,0,3,11,88,8,0,0,2,0,0,2,0,2,0,0,0,0,2,3,9,0,,,4.0,1.0,1.0,2620224,2015-04-16 20:00:00.000 -0400,21.61,0.92,371875008.0,12.9,,,,11.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,,1.0,,17.0,https://www.sec.gov/Archives/edgar/data/1592058/000119312515133611/d839584d424b4.htm,2015-04-16,2196738
440001.0,605667.0,303092.0,632061.0,40304.0,187242.0,41749.0,227066.0,PRVA,277479.0,362112.0,,,279340.0,469424.0,232,38,0,3,17,0,281,3,158,14,0,1,0,0,5,8,14,0,8,9,69,259,0,0,632,83,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,2182810,2021-04-29 20:00:00.000 -0400,36.8,2.8,166170000.0,23.0,,,,,,,,,1.0,,,,,1.0,20.0,,1.0,1.0,1.0,29.0,https://www.sec.gov/Archives/edgar/data/1759655/000162828021023918/privia-424b4.htm,2021-04-29,3061273
0.0,5000542.0,0.0,358118.0,,,0.0,334658.0,PSAGU,,,0.0,300773460.0,,,11,2,0,0,0,0,2,2,6,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,,,,1.0,,1569260,2021-03-04 19:00:00.000 -0500,10.01,0.08,300000000.0,10.0,,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1833235/000110465921032838/tm2036348-12_s1.htm,2021-03-04,1694947
444457.0,475445.0,327235.0,2683626.0,-1557.0,1006161.0,190401.0,1657730.0,PSN,-7553.0,361.0,0.0,1715526.0,-125277.0,1436687.0,95,62,0,7,18,0,16,8,115,28,0,3,0,0,48,4,20,0,3,0,4,4,0,0,15,0,27,1,0,8,0,2,5,34,0,,,2.0,1.0,,1705301,2019-05-08 20:00:00.000 -0400,30.01,-0.06,499999488.0,27.0,,,9.0,12.0,,1.0,1.0,,,,1.0,,,,11.0,,,,1.0,27.0,https://www.sec.gov/Archives/edgar/data/275880/000119312519142103/d625480d424b4.htm,2019-05-08,2310514
220797.0,223822.0,146131.0,179694.0,9283.0,58271.0,28595.0,78766.0,PSNL,132667.0,155284.0,0.0,120686.0,2833.0,29559.0,103,48,0,11,1,0,189,0,264,42,2,16,0,0,1,5,5,0,0,0,0,35,0,15,52,183,0,0,0,0,0,2,3,0,0,,1.0,5.0,1.0,,965182,2019-06-20 20:00:00.000 -0400,30.66,2.16,134665504.0,17.0,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,17.0,https://www.sec.gov/Archives/edgar/data/1527753/000119312519177650/d677649d424b4.htm,2019-06-20,2260797
0.0,24137.0,302440705.0,302480705.0,527831.0,547831.0,,,PSPC,,,0.0,302480705.0,,,8,0,0,0,5,0,2,1,14,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,1.0,1.0,600,2021-07-15 20:00:00.000 -0400,9.85,-0.15,300000000.0,10.0,,,,,,,,,,,,,,,,,1.0,,,10.0,https://www.sec.gov/Archives/edgar/data/1843716/000119312521175259/d150437d424b4.htm,2021-07-15,1539874
993490.0,1005633.0,670163.0,731763.0,46280.0,75437.0,79588.0,117709.0,PSTG,473362.0,523482.0,0.0,551112.0,130034.0,293970.0,96,113,0,0,47,2,72,2,134,4,0,5,0,0,0,2,4,0,2,0,11,6,0,0,2,0,5,0,0,1,0,1,1,0,0,,,5.0,1.0,,4136141,2015-10-07 20:00:00.000 -0400,15.66,-0.37,425000000.0,17.0,,,,,,1.0,,,,,,2.0,,,,,1.0,,,17.0,https://www.sec.gov/Archives/edgar/data/1474432/000119312515338931/d895532d424b4.htm,2015-10-07,1704723
0.0,47167416.0,36182862.0,69848017.0,,,0.0,43675794.0,PSTL,0.0,262926.0,0.0,62962595.0,,,4,1,0,0,0,0,9,5,35,0,0,0,0,0,0,2,6,26,1,0,0,2,0,0,0,0,2,0,0,0,0,144,9,0,0,,1.0,,1.0,,74526,2019-05-15 20:00:00.000 -0400,16.9,-0.15,76500000.0,13.0,,,,,,,,,,1.0,,,,,,,,,,17.0,https://www.sec.gov/Archives/edgar/data/1759774/000161577419008054/s118352_424b4.htm,2019-05-15,2212250
0.0,177583672.0,154171763.0,167244115.0,0.0,28158889.0,0.0,31889085.0,PTCT,0.0,2725702.0,,,155542545.0,160137810.0,51,4,0,0,0,0,2,1,159,0,0,0,0,0,0,1,7,0,0,0,0,69,0,47,45,540,0,0,0,0,0,0,0,0,0,,1.0,3.0,1.0,,181646,2013-06-20 20:00:00.000 -0400,17.5,0.93,110000000.0,15.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,24.5,https://www.sec.gov/Archives/edgar/data/1070081/000104746914000884/a2218309z424b4.htm,2013-06-20,1960522
147206.0,147243.0,102128.0,112456.0,3120.0,4470.0,3102.0,5475.0,PTGX,19305.0,28629.0,0.0,107986.0,21024.0,30937.0,86,2,0,0,0,0,70,0,120,0,1,0,0,0,0,3,6,0,1,0,2,49,2,42,43,550,0,0,0,0,0,0,0,0,0,,1.0,,1.0,1.0,117001,2016-08-11 20:00:00.000 -0400,11.67,-0.03,90000000.0,12.0,,,,,,,,4.0,,,,,,,,,,,,12.0,https://www.sec.gov/Archives/edgar/data/1377121/000119312516679590/d144462d424b4.htm,2016-08-11,1976992
6830903.0,6950489.0,214902.0,1616636.0,524970.0,1205371.0,464952.0,1310364.0,PTHL,145597.0,217885.0,0.0,7136272.0,-186337.0,532468.0,66,59,8,0,2,0,8,0,134,0,3,0,0,0,82,3,0,0,0,0,2,17,0,3,250,17,4,0,0,0,0,5,0,3,0,,1.0,,1.0,,2233104,2024-09-04 20:00:00.000 -0400,3.97,0.21,9000000.0,4.0,,,,,,,,,,,,,,,,,,,,4.0,https://www.sec.gov/Archives/edgar/data/1970544/000121390024076269/ea0202636-06.htm,2024-09-04,4705576
0.0,24712.0,73994.0,414247.0,,,76070.0,392094.0,PTHR,-47561.0,206920.0,,,-49427.0,209802.0,74,8,7,0,11,0,4,10,69,4,0,0,0,0,0,5,1,0,6,0,0,12,0,0,8,4,7,3,1,0,0,3,0,0,0,,,,1.0,,53051,2023-04-03 20:00:00.000 -0400,10.205,-0.005,100000000.0,0.5,,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1930021/000149315223004291/form424b4.htm,2023-04-03,2175347
4976693.0,5001118.0,177570.0,240070.0,178404.0,216782.0,0.0,216782.0,PTICU,140000.0,165000.0,0.0,201823288.0,140000.0,165000.0,40,13,0,0,5,0,7,7,19,0,0,1,0,0,0,5,1,1,1,0,2,1,0,0,2,0,1,0,0,0,0,113,0,0,0,,,,1.0,,206,2020-12-04 19:00:00.000 -0500,10.3,0.0,200000000.0,10.0,,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1821075/000121390020041192/f424b41220_proptechinvest2.htm,2020-12-04,2775613
-6902.0,141581.0,-883096.0,3544.0,-3583.0,66352.0,10083.0,568942.0,PTLO,31920.0,54344.0,,,33646.0,66333.0,23,6,0,0,7,0,5,23,95,7,0,0,0,0,0,24,4,1,11,17,0,3,0,0,4,0,29,0,0,0,0,24,1,2,0,,1.0,8.0,1.0,,9970348,2021-10-21 20:00:00.000 -0400,39.35,9.29,405405408.0,23.75,,,,,,1.0,,,,1.0,1.0,,1.0,3.0,,,,1.0,,20.0,https://www.sec.gov/Archives/edgar/data/1871509/000119312521305586/d184092d424b4.htm,2021-10-21,2406662
0.0,24137.0,0.0,53860.0,0.0,30800.0,,,PTOCU,,,0.0,301023060.0,0.0,25000.0,60,6,0,0,2,0,3,4,9,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,1.0,,325768,2021-03-11 19:00:00.000 -0500,9.97,-0.0399,300000000.0,10.0,,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1838238/000121390021014815/f424b40321_pinetechacq.htm,2021-03-11,2500992
2207.3,2227.8,1789.3,2060.5,120.60000000000002,290.8,281.5,462.0,PTON,1207.5,1358.1,0.0,1598.5,377.9,581.7,64,73,0,1,7,0,88,61,95,0,0,0,0,0,3,242,17,8,21,4,0,3,0,0,0,0,3,1,0,0,0,1,28,0,0,,,,1.0,1.0,15846404,2019-09-26 20:00:00.000 -0400,25.23,-0.52,973.2,4.12,1.0,,,1.0,,,,,,1.0,,,,1.0,11.0,,,1.0,1.0,4.12,https://www.sec.gov/Archives/edgar/data/1639825/000119312519255124/d738839d424b4.htm,2019-09-26,2424290
0.0,110960324.0,0.0,33795795.0,1791353.0,12562104.0,0.0,21315772.0,PTPI,0.0,13336975.0,0.0,20693630.0,0.0,20390396.0,79,13,30,0,3,11,79,2,49,0,0,0,0,0,6,2,12,2,0,1,3,48,2,43,151,17,0,0,0,1,0,1,1,0,0,,1.0,,1.0,,69404,2020-12-01 19:00:00.000 -0500,3.99,2.19,9597395.0,0.24,,,,,,,,,,,,,,,,,,,,0.24,https://www.sec.gov/Archives/edgar/data/1815903/000141057825000164/tmb-20240930x424b4.htm,2020-12-01,3998310
0.0,103.0,12253.0,16175.0,0.0,4897.0,0.0,14093.0,PTVE,-1158.0,31.0,,,0.0,3704.0,46,9,0,0,2,0,0,16,153,8,0,40,0,0,3,2,9,0,0,0,3,2,0,0,2,0,32,30,2,1,0,3,31,8,4,1.0,1.0,,1.0,,2944639,2020-09-17 20:00:00.000 -0400,11.68,0.63,0.0,2020.0,,,,,1.0,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,2020.0,https://www.sec.gov/Archives/edgar/data/1527508/000119312520248979/d920461d424b4.htm,2020-09-17,4014060
0.0,24712.0,0.0,340717.0,,,0.0,316436.0,PTWO,0.0,254945.0,0.0,103474281.0,0.0,259693.0,71,8,7,0,11,0,4,10,25,4,0,0,0,0,0,5,0,0,6,0,0,12,0,0,2,4,7,3,0,0,0,2,0,0,0,,,1.0,1.0,,400792,2022-09-26 20:00:00.000 -0400,10.0,0.04,100000000.0,10.0,,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1930313/000149315222021662/form424b4.htm,2022-09-26,2087240
0.0,140680.0,106882.0,285105.0,19046.0,129550.0,38231.0,131984.0,PUBM,66292.0,87507.0,0.0,153121.0,53330.0,203236.0,195,142,0,31,44,0,309,160,385,3,0,2,0,0,1,6,7,0,76,51,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,,,,1.0,,1165171,2020-12-09 19:00:00.000 -0500,27.2,-2.6,60357000.0,20.0,1.0,,,1.0,1.0,,,,,,1.0,2.0,,,,,,,,20.0,https://www.sec.gov/Archives/edgar/data/1422930/000162828020017283/pubmatic424b42020.htm,2020-12-09,2797670
0.0,24353.0,0.0,54410.0,0.0,30461.0,0.0,30461.0,PUCKU,0.0,25000.0,,,0.0,25000.0,43,0,6,0,3,0,0,21,6,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,9,3,0,0,0,10,3,0,0,,,,1.0,,388885,2021-02-11 19:00:00.000 -0500,10.65,0.03,225000000.0,10.0,,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1836100/000149315221003316/form424b4.htm,2021-02-11,1523193
0.0,23765.0,0.0,482229.0,0.0,462229.0,0.0,462229.0,PV,,,,,,,9,0,0,0,2,0,2,4,43,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,3,0,0,0,0,0,0,1,3,0,0,1.0,1.0,,1.0,,500,2021-03-15 20:00:00.000 -0400,9.9,0.0,360000000.0,10.0,,,,,,,,,1.0,,,,,,,,1.0,,,10.0,https://www.sec.gov/Archives/edgar/data/1818787/000095010321000914/dp144708_424b4.htm,2021-03-15,1390256
635491.0,1297687.0,367589.0,3537292.0,0.0,350709.0,-335040.0,1522827.0,PWSC,25910.0,31137.0,0.0,3162932.0,10859.0,123510.0,137,164,8,12,90,21,129,22,293,43,0,7,0,0,3,38,27,1,6,2,6,0,0,0,3,2,4,1,0,0,0,2,0,2,0,,1.0,,1.0,1.0,1093341,2021-07-28 20:00:00.000 -0400,18.24,0.38,710526336.0,21.0,1.0,,,,1.0,,,,1.0,,1.0,,1.0,2.0,8.0,,,1.0,1.0,18.0,https://www.sec.gov/Archives/edgar/data/1835681/000119312521229346/d24413d424b4.htm,2021-07-28,2691608
0.0,24282.0,0.0,293221.0,0.0,293696.0,0.0,293696.0,PWUP,,,,,,,25,7,0,0,6,0,11,24,83,0,0,0,6,0,0,5,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1.0,,1.0,,1000,2022-04-11 20:00:00.000 -0400,9.99,0.0,250000000.0,10.0,,3.0,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1847345/000110465922025737/tm227321d1_424b4.htm,2022-04-11,1828243
0.0,24282.0,0.0,293221.0,0.0,293696.0,0.0,293696.0,PWUPU,,,,,,,25,7,0,0,6,0,11,24,83,0,0,0,6,0,0,5,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1.0,,1.0,,609,2022-02-18 19:00:00.000 -0500,10.0,0.0,250000000.0,10.0,,3.0,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1847345/000110465922025737/tm227321d1_424b4.htm,2022-02-18,1828243
646495.0,647958.0,-136780936.0,582426.0,,,-155177380.0,324146.0,PX,-9320831.0,94216.0,0.0,568881.0,,,54,16,0,0,1,0,19,5,147,11,0,0,0,0,2,16,29,0,0,0,0,8,0,0,2,0,22,23,3,0,0,6,0,2,0,,,11.0,1.0,1.0,842547,2021-10-21 20:00:00.000 -0400,12.0,0.0,95625000.0,12.0,,,,,,1.0,,,,,,,,,,,1.0,,,12.0,https://www.sec.gov/Archives/edgar/data/1841968/000119312521305414/d118332d424b4.htm,2021-10-21,7517080
26082088.0,30161979.0,-474759.0,648866.0,5005565.0,10757729.0,5005565.0,10757729.0,PXMD,-679538.0,444087.0,,,-679538.0,444087.0,21,0,0,0,0,0,1,0,108,0,0,0,0,0,1,1,7,0,0,0,0,21,1,103,40,336,8,1,0,0,0,1,1,0,0,,1.0,,1.0,,8414310,2022-08-25 20:00:00.000 -0400,4.52,-1.98,8113633.5,5.25,,,,,,,,,,,,,,,,,,,,5.25,https://www.sec.gov/Archives/edgar/data/1811623/000110465922095618/tm2135343-15_s1a.htm,2022-08-25,2413189
671721.0,1796183.0,208576.0,2348564.0,172608.0,899780.0,166661.0,1057634.0,PYCR,149681.0,159670.0,0.0,1340030.0,178226.0,894346.0,59,145,4,0,57,25,72,8,187,38,0,1,0,0,0,7,80,0,6,4,5,4,0,1,2,1,0,0,0,1,0,2,0,0,0,,,,1.0,,1378468,2021-07-21 20:00:00.000 -0400,26.98,0.8562,425500000.0,32.0,,,5.0,,,,,,,,,,1.0,,11.0,,,,1.0,23.0,https://www.sec.gov/Archives/edgar/data/1839439/000119312521221948/d68712d424b4.htm,2021-07-21,2700451
,,52768.0,142514.0,,,0.0,806313.0,PZN,71194.0,102114.0,0.0,53880.0,,,3,2,0,0,0,0,0,0,39,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,2,0,1,4,0,0,0,0,0,0,0,,,12.0,1.0,,588900,2007-10-25 20:00:00.000 -0400,19.65,-0.6,109800000.0,18.0,,,,,,,,,,,,,,,,,,,,18.0,https://www.sec.gov/Archives/edgar/data/1399249/000095012307014340/y35056b4e424b4.htm,2007-10-25,2112568
2184195104.0,2242519693.0,4294301076.0,11406561210.0,3370199524.0,7840388594.0,3305969990.0,7852211184.0,QD,434920.0,645034.0,,,4360011028.0,11283615414.0,113,22,0,20,11,0,38,8,307,28,6,0,0,0,0,11,17,5,79,11,11,0,0,0,8,0,1,0,0,0,0,5,0,0,1,1.0,1.0,5.0,1.0,,15570011,2017-10-18 20:00:00.000 -0400,35.3,5.52,900000000.0,24.0,,,,,,1.0,,,1.0,,,,,,,,,,,24.0,https://www.sec.gov/Archives/edgar/data/1692705/000119312517312658/d282719d424b4.htm,2017-10-18,4304741
0.0,4999991.0,0.0,80100.0,0.0,55488.0,0.0,55488.0,QFTA,,,0.0,175774612.0,,,32,0,0,0,3,0,12,9,21,4,0,0,0,0,0,1,0,2,2,0,0,6,0,0,5,0,0,3,0,0,0,7,4,0,0,,,,1.0,,83646,2021-03-09 19:00:00.000 -0500,9.74,-0.16,175000000.0,10.0,,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1830795/000121390021007474/f424b40221_quantumfintech.htm,2021-03-09,2143099
22210126.0,34462203.0,-6278773.0,35268244.0,520673.0,14287754.0,1002560.0,15618205.0,QLI,0.0,5260788.0,0.0,49149831.0,-6511238.0,24969728.0,69,6,0,0,0,0,3,0,25,0,0,0,0,0,0,0,3,0,0,0,0,14,2,256,59,5,2,1,0,4,0,5,3,4,0,,1.0,,1.0,,10647425,2021-01-12 19:00:00.000 -0500,11.93,2.45,25000000.0,5.0,,,,,,,,,,,,,,,,,,,,5.0,https://www.sec.gov/Archives/edgar/data/1779578/000110465921003514/tm212933d1_424b4.htm,2021-01-12,2219129
7791368.0,7804868.0,4787556.0,5974092.0,-1260945.0,688134.0,-1413988.0,688134.0,QMMM,367792.0,497993.0,,,3900338.0,4603462.0,120,13,14,1,6,0,15,141,97,0,0,0,0,0,16,1,1,4,8,0,92,1,0,0,2,0,2,1,0,0,0,8,0,0,0,,,,1.0,,3007954,2024-07-18 20:00:00.000 -0400,4.0311,1.0311,8000000.0,0.2,,,,,,,,,,,,,,,,,,,,0.2,https://www.sec.gov/Archives/edgar/data/1971542/000164117225015771/form424b4.htm,2024-07-18,1839670
237380.0,479685.0,14380.0,51028.0,0.0,42358.0,0.0,102001.0,QNGY,9458.0,35564.0,0.0,41653.0,6844.0,38045.0,108,86,2,1,11,0,25,7,60,7,0,33,1,0,7,19,8,0,3,0,0,1,0,0,0,0,5,0,3,1,0,2,5,20,57,,,,1.0,,482177,2022-02-09 19:00:00.000 -0500,5.69,-1.47,16660000.0,10.0,,,,,,,,,,,,,,,,,,,,1.7,https://www.sec.gov/Archives/edgar/data/1794621/000119312522274265/d411214d424b4.htm,2022-02-09,2196099
0.0,200048.0,80063.0,87414.0,8591.0,16379.0,2126.0,24672.0,QTRX,16698.0,18690.0,0.0,72851.0,20223.0,25943.0,238,51,0,0,0,0,60,27,79,1,0,10,0,0,0,4,7,0,1,0,0,32,2,27,33,77,2,0,0,2,0,2,0,5,0,,1.0,,1.0,,264466,2017-12-07 19:00:00.000 -0500,18.01,0.41,64128000.0,15.0,,,,,,,,,,,,,,,,,,,,15.0,https://www.sec.gov/Archives/edgar/data/1503274/000104746917007530/a2234011z424b4.htm,2017-12-07,2442912
0.0,201347.0,,,13452.0,32534.0,,,QTWO,81253.0,90364.0,0.0,127281.0,116542.0,135676.0,5,4,0,0,10,7,7,15,25,2,0,0,0,0,0,5,1,0,9,0,34,0,0,0,0,0,0,0,0,0,21,0,0,0,0,,,,1.0,,1201231,2014-03-20 20:00:00.000 -0400,15.95,0.47,71732408.0,12.09,,,,,,,,,,1.0,,,,,,,,,,24.35,https://www.sec.gov/Archives/edgar/data/1410384/000104746915007530/a2226098z424b4.htm,2014-03-20,414141
,,82208.0,104911.0,3253.0,8818.0,26335.0,32350.0,QURE,74808.0,92667.0,0.0,81018.0,33527.0,34631.0,104,4,0,0,0,0,24,0,153,0,0,0,0,0,0,12,4,0,0,0,0,51,33,43,64,465,0,0,0,0,0,0,0,0,0,,1.0,,1.0,,513749,2014-02-05 19:00:00.000 -0500,14.0,-1.0,91800000.0,17.0,,3.0,,,,,,,,,1.0,,,,,,,,,17.0,https://www.sec.gov/Archives/edgar/data/1590560/000104746914000652/a2218180z424b4.htm,2014-02-05,2859166
,,-444725574.0,82997586.0,-903654248.0,15666310.0,-993456737.0,22054184.0,RAAS,6943005.0,6943008.0,,,-463794265.0,6960417.0,141,78,44,0,423,2,30,7,123,0,1,5,0,0,5,59,63,8,68,0,13,1,0,0,8,0,13,6,0,0,0,4,0,0,0,1.0,1.0,,1.0,,25197561,2021-02-08 19:00:00.000 -0500,51.83,24.83,320000000.0,16.0,,,,,,,,,,,,,,,6.0,,,,1.0,16.0,https://www.sec.gov/Archives/edgar/data/1804583/000104746921000322/a2242886z424b4.htm,2021-02-08,5901845
0.0,5007409.0,0.0,347580.0,0.0,330444.0,0.0,330444.0,RACB,0.0,224455.0,0.0,131017136.0,0.0,224455.0,5,0,0,0,0,0,4,0,13,0,0,0,0,0,0,4,0,0,0,0,0,68,6,2,12,7,0,0,0,0,0,1,0,0,0,,,,1.0,,145778,2021-03-18 20:00:00.000 -0400,10.3,0.09,130000000.0,10.0,,,,,,,,,,,1.0,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1819724/000110465921039212/tm2026203-10_424b4.htm,2021-03-18,1501323
0.0,24641.0,0.0,148496.0,0.0,129043.0,,,RACY,0.0,71587.0,0.0,129084453.0,,,23,0,0,0,0,0,5,0,12,3,0,0,0,0,0,4,0,0,0,0,0,3,3,10,36,3,7,0,0,0,0,6,4,10,0,,,,1.0,,685700,2022-04-04 20:00:00.000 -0400,9.96,0.01,125000000.0,10.0,,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1860484/000121390022007557/f424b40222_relativityacq.htm,2022-04-04,2820192
205562.0,228003.0,27729.0,97339.0,0.0,4643.0,,,RAPT,25294.0,89092.0,0.0,89236.0,0.0,65062.0,44,1,0,0,0,0,0,0,171,0,0,0,0,0,0,4,12,0,0,0,0,53,8,38,45,477,1,0,0,0,0,1,0,0,0,,1.0,,1.0,,28426,2019-10-31 20:00:00.000 -0400,12.8,-0.1,36000000.0,30.0,,,4.0,,,,,,,,,1.0,,,,,1.0,,,12.0,https://www.sec.gov/Archives/edgar/data/1673772/000119312519280872/d723949d424b4.htm,2019-10-31,1964827
0.0,307442.0,0.0,221551.0,,,,,RARE,,,0.0,214558.0,,,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,3,1,0,0,0,0,0,0,7,11,28,6,0,0,0,0,1,0,0,0,,,7.0,1.0,,200,2014-01-31 19:00:00.000 -0500,42.0,0.0,26548308.0,21.0,,,,,,1.0,,,,,,,1.0,,,,,,,40.0,https://www.sec.gov/Archives/edgar/data/1515673/000119312514263576/d744552d424b4.htm,2014-01-31,452606
37618270.0,37717487.0,37670682.0,95783696.0,0.0,27037713.0,0.0,27037713.0,RAY,45161436.0,81047102.0,,,42923450.0,95767496.0,13,0,0,0,0,0,0,0,116,0,0,0,0,0,32,0,0,3,0,0,0,0,0,1,1,0,3,2,0,9,2,2,1,2,0,,1.0,,1.0,,2325090,2024-05-14 20:00:00.000 -0400,4.12,-0.93,5197000.0,0.2,,,,,,,,,,,,,,,,,,,,0.2,https://www.sec.gov/Archives/edgar/data/1948443/000121390025060056/ea0247481-424b4_raytech.htm,2024-05-14,1658696
9824700.0,10885210.0,3418057.0,26605864.0,-564127.0,16654225.0,-2174788.0,16576131.0,RAYA,2464196.0,6526251.0,0.0,18715230.0,4236834.0,16185697.0,56,11,1,0,1,0,7,2,54,1,0,6,0,0,24,5,0,9,26,2,1,1,0,0,8,0,17,3,14,6,25,6,6,13,0,,,,1.0,,529944,2022-12-14 19:00:00.000 -0500,2.52,-0.85,12000000.0,4.0,,,,,,,,,,,,,,,,,,,,4.0,https://www.sec.gov/Archives/edgar/data/1825875/000121390022080188/ea170180-424b4_erayakpower.htm,2022-12-14,2597716
4798.0,8615.0,695964.0,1505748.0,,,853881.0,1322252.0,RBB,0.0,51613.0,0.0,296744.0,,,24,1,0,0,1,0,7,0,91,0,0,0,0,0,3,0,14,0,3,0,0,1,0,0,9,0,0,0,0,0,0,238,0,0,0,,1.0,,1.0,,498421,2017-07-26 20:00:00.000 -0400,23.0,-0.48,86250000.0,23.0,,,,,,,,,,,,,,,,,,,,23.0,https://www.sec.gov/Archives/edgar/data/1499422/000119312517236512/d375346d424b4.htm,2017-07-26,3705796
0.0,259243.0,,,0.0,5729.0,,,RBCN,0.0,4380.0,0.0,105682.0,,,133,0,0,0,0,0,0,2,35,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,3,0,0,2,2,1,0,1,3,,,,1.0,,4297500,2007-11-15 19:00:00.000 -0500,17.3,3.3,15624000.0,24.0,,,,,,,,,,,,,,1.0,,,,1.0,,13.02,https://www.sec.gov/Archives/edgar/data/1410172/000119312507249176/d424b4.htm,2007-11-15,1606592
0.0,1119584.0,0.0,2382800.0,0.0,496141.0,0.0,685966.0,RBLX,1423863.0,1428943.0,0.0,647446.0,0.0,572263.0,72,37,9,3,59,0,546,41,205,3,0,1,0,0,2,14,5,3,34,17,136,0,0,0,0,0,0,0,0,0,0,3,0,0,2,,,10.0,1.0,,59812549,2021-03-10 19:00:00.000 -0500,74.05,5.36,647446.0,0.6,,,,,,1.0,,,,,,1.0,,,7.0,,,,1.0,0.6,https://www.sec.gov/Archives/edgar/data/1315098/000119312521075435/d87104d424b4.htm,2021-03-10,2233579
0.0,5000273.0,,,,,,,RCHGU,,,0.0,203024122.0,,,0,0,0,0,2,0,2,1,10,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,4,,,,1.0,,281088,2020-10-01 20:00:00.000 -0400,9.9,0.05,200000000.0,10.0,8.0,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1817786/000110465920111544/tm2026346-7_424b4.htm,2020-10-01,1573480
0.0,5000273.0,,,,,,,RCHGW,,,0.0,203024122.0,,,0,0,0,0,2,0,2,1,10,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,4,,,,1.0,,128580,2020-11-23 19:00:00.000 -0500,0.8995,-0.2005,200000000.0,10.0,8.0,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1817786/000110465920111544/tm2026346-7_424b4.htm,2020-11-23,1573480
