additional_paid_in_capital_trend,additional_paid_in_capital_recent,total_assets_trend,total_assets_recent,total_current_liabilities_trend,total_current_liabilities_recent,total_liabilities_trend,total_liabilities_recent,symbol,cash_trend,cash_recent,total_capitalization_trend,total_capitalization_recent,total_current_assets_trend,total_current_assets_recent,technology,software,ai,machine learning,cloud,saas,platform,digital,data,analytics,algorithm,automation,blockchain,cryptocurrency,cybersecurity,subscription,recurring,e-commerce,mobile,app,virtual,healthcare,biotech,pharmaceutical,medical,clinical,energy,renewable,solar,electric,battery,real estate,logistics,transportation,automotive,citigroup,citi,morgan stanley,ubs,barclays,volume,day,close,diff,price_public_total,public_price_per_share_x,raymond james,piper jaffray,wells fargo,merrill lynch,rbc capital,morgan stanley.1,merrill lynch.1,eli lilly,credit suisse,stifel,jefferies,hill road,robert w. baird,william blair,goldman sachs,deutsche bank,davis polk,william blair.1,goldman sachs.1,public_price_per_share_y,url,ipo_date,document_length
,,20419.0,43028.0,-192102.0,1045631.0,-192102.0,1045631.0,VRAX,-10933.0,11676.0,,,20419.0,43028.0,133,16,6,2,2,1,55,8,176,5,0,2,1,2,25,10,3,6,27,17,0,60,7,25,136,87,4,1,0,1,1,2,0,2,0,,1.0,,1.0,,360438,2022-07-21 20:00:00.000 -0400,10.59,-7.4,6750000.0,5.0,,,,1.0,,,,,,,,,,,,,,,,5.0,https://www.sec.gov/Archives/edgar/data/1885827/000121390022040585/f424b40722_viraxbiolabs.htm,2022-07-21,6603273
0.0,46983423.0,0.0,17529764.0,-21607105.0,1995078.0,0.0,1995078.0,VRDN,6275824.0,6388358.0,0.0,15545283.0,6992050.0,8655558.0,58,9,0,0,1,0,6,0,65,0,8,0,0,0,0,2,7,0,0,0,10,2,7,36,59,215,1,0,0,2,0,1,1,1,0,,1.0,,1.0,,12687,2021-01-19 19:00:00.000 -0500,22.281,0.891,8999998.0,10.0,,,,,,,,,,,,,,,,,,,,2.8,https://www.sec.gov/Archives/edgar/data/1590750/000114420415010793/v402077_424b4.htm,2021-01-19,1993381
568001.0,1992676.0,568012.0,1531219.0,0.0,259834.0,0.0,262907.0,VRM,568012.0,1219047.0,0.0,1423479.0,-381716.0,465330.0,83,36,0,8,7,0,175,18,196,26,1,1,0,0,2,3,12,2,33,0,0,0,0,0,3,0,1,0,0,0,0,8,91,39,74,,,,1.0,,13372196,2020-06-09 20:00:00.000 -0400,47.5,-2.5,588600000.0,22.0,,,2.0,,,,,,,1.0,,,1.0,1.0,11.0,,,1.0,1.0,54.5,https://www.sec.gov/Archives/edgar/data/1580864/000119312520244144/d94166d424b4.htm,2020-06-09,2488405
15515753.0,76360549.0,-457476.0,1593141.0,79083.0,559335.0,-327682.0,683152.0,VRMEW,7956373.0,9629574.0,,,-731548.0,1039789.0,96,51,0,0,11,0,2,31,22,1,0,0,0,0,4,2,8,0,5,0,0,0,0,4,5,0,1,1,0,0,0,5,0,5,0,,,,1.0,,47275,2020-06-18 20:00:00.000 -0400,1.1499,-0.4501,10000000.0,4.6,,,,1.0,,,,,,,,,,,,,,,,4.6,https://www.sec.gov/Archives/edgar/data/1104038/000121465920005806/p618200424b4.htm,2020-06-18,1366546
144743.0,147569.0,105009.0,142703.0,0.0,28347.0,,,VRNS,0.0,14470.0,0.0,99840.0,0.0,36278.0,93,171,0,3,15,0,58,17,471,6,0,1,0,0,0,4,13,0,13,0,2,4,0,1,1,0,5,0,0,0,0,0,0,0,0,,,9.0,1.0,1.0,600,2014-02-28 19:00:00.000 -0500,44.98,0.38,105600000.0,22.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,22.0,https://www.sec.gov/Archives/edgar/data/1361113/000119312514078788/d587800d424b4.htm,2014-02-28,1912339
19330328.0,22906214.0,48283077.0,48329796.0,51382.0,2830376.0,1072972.0,3851966.0,VRPX,47367338.0,47408874.0,0.0,48330.0,11340977.0,11387696.0,91,0,0,0,0,0,2,0,120,0,0,0,0,0,1,10,1,0,1,0,0,77,0,121,54,299,1,0,0,0,0,1,0,1,0,,1.0,,1.0,,635530,2021-02-17 19:00:00.000 -0500,6.24,-0.35,40020000.0,10.0,,,,,,,,,,,,,,,,,,,,6.0,https://www.sec.gov/Archives/edgar/data/1708331/000121390021048233/ea147429-424b4_virpaxpharma.htm,2021-02-17,1812020
0.0,999.0,80458.0,1009335.0,0.0,504899.0,0.0,1189161.0,VRSK,0.0,1000.0,0.0,502694.0,13656.0,182583.0,53,81,0,0,0,0,1,0,299,143,0,0,0,0,0,12,25,0,0,0,0,72,0,1,18,8,0,0,0,1,0,1,0,1,0,,1.0,13.0,1.0,,6899256,2009-10-07 20:00:00.000 -0400,26.7,-1.5,1800480000.0,21.12,,,6.0,6.0,,1.0,1.0,,,,,,,2.0,,,,1.0,,21.12,https://www.sec.gov/Archives/edgar/data/1442145/000095012309049069/y78574b4e424b4.htm,2009-10-07,3144199
-21556764.0,35654.0,0.0,10082747.0,0.0,5697790.0,0.0,5902740.0,VSME,-18624.0,14837.0,0.0,15342.0,0.0,9991662.0,13,7,1,0,0,0,27,57,240,9,0,0,1,0,64,8,3,10,6,1,1,1,0,5,13,0,2,0,0,0,0,4,7,3,0,,,,1.0,,6257083,2023-09-27 20:00:00.000 -0400,3.53,-2.47,0.23,0.23,,,,,,,,,,,,,,,,,,,,0.23,https://www.sec.gov/Archives/edgar/data/1951294/000164117225012175/form424b4.htm,2023-09-27,3045458
-21556764.0,35654.0,0.0,10082747.0,0.0,5697790.0,0.0,5902740.0,VSME,-18624.0,14837.0,0.0,15342.0,0.0,9991662.0,13,7,1,0,0,0,27,57,240,9,0,0,1,0,64,8,3,10,6,1,1,1,0,5,13,0,2,0,0,0,0,4,7,3,0,,,,1.0,,6257083,2023-09-27 20:00:00.000 -0400,3.53,-2.47,0.23,0.23,,,,,,,,,,,,,,,,,,,,0.23,https://www.sec.gov/Archives/edgar/data/1951294/000164117225012982/form424b4.htm,2023-09-27,3045458
-21556764.0,35654.0,0.0,10082747.0,0.0,5697790.0,0.0,5902740.0,VSME,-18624.0,14837.0,0.0,15342.0,0.0,9991662.0,13,7,1,0,0,0,27,57,240,9,0,0,1,0,64,8,3,10,6,1,1,1,0,5,13,0,2,0,0,0,0,4,7,3,0,,,,1.0,,6257083,2023-09-27 20:00:00.000 -0400,3.53,-2.47,0.23,0.23,,,,,,,,,,,,,,,,,,,,0.23,https://www.sec.gov/Archives/edgar/data/1951294/000164117225010151/form424b4.htm,2023-09-27,3045458
-21556764.0,35654.0,0.0,10082747.0,0.0,5697790.0,0.0,5902740.0,VSME,-18624.0,14837.0,0.0,15342.0,0.0,9991662.0,13,7,1,0,0,0,27,57,240,9,0,0,1,0,64,8,3,10,6,1,1,1,0,5,13,0,2,0,0,0,0,4,7,3,0,,,,1.0,,6257083,2023-09-27 20:00:00.000 -0400,3.53,-2.47,0.23,0.23,,,,,,,,,,,,,,,,,,,,0.23,https://www.sec.gov/Archives/edgar/data/1951294/000164117225012175/form424b4.htm,2023-09-27,3045458
-21556764.0,35654.0,0.0,10082747.0,0.0,5697790.0,0.0,5902740.0,VSME,-18624.0,14837.0,0.0,15342.0,0.0,9991662.0,13,7,1,0,0,0,27,57,240,9,0,0,1,0,64,8,3,10,6,1,1,1,0,5,13,0,2,0,0,0,0,4,7,3,0,,,,1.0,,6257083,2023-09-27 20:00:00.000 -0400,3.53,-2.47,0.23,0.23,,,,,,,,,,,,,,,,,,,,0.23,https://www.sec.gov/Archives/edgar/data/1951294/000164117225012982/form424b4.htm,2023-09-27,3045458
-21556764.0,35654.0,0.0,10082747.0,0.0,5697790.0,0.0,5902740.0,VSME,-18624.0,14837.0,0.0,15342.0,0.0,9991662.0,13,7,1,0,0,0,27,57,240,9,0,0,1,0,64,8,3,10,6,1,1,1,0,5,13,0,2,0,0,0,0,4,7,3,0,,,,1.0,,6257083,2023-09-27 20:00:00.000 -0400,3.53,-2.47,0.23,0.23,,,,,,,,,,,,,,,,,,,,0.23,https://www.sec.gov/Archives/edgar/data/1951294/000164117225010151/form424b4.htm,2023-09-27,3045458
-21556764.0,35654.0,0.0,10082747.0,0.0,5697790.0,0.0,5902740.0,VSME,-18624.0,14837.0,0.0,15342.0,0.0,9991662.0,13,7,1,0,0,0,27,57,240,9,0,0,1,0,64,8,3,10,6,1,1,1,0,5,13,0,2,0,0,0,0,4,7,3,0,,,,1.0,,6257083,2023-09-27 20:00:00.000 -0400,3.53,-2.47,0.23,0.23,,,,,,,,,,,,,,,,,,,,0.23,https://www.sec.gov/Archives/edgar/data/1951294/000164117225012175/form424b4.htm,2023-09-27,3045458
-21556764.0,35654.0,0.0,10082747.0,0.0,5697790.0,0.0,5902740.0,VSME,-18624.0,14837.0,0.0,15342.0,0.0,9991662.0,13,7,1,0,0,0,27,57,240,9,0,0,1,0,64,8,3,10,6,1,1,1,0,5,13,0,2,0,0,0,0,4,7,3,0,,,,1.0,,6257083,2023-09-27 20:00:00.000 -0400,3.53,-2.47,0.23,0.23,,,,,,,,,,,,,,,,,,,,0.23,https://www.sec.gov/Archives/edgar/data/1951294/000164117225012982/form424b4.htm,2023-09-27,3045458
-21556764.0,35654.0,0.0,10082747.0,0.0,5697790.0,0.0,5902740.0,VSME,-18624.0,14837.0,0.0,15342.0,0.0,9991662.0,13,7,1,0,0,0,27,57,240,9,0,0,1,0,64,8,3,10,6,1,1,1,0,5,13,0,2,0,0,0,0,4,7,3,0,,,,1.0,,6257083,2023-09-27 20:00:00.000 -0400,3.53,-2.47,0.23,0.23,,,,,,,,,,,,,,,,,,,,0.23,https://www.sec.gov/Archives/edgar/data/1951294/000164117225010151/form424b4.htm,2023-09-27,3045458
1797379.0,3144608.0,15532375.0,21023532.0,-2042444.0,1917198.0,-1181918.0,5447589.0,VSSYW,4385124.0,4410046.0,,,-2956561.0,208075.0,71,114,0,0,2,4,116,13,31,6,0,0,1,0,3,4,4,2,18,14,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,,1.0,,1.0,,44732,2021-01-19 19:00:00.000 -0500,3.39,-0.61,7000000.0,0.23,,,,,,,,,,,,,,,,,,,,1.6,https://www.sec.gov/Archives/edgar/data/1701963/000121390022009201/f424b40222_versussys.htm,2021-01-19,11752692
,,102523.0,138817.0,25241.0,54484.0,,,VTEX,32772.0,40307.0,,,-17678.0,91053.0,135,123,0,0,32,25,401,108,253,2,0,6,0,0,7,119,6,3,12,9,1,1,0,0,0,0,2,0,0,1,0,2,13,2,0,,,1.0,1.0,,513485,2021-07-22 20:00:00.000 -0400,25.1,-1.14,361000000.0,19.0,,,,,,,,,,,,,,,1.0,,1.0,,,19.0,https://www.sec.gov/Archives/edgar/data/1793663/000119312521221626/d155132d424b4.htm,2021-07-22,4022728
,,0.0,102250.0,,,0.0,77796.0,VTIQ,,,,,,,33,2,0,0,0,0,0,0,8,1,0,0,0,0,0,12,0,0,4,0,0,1,0,0,0,0,2,0,0,10,3,1,0,12,18,,,13.0,1.0,,143553,2021-03-03 19:00:00.000 -0500,9.95,-0.3,300000000.0,10.0,,,,,,1.0,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1823884/000110465921002565/tm2030869-14_424b4.htm,2021-03-03,1691681
0.0,24025.0,92954.0,108458.0,-40180.0,47404.0,-4370.0,85497.0,VTVT,103576.0,104960.0,0.0,102282.0,-658.0,1766.0,48,6,0,0,0,0,11,0,150,0,0,3,0,0,0,1,11,1,1,0,1,54,1,33,24,379,4,0,0,0,0,1,0,0,0,,1.0,,1.0,,868435,2015-07-30 20:00:00.000 -0400,10.03,-0.95,117187504.0,15.0,,4.0,,,,,,4.0,,1.0,,,,,,,,,,15.0,https://www.sec.gov/Archives/edgar/data/1641489/000156761915001033/s000971x12_424b4.htm,2015-07-30,4392588
373147.0,373770.0,292983.0,294569.0,5111.0,8064.0,27946.0,30899.0,VTYX,290835.0,292194.0,0.0,286505.0,103455.0,105028.0,46,8,0,0,0,0,1,0,212,0,0,0,0,0,1,5,22,0,0,0,0,82,4,51,62,772,0,0,0,0,0,1,1,0,0,,1.0,,1.0,,892404,2021-10-21 20:00:00.000 -0400,19.0,-1.99,151562496.0,16.0,,,,,,,,3.0,,,1.0,,,,,,,,,16.0,https://www.sec.gov/Archives/edgar/data/1851194/000119312521304165/d160345d424b4.htm,2021-10-21,2933965
28488075.0,45837193.0,280154.0,8484121.0,4838938.0,6996095.0,5783289.0,8493796.0,VVOS,15345810.0,16600533.0,,,1373441.0,3385037.0,64,9,0,0,2,0,3,3,98,0,0,0,0,0,0,26,27,0,2,0,0,125,0,11,271,195,1,0,0,0,0,5,1,1,0,,1.0,,1.0,,3783,2020-12-11 19:00:00.000 -0500,8.51,-0.03,24000000.0,6.0,,,,,,,,,,,,,,,,,,,,6.0,https://www.sec.gov/Archives/edgar/data/1716166/000149315221010895/form424b4.htm,2020-12-11,3070927
,,,,,,,,VVPR,,,,,,,17,9,0,0,2,1,2,2,63,4,0,0,0,0,1,2,23,0,0,0,0,0,0,0,0,0,113,32,361,44,26,2,0,1,1,,,,1.0,,900,2016-12-28 19:00:00.000 -0500,7.3392,0.8392,24999996.0,8.5,,,,,,,,,,,,,,,,,,,,8.5,https://www.sec.gov/Archives/edgar/data/1681348/000143774920021239/vpip20201015_424b4.htm,2016-12-28,4475501
,,0.0,45039.0,,,0.0,25000.0,VYGG,,,,,,,107,3,0,0,7,0,10,4,68,2,0,2,0,0,25,4,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,,,12.0,1.0,,40286,2020-12-15 19:00:00.000 -0500,10.66,0.24,500000000.0,10.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,10.0,https://www.sec.gov/Archives/edgar/data/1822877/000110465920111326/tm2029689-13_424b4.htm,2020-12-15,1970698
0.0,206233.0,236515.0,236664.0,0.0,2474.0,0.0,10348.0,VYGR,0.0,7035.0,0.0,167615.0,0.0,8358.0,66,0,0,0,0,0,4,0,122,0,0,0,0,0,0,7,5,0,0,0,0,31,0,29,39,375,1,0,0,0,0,0,0,1,0,,1.0,,1.0,,88003,2015-11-11 19:00:00.000 -0500,17.99,0.24,70000000.0,14.0,,9.0,,,,,,4.0,,,,,,,,,,,,14.0,https://www.sec.gov/Archives/edgar/data/1640266/000104746915008542/a2226551z424b4.htm,2015-11-11,2060304
0.0,247800.0,220093.0,904433.0,-20359.0,617541.0,-17506.0,625751.0,VZIO,31149.0,207728.0,0.0,292680.0,88635.0,681635.0,159,68,2,0,6,0,252,40,306,9,0,1,0,0,8,29,8,1,13,17,9,0,0,0,1,0,2,0,0,0,0,1,31,3,0,,,,1.0,,3725882,2021-03-25 20:00:00.000 -0400,21.2,1.2,91841928.0,21.0,,,,,,,,,,,,,,,,,1.0,,,21.0,https://www.sec.gov/Archives/edgar/data/1835591/000119312521094488/d87723d424b4.htm,2021-03-25,2569660
388592.0,389292.0,404936.0,523802.0,50776.0,148869.0,63494.0,162064.0,W,-12572.0,65289.0,0.0,361738.0,23003.0,163127.0,102,54,0,0,1,0,45,0,111,24,0,3,0,0,0,4,3,45,81,0,0,1,0,0,0,0,1,2,0,0,37,1,25,13,0,1.0,1.0,,1.0,,4056132,2014-10-02 20:00:00.000 -0400,32.1,-5.99,13630000.0,29.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,29.0,https://www.sec.gov/Archives/edgar/data/1616707/000104746914008030/a2221633z424b4.htm,2014-10-02,2396683
0.0,24137.0,33939.0,200731.0,8939.0,186682.0,,,WALDW,,,,,,,19,1,0,2,0,0,15,34,53,6,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,,,,1.0,,9200,2021-05-10 20:00:00.000 -0400,0.75,0.0,300000000.0,10.0,,,,,,,,,1.0,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1840199/000121390021016132/f424b40321_waldencastacq.htm,2021-05-10,2978368
,,0.0,13576.0,0.0,585.0,0.0,1904.0,WAVE,0.0,17467.0,0.0,17528.0,0.0,11019.0,276,21,0,0,1,0,3,2,46,0,0,4,1,0,1,3,1,0,0,0,2,0,0,0,1,0,426,134,52,24,0,2,0,3,0,,,,1.0,,16039138,2021-07-01 20:00:00.000 -0400,17.7,5.85,8000000.0,8.0,,,,,,,,,,,,,,,,,,,,8.0,https://www.sec.gov/Archives/edgar/data/1846715/000121390021035546/f424b40721_ecowavepower.htm,2021-07-01,4244137
0.0,24713.0,0.0,147596.0,0.0,124680.0,161920.0,286600.0,WAVS,0.0,25000.0,,,0.0,25000.0,9,5,0,0,0,4,2,1,9,2,0,0,0,0,0,5,7,0,0,0,0,4,0,0,13,0,1,1,0,0,5,2,0,0,0,,,,1.0,,6496,2022-04-11 20:00:00.000 -0400,9.89,-0.02,100000000.0,10.0,,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1868419/000110465922003563/tm2121798d5_424b4.htm,2022-04-11,1353192
0.0,24713.0,0.0,147596.0,0.0,124680.0,161920.0,286600.0,WAVSU,0.0,25000.0,,,0.0,25000.0,9,5,0,0,0,4,2,1,9,2,0,0,0,0,0,5,7,0,0,0,0,4,0,0,13,0,1,1,0,0,5,2,0,0,0,,,,1.0,,283936,2022-01-12 19:00:00.000 -0500,10.03,-0.02,100000000.0,10.0,,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1868419/000110465922003563/tm2121798d5_424b4.htm,2022-01-12,1353192
0.0,24713.0,0.0,147596.0,0.0,124680.0,161920.0,286600.0,WAVSW,0.0,25000.0,,,0.0,25000.0,9,5,0,0,0,4,2,1,9,2,0,0,0,0,0,5,7,0,0,0,0,4,0,0,13,0,1,1,0,0,5,2,0,0,0,,,,1.0,,1108300,2022-04-11 20:00:00.000 -0400,0.16,0.02,100000000.0,10.0,,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1868419/000110465922003563/tm2121798d5_424b4.htm,2022-04-11,1353192
0.0,244463.0,832033.0,4129528.0,194265.0,1415745.0,247523.0,1749233.0,WCT,-248594.0,12783.0,,,385257.0,1173209.0,76,612,0,1,122,87,143,42,204,0,0,17,0,0,40,118,0,17,24,8,1,0,0,0,0,0,0,0,0,0,0,2,5,1,0,,,,1.0,,2320361,2024-10-01 20:00:00.000 -0400,4.18,0.28,10000000.0,0.4,,,,,,,,,,,,,,,,,,,,0.4,https://www.sec.gov/Archives/edgar/data/1990251/000121390025004093/ea0225030-04.htm,2024-10-01,6908257
0.0,97137.0,0.0,284093.0,,,0.0,191370.0,WD,0.0,20058.0,0.0,145791.0,,,5,2,0,0,0,0,2,0,46,0,0,0,0,0,0,1,10,0,1,0,0,27,0,0,1,0,0,0,0,3,0,223,3,0,0,,,11.0,1.0,,435049,2010-12-15 19:00:00.000 -0500,9.85,-0.05,30999996.0,10.0,,,,,,1.0,,,1.0,1.0,,,,3.0,,,,1.0,,10.0,https://www.sec.gov/Archives/edgar/data/1497770/000104746910010439/a2201424z424b4.htm,2010-12-15,2011179
281220.0,285017.0,85247.0,195635.0,16856.0,50347.0,19794.0,64234.0,WEAV,69871.0,150096.0,0.0,143318.0,-31325.0,57863.0,73,115,1,0,52,1,355,25,133,19,0,5,0,0,4,81,34,3,16,4,4,7,0,0,14,0,0,1,0,0,0,2,0,0,0,1.0,1.0,,1.0,,981930,2021-11-11 19:00:00.000 -0500,18.5,-0.33,120000000.0,24.0,1.0,,,,,,,,,1.0,,1.0,,1.0,8.0,,,1.0,1.0,24.0,https://www.sec.gov/Archives/edgar/data/1609151/000162828021023138/weave424b4.htm,2021-11-11,2830467
0.0,349246.0,0.0,2026197.0,168668.0,747399.0,0.0,1999483.0,WEBR,0.0,108285.0,-228880.0,1020894.0,0.0,1239596.0,73,45,0,0,13,0,27,13,111,2,0,0,0,0,6,5,17,37,6,5,3,0,0,0,0,0,0,0,0,25,0,9,4,12,2,1.0,1.0,,1.0,,5108931,2021-08-05 20:00:00.000 -0400,18.38,1.58,250000000.0,14.0,,,1.0,,,,,,,,,,,,4.0,,1.0,,1.0,14.0,https://www.sec.gov/Archives/edgar/data/1857951/000119312521239333/d39834d424b4.htm,2021-08-05,3188021
0.0,24712.0,103601777.0,103672232.0,,,3559731.0,3609867.0,WEL,,,,,-12500.0,25000.0,14,6,0,0,2,3,2,3,48,0,0,0,0,0,0,7,1,2,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,,,,1.0,,448174,2022-01-17 19:00:00.000 -0500,9.87,0.07,100000000.0,10.0,,,,,,,,,,,,,,,,,,,,10.0,https://www.sec.gov/Archives/edgar/data/1877557/000119312521352825/d208572d424b4.htm,2022-01-17,1485626
40140000.0,46197520.0,43090903.0,56633610.0,821736.0,2998960.0,290021.0,4938843.0,WETG,-4024010.0,616593.0,,,6020811.0,16436393.0,184,39,17,9,34,12,56,19,154,12,0,0,0,0,48,1,3,24,9,9,0,1,0,0,12,0,4,0,0,0,0,1,1,2,0,,,,1.0,,136696,2022-07-19 20:00:00.000 -0400,20.03,-2.96,46000000.0,4.0,,,,,,,,,,,,,,,,,,,,4.0,https://www.sec.gov/Archives/edgar/data/1784970/000147793222005228/wtg_424b4.htm,2022-07-19,1778842
0.0,3402178.0,-46329681.0,73105752.0,-3320333.0,4014608.0,-3345872.0,4370310.0,WETH,-42686274.0,51250505.0,,,-46933611.0,62182142.0,124,0,0,0,0,0,4,0,31,0,0,4,0,0,19,8,1,0,3,0,0,0,0,0,31,0,0,1,0,2,0,7,5,5,21,,,,1.0,,565831,2024-02-20 19:00:00.000 -0500,3.25,-0.75,10800000.0,5.0,,,,,,,,,,,,,,,,,,,,5.0,https://www.sec.gov/Archives/edgar/data/1826660/000149315224007567/form424b4.htm,2024-02-20,2379354
0.0,54133756.0,19734409.0,20306280.0,9727911.0,9912503.0,12882747.0,13067339.0,WGRX,4731226.0,4794945.0,,,13121776.0,13460474.0,49,22,1,1,0,1,23,64,61,3,3,1,16,3,3,1,4,0,13,11,1,71,0,78,10,45,7,1,1,1,0,0,5,2,0,,1.0,,1.0,,392654,2025-02-20 19:00:00.000 -0500,3.93,-0.42,5000003.0,0.7,,,,,,,,,,,,,,,,,,,,0.7,https://www.sec.gov/Archives/edgar/data/2030763/000149315225015899/form424b4.htm,2025-02-20,1943654
-349153.0,56627.0,-126792.0,50767.0,0.0,24134.0,0.0,270726.0,WHD,-3838.0,8688.0,0.0,193733.0,0.0,93402.0,26,5,0,0,0,0,0,0,92,0,0,0,0,0,0,7,11,0,1,0,0,0,0,0,0,0,49,2,2,2,0,1,0,8,0,1.0,1.0,,1.0,1.0,1347146,2018-02-08 19:00:00.000 -0500,20.435,0.085,437000000.0,33.25,1.0,3.0,,1.0,1.0,,,,1.0,,,,,,,,,,,19.0,https://www.sec.gov/Archives/edgar/data/1699136/000104746918000703/a2234486z424b4.htm,2018-02-08,2624844
0.0,168166990.0,95250994.0,702734420.0,39302209.0,161430340.0,2419278.0,288561957.0,WIMI,-123953.0,21000.0,,,35783990.0,213295430.0,329,199,16,1,123,0,56,9,106,7,6,0,0,0,1,7,1,4,96,31,57,0,0,0,7,0,2,0,0,0,0,1,0,1,0,,,,1.0,,135953,2020-04-01 20:00:00.000 -0400,5.39,-0.1,83800016.0,8.18,,,,,,,,,,,,,,,,,,,,7.5,https://www.sec.gov/Archives/edgar/data/1770088/000121390021017435/ea138329-424b4_wimihologram.htm,2020-04-01,2737593
0.0,241016.0,,,,,,,WISA,0.0,6600.0,0.0,10454.0,,,44,16,2,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,,,,1.0,,122876,2018-07-26 20:00:00.000 -0400,4.6997,-0.3003,4785000.0,0.07,,,,,,,,,,,,,,,,,,,,55.0,https://www.sec.gov/Archives/edgar/data/1682149/000110465923109475/tm2327138d7_424b4.htm,2018-07-26,566619
0.0,3127.0,1193.0,2386.0,221.0,1191.0,307.0,1411.0,WISH,17.0,844.0,0.0,1157.0,142.0,1246.0,69,38,0,0,9,0,392,27,318,6,5,0,0,0,1,7,11,1,92,49,0,2,0,0,1,0,0,0,0,1,0,8,158,5,0,1.0,1.0,,1.0,,28950523,2020-12-16 19:00:00.000 -0500,22.5,1.79,1104000000.0,24.0,,,,,1.0,,,,1.0,1.0,,2.0,,1.0,7.0,1.0,,1.0,1.0,24.0,https://www.sec.gov/Archives/edgar/data/1822250/000119312520319302/d82777d424b4.htm,2020-12-16,3149492
90697.0,138565.0,93053.0,111681.0,29271.0,44542.0,35243.0,50785.0,WIX,87698.0,98072.0,0.0,65896.0,4128.0,20255.0,63,46,0,0,27,2,107,62,186,7,0,0,0,0,0,48,5,0,30,52,2,0,0,0,0,0,1,1,0,1,0,4,0,0,0,,,,1.0,,583780,2013-11-06 19:00:00.000 -0500,16.41,0.08,127050000.0,16.5,,,,6.0,1.0,,1.0,,,,,1.0,,,,,,,,16.5,https://www.sec.gov/Archives/edgar/data/1576789/000119312513431328/d541565d424b4.htm,2013-11-06,2369604
0.0,187530.0,98108.0,172052.0,14624.0,57949.0,30881.0,108219.0,WK,95561.0,111076.0,0.0,77921.0,1463.0,37347.0,70,112,0,0,55,4,111,4,275,2,0,1,0,0,0,121,9,0,21,0,0,1,0,0,3,0,6,0,0,1,0,3,0,1,1,,,14.0,1.0,,590,2014-12-12 19:00:00.000 -0500,13.75,0.0,100800000.0,14.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,,14.0,https://www.sec.gov/Archives/edgar/data/1445305/000144530514005499/workivafinalprospectus.htm,2014-12-12,3842191
581563.0,589199.0,327015.0,476755.0,49204.0,120781.0,52094.0,127767.0,WKME,257907.0,332091.0,0.0,348988.0,54890.0,175518.0,190,208,6,4,38,14,216,234,263,26,0,15,0,0,1,100,14,0,23,5,5,4,0,0,0,0,5,0,0,1,0,3,0,2,0,1.0,1.0,7.0,1.0,,917756,2021-06-16 20:00:00.000 -0400,29.13,0.7799,286750016.0,31.0,,,,,,1.0,,,,,,,,,1.0,,,,,31.0,https://www.sec.gov/Archives/edgar/data/1847584/000119312521192269/d143770d424b4.htm,2021-06-16,2520563
0.0,20894.0,0.0,13712.0,0.0,3469.0,,,WLDS,0.0,13541.0,0.0,13074.0,0.0,1402.0,150,84,2,6,6,4,45,94,125,9,5,4,0,0,7,6,6,2,28,3,2,1,0,0,3,0,5,1,0,0,1,3,17,1,1,,,,1.0,,2606233,2022-09-13 20:00:00.000 -0400,2.9,0.05,15937500.0,4.25,,,,,,,,,,,,,,,,,,,,4.25,https://www.sec.gov/Archives/edgar/data/1887673/000121390022056095/ea165825-424b4_wearabledev.htm,2022-09-13,1615492
0.0,35100.0,,,,,,,WLDSW,0.0,11133.0,0.0,9869.0,,,8,2,1,1,0,0,2,9,4,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,1235,2025-01-28 19:00:00.000 -0500,0.2275,0.0265,2499785.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,https://www.sec.gov/Archives/edgar/data/1887673/000121390025008102/ea0229198-424b4_wearable.htm,2025-01-28,341560
0.0,503225.0,0.0,2419592.0,-103843.0,2783167.0,0.0,3536026.0,WLGS,0.0,537738.0,,,0.0,2264578.0,10,1,0,0,1,0,3,2,140,0,0,0,0,2,76,2,0,0,0,0,0,0,0,1,2,0,20,1,5,1,0,8,0,0,0,,,,1.0,,11645025,2023-04-20 20:00:00.000 -0400,3.0999,-2.0901,8000000.0,5.0,,,,,,,,,,,,,,,,,,,,5.0,https://www.sec.gov/Archives/edgar/data/1899658/000149315223013091/form424b4.htm,2023-04-20,3060606
