technology,software,ai,machine learning,cloud,saas,platform,digital,data,analytics,algorithm,automation,blockchain,cryptocurrency,cybersecurity,subscription,recurring,e-commerce,mobile,app,virtual,healthcare,biotech,pharmaceutical,medical,clinical,energy,renewable,solar,electric,battery,real estate,logistics,transportation,automotive,citigroup,citi,morgan stanley,ubs,barclays,volume,day,close,diff,price_public_total,symbol,public_price_per_share,raymond james,piper jaffray,wells fargo,merrill lynch,rbc capital,morgan stanley.1,merrill lynch.1,eli lilly,credit suisse,stifel,jefferies,hill road,robert w. baird,william blair,goldman sachs,deutsche bank,davis polk,william blair.1,goldman sachs.1,url,ipo_date
14,2,0,0,0,0,31,1,44,0,0,0,0,0,0,4,53,0,0,0,0,0,0,0,0,0,82,5,1,13,0,4,0,5,0,,,8.0,1.0,,352672,2021-08-31 20:00:00.000 -0400,25.21,0.06,22976476.0,CHRB,11.16,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1730346/000119312518194397/d496329d424b4.htm,2021-08-31
35,3,0,0,0,0,16,0,100,4,0,0,0,0,0,3,8,0,0,0,0,54,3,48,63,436,0,0,0,0,1,0,0,0,0,,1.0,,1.0,,546234,2014-11-06 19:00:00.000 -0500,15.1,2.59,85000048.0,CHRS,29.0,,,1.0,,,,,1.0,1.0,,,2.0,,,,,1.0,,,,
24,16,0,0,0,0,4,13,99,0,0,0,0,0,28,3,2,5,2,0,0,1,0,0,17,0,7,1,0,1,0,3,7,23,0,,,,1.0,,2618212,2023-03-30 20:00:00.000 -0400,2.01,-0.37,15594000.0,CHSN,0.81,,,,,,,,,,,,,,,,,,,,,
7,8,0,0,0,0,1,0,58,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,8,0,0,3,0,25,0,2,0,,1.0,,1.0,,483304,2012-07-24 20:00:00.000 -0400,15.61,0.15,124200000.0,CHUY,3.11,1.0,,15.0,,,,,,,,1.0,,4.0,,,,,,,,
10,3,0,0,2,0,6,30,82,5,0,0,0,0,0,4,0,20,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,,,3.0,1.0,,528062,2021-08-30 20:00:00.000 -0400,10.01,0.1,110000000.0,CHWAU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1842356/000110465921112152/tm2126674d1_424b4.htm,2021-08-30
19,73,1,0,0,0,2,4,73,2,0,0,0,0,19,9,1,5,0,0,0,0,0,0,1,0,3,0,0,0,1,3,174,70,0,,,,1.0,,309961,2025-04-09 20:00:00.000 -0400,2.53,-0.77,110320.0,CIIT,4.0,,,,,,,,,,,,,,,,,,,,,
50,1,0,0,0,0,35,0,90,1,1,0,0,0,1,3,6,0,0,0,0,79,1,97,46,406,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,961261,2021-12-08 19:00:00.000 -0500,3.9,-0.33,24999996.0,CING,0.58,,,,,,,,,,,,,,,,,,,,,
50,1,0,0,0,0,35,0,90,1,1,0,0,0,1,3,6,0,0,0,0,79,1,97,46,406,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,118624,2021-12-08 19:00:00.000 -0500,0.9801,-0.0199,24999996.0,CINGW,0.58,,,,,,,,,,,,,,,,,,,,,
18,2,0,0,1,0,1,1,34,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,1,0,9,0,0,0,0,237,0,7,0,,1.0,,1.0,,71095,2014-04-15 20:00:00.000 -0400,12.32,-0.08,46875000.0,CIO,12.5,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1593222/000119312514436351/d800778d424b4.htm,2014-04-15
65,9,0,0,11,3,1,78,21,2,0,0,0,0,156,5,4,0,0,0,3,8,0,0,1,1,0,0,0,0,0,1,0,2,0,,,,1.0,,2439,2022-01-14 19:00:00.000 -0500,5.55,0.17,10000000.0,CISO,5.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1777319/000149315222001422/form424b4.htm,2022-01-14
42,2,1,0,2,0,1,15,45,0,0,0,0,0,0,4,0,1,1,0,0,4,0,0,0,0,1,0,0,0,0,1,3,0,0,,,,1.0,,893674,2022-01-05 19:00:00.000 -0500,10.095,0.005,200000000.0,CITEU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1848437/000110465922001850/tm217622-18_424b4.htm,2022-01-05
11,0,0,0,0,0,0,0,91,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,188,3,1,3,0,1,1,35,0,,,5.0,1.0,,570698,2014-09-17 20:00:00.000 -0400,16.3,-0.31,170000000.0,CIVI,17.0,,,,,,1.0,,,1.0,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1509589/000104746911010132/a2206676z424b4.htm,2014-09-17
22,0,0,0,0,0,0,0,11,2,2,0,0,0,0,3,1,0,0,0,0,17,0,0,2,3,108,17,8,26,6,3,0,8,0,,,1.0,1.0,,734080,2021-08-04 20:00:00.000 -0400,0.2011,-0.0489,150000000.0,CLAQR,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1849820/000121390021037207/f424b40721_cleantech.htm,2021-08-04
40,1,2,0,2,0,6,31,13,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,1.0,,57747,2021-03-08 19:00:00.000 -0500,9.8,0.0475,225000000.0,CLAS,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1826855/000121390021003042/f424b40121_classaccel.htm,2021-03-08
9,0,0,0,0,0,5,5,6,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,,,,1.0,,1100000,2021-07-06 20:00:00.000 -0400,9.65,0.0,150000000.0,CLBR,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1847064/000110465921078772/tm2110158d9_424b4.htm,2021-07-06
11,2,2,0,2,0,6,2,78,0,0,0,0,0,17,3,1,7,1,0,0,33,0,0,3,0,0,2,0,0,0,1,56,3,0,,1.0,,1.0,,2615070,2024-10-08 20:00:00.000 -0400,2.54,-1.46,8280000.0,CLIK,0.6,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/2020027/000121390025027705/ea0233706-05.htm,2024-10-08
21,3,1,0,0,0,3,1,21,0,0,0,0,0,1,13,10,0,1,0,0,0,1,0,0,0,519,168,388,14,1,4,0,0,0,,,,1.0,,160,2022-04-19 20:00:00.000 -0400,9.84,0.0,0.0,CLIN,57500000.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1883984/000121390024064629/ea0210512-424b4_alternus.htm,2022-04-19
21,3,1,0,0,0,3,1,21,0,0,0,0,0,1,13,10,0,1,0,0,0,1,0,0,0,519,168,388,14,1,4,0,0,0,,,,1.0,,1651599,2022-04-17 20:00:00.000 -0400,0.16,0.02,0.0,CLINR,57500000.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1883984/000121390024064629/ea0210512-424b4_alternus.htm,2022-04-17
87,3,0,0,2,2,22,9,19,0,0,0,2,0,0,6,0,3,0,0,3,9,0,0,2,0,150,24,16,10,0,34,4,12,2,1.0,1.0,6.0,1.0,,282739,2022-02-24 19:00:00.000 -0500,10.0,0.01,200000000.0,CLINU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1883984/000110465922027374/tm2130743-19_424b4.htm,2022-02-24
21,3,1,0,0,0,3,1,21,0,0,0,0,0,1,13,10,0,1,0,0,0,1,0,0,0,512,168,388,14,1,4,0,0,0,,,,1.0,,881498,2022-04-17 20:00:00.000 -0400,0.15,0.01,0.0,CLINW,57500000.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1883984/000121390024064627/ea0210512-424b4_alternus.htm,2022-04-17
114,166,0,0,16,0,53,2,67,0,0,1,16,0,0,3,0,2,9,1,6,2,0,0,2,0,0,3,0,0,0,1,1,5,0,,,,1.0,,93671,2018-05-24 20:00:00.000 -0400,5.35,-0.33,10500000.0,CLPS,5.25,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1724542/000121390018006862/f424b4052318_clpsincorp.htm,2018-05-24
9,0,0,0,2,0,12,4,52,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,96,44,15,3,3,2,2,15,0,,,4.0,1.0,,889078,2022-06-02 20:00:00.000 -0400,0.11,0.001,75000000.0,CLRCR,10.0,,,,2.0,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1903392/000121390022022722/f424b40422_climaterock.htm,2022-06-02
9,0,0,0,2,0,12,4,52,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,96,44,15,3,3,2,2,15,0,,,4.0,1.0,,504339,2022-06-02 20:00:00.000 -0400,0.1,-0.0038,75000000.0,CLRCW,10.0,,,,2.0,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1903392/000121390022022722/f424b40422_climaterock.htm,2022-06-02
50,0,0,0,1,0,3,0,88,0,0,0,0,0,0,10,3,0,0,0,0,74,0,50,41,441,1,1,0,0,0,0,0,0,0,,1.0,,1.0,,569369,2016-06-02 20:00:00.000 -0400,7.06,-0.44,36000000.0,CLSD,7.0,,,,,,,,,,1.0,,,,,,,,,,,
113,4,0,0,0,0,20,0,43,0,0,9,0,0,0,2,4,0,0,0,0,1,4,0,3,0,3,0,0,0,0,2,2,6,0,1.0,1.0,,1.0,,201564,2017-07-20 20:00:00.000 -0400,10.8,-0.45,56000000.0,CLXT,8.0,,,1.0,,,,,,,,1.0,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1705843/000119312517232854/d370817d424b4.htm,2017-07-20
31,0,0,0,4,0,9,3,44,0,0,0,2,0,0,4,0,2,7,0,0,8,0,4,2,0,2,2,0,2,0,2,1,0,0,,,6.0,1.0,1.0,677744,2021-12-01 19:00:00.000 -0500,10.06,0.01,200000000.0,CMCAU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1865248/000110465921145920/tm2119884-11_424b4.htm,2021-12-01
162,226,0,0,46,0,93,22,158,44,0,0,0,0,0,11,5,19,400,47,19,0,0,0,7,1,0,0,0,0,42,1,2,2,0,,1.0,4.0,1.0,,1116362,2014-05-08 20:00:00.000 -0400,14.21,0.15,168000000.0,CMCM,14.0,,,,,,1.0,,,,,,,,,,,2.0,,,https://www.sec.gov/Archives/edgar/data/1597835/000119312514189820/d655537d424b4.htm,2014-05-08
0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,1,0,0,0,0,3,0,2,1,23,0,0,0,0,0,0,0,0,0,,,,1.0,,103156,2022-11-15 19:00:00.000 -0500,5.9,0.0,3514460.0,CMND,0.3,,,,,,,,,,,,,,,,,,,,,
45,0,0,0,0,0,0,0,124,0,1,0,0,0,0,1,10,0,0,0,0,40,0,47,84,362,0,0,0,1,0,1,0,0,0,,1.0,2.0,1.0,,174669,2013-04-11 20:00:00.000 -0400,18.15,-0.2,38418192.0,CMRX,14.0,,,,,,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,
6,1,0,0,0,0,20,0,90,4,0,0,0,0,5,3,4,0,0,0,1,4,0,0,1,0,1,0,0,0,0,528,0,0,0,,,39.0,1.0,1.0,647052,2021-11-03 20:00:00.000 -0400,17.0,0.49,103040016.0,CMTG,18.65,,,7.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,https://www.sec.gov/Archives/edgar/data/1666291/000119312521320220/d25803d424b4.htm,2021-11-03
20,1,0,0,0,0,44,0,141,0,0,0,0,0,0,3,5,0,0,0,0,42,0,71,35,635,0,0,0,0,0,0,0,0,0,,1.0,,1.0,,187782,2014-02-13 19:00:00.000 -0500,14.1799,-0.0201,84000000.0,CNCE,14.0,,,5.0,,,,,1.0,,,,1.0,,,,,,,,https://www.sec.gov/Archives/edgar/data/1367920/000119312514051487/d580302d424b4.htm,2014-02-13
34,5,0,3,2,0,0,10,15,2,0,0,0,3,0,1,2,0,1,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,1.0,1.0,9.0,1.0,,252600,2021-12-27 19:00:00.000 -0500,9.84,0.04,300000000.0,CNDB,10.0,,,,,,1.0,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1851961/000110465921135144/tm2131997d1_424b4.htm,2021-12-27
83,4,0,0,0,0,1,0,22,0,0,0,0,0,0,2,2,1,1,0,0,0,0,16,2,0,250,17,0,17,0,3,2,17,0,,,,1.0,,1987,2021-02-05 19:00:00.000 -0500,5.4,0.0,20000000.0,CNEY,4.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1780785/000110465921013022/tm215516d1_424b4.htm,2021-02-05
49,18,0,0,1,0,14,1,104,3,0,0,0,0,0,19,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,21,1,2,0,,,,1.0,,70691,2018-11-07 19:00:00.000 -0500,7.5,0.0,48750000.0,CNF,7.5,,,,,,,,,,,,,,,,,3.0,,,https://www.sec.gov/Archives/edgar/data/1733868/000119312518320893/d544187d424b4.htm,2018-11-07
11,9,0,0,0,0,3,0,78,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,115872,2015-08-13 20:00:00.000 -0400,10.5,0.1,32550000.0,CNFR,10.5,8.0,,,,,,,,,,,,,3.0,,,,,,https://www.sec.gov/Archives/edgar/data/1502292/000104746915006827/a2225722z424b4.htm,2015-08-13
7,6,0,0,2,0,4,1,18,1,0,0,0,0,0,3,0,0,0,0,0,31,0,2,53,1,0,0,0,1,0,1,0,2,0,,,,1.0,,46150,2022-01-20 19:00:00.000 -0500,9.83,0.0,200000000.0,CNGL,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1867443/000149315221030108/form424b4.htm,2022-01-20
7,6,0,0,2,0,4,1,18,1,0,0,0,0,0,3,0,0,0,0,0,31,0,2,53,1,0,0,0,1,0,1,0,2,0,,,,1.0,,302800,2022-01-20 19:00:00.000 -0500,0.3,-0.04,200000000.0,CNGLW,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1867443/000149315221030108/form424b4.htm,2022-01-20
9,1,0,0,0,0,2,0,58,0,0,0,0,0,0,1,3,0,0,0,0,5,4,79,30,231,2,1,0,0,0,0,0,0,0,,,,1.0,,500,2019-11-08 19:00:00.000 -0500,4.88,0.0,850000.0,CNSP,0.3,,,,,,,,,,,,,,,,,,,,,
51,18,0,2,4,0,60,1,255,0,0,0,0,0,0,2,0,0,3,2,40,43,3,340,98,173,1,0,0,0,0,12,2,2,0,,1.0,,1.0,,242767,2019-11-07 19:00:00.000 -0500,13.1,0.91,56000000.0,CNTG,14.0,,,,,,,,,,,,,1.0,,,,2.0,,,https://www.sec.gov/Archives/edgar/data/1757097/000104746919006180/a2240045z424b4.htm,2019-11-07
92,7,1,0,1,0,2,0,92,0,0,10,0,0,0,18,7,1,4,0,0,1,0,0,1,0,174,7,15,9,204,0,3,14,0,,,1.0,1.0,,183004,2021-08-23 20:00:00.000 -0400,9.82,0.02,20000000.0,CNTQ,2.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1847986/000149315223022057/form424b4.htm,2021-08-23
92,7,1,0,1,0,2,0,92,0,0,10,0,0,0,18,7,1,4,0,0,1,0,0,1,0,174,7,15,9,204,0,3,14,0,,,1.0,1.0,,1608319,2021-08-10 20:00:00.000 -0400,10.04,0.02,20000000.0,CNTQU,2.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1847986/000149315223022057/form424b4.htm,2021-08-10
31,2,0,0,0,0,0,0,137,0,0,0,0,0,0,3,8,0,0,0,0,37,1,34,38,290,4,0,0,0,2,1,0,0,0,,,,1.0,,14591245,2021-10-20 20:00:00.000 -0400,6.3,0.91,25000000.0,CNTX,5.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1842952/000119312521303138/d46596d424b4.htm,2021-10-20
307,98,0,1,11,0,68,0,189,64,0,2,0,0,3,15,17,0,2,0,0,167,0,6,11,47,0,0,0,0,0,1,0,4,0,,,,1.0,1.0,935744,2021-06-16 20:00:00.000 -0400,12.69,-0.25,21700004.0,CNVY,14.0,,,,,,,,,,,,,,,1.0,,1.0,,,https://www.sec.gov/Archives/edgar/data/1787640/000110465921082571/tm2037461-15_424b4.htm,2021-06-16
119,68,36,1,7,1,80,24,65,35,1,1,0,0,0,8,9,14,8,24,0,0,0,0,0,0,7,4,0,0,5,0,3,7,0,,,,1.0,,112558,2022-06-15 20:00:00.000 -0400,1.66,-0.33,4000000.0,CNXA,4.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1674440/000149315222016900/form424b4.htm,2022-06-15
19,14,0,0,5,0,43,7,122,1,0,0,0,0,1,5,15,24,1,0,0,2,0,0,1,0,47,1,0,0,0,0,15,20,0,,1.0,,1.0,,1822808,2021-10-21 20:00:00.000 -0400,13.87,-0.28,126225000.0,COCO,15.0,,,24.0,,,,,,1.0,,,,,2.0,6.0,,,1.0,1.0,https://www.sec.gov/Archives/edgar/data/1482981/000119312521305555/d197386d424b4.htm,2021-10-21
62,2,0,0,0,0,9,0,17,1,0,0,0,0,0,7,3,0,0,0,0,5,0,9,20,28,1,0,0,0,0,1,0,0,0,,,,1.0,,167227,2017-07-12 20:00:00.000 -0400,5.55,-0.8,7071192.0,CODX,6.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1692415/000147793217003279/codx_424b4.htm,2017-07-12
53,1,0,0,1,0,38,1,10,0,0,0,0,0,0,1,7,0,0,0,0,16,6,22,15,163,0,0,0,0,0,0,0,0,0,,,,1.0,,59354,2023-06-13 20:00:00.000 -0400,0.0715,-0.0274,3500000.0,COEPW,1.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1759186/000168316823004156/coeptis_424b4.htm,2023-06-13
40,2,0,0,0,0,25,3,24,0,0,2,0,0,0,2,31,4,0,0,0,0,0,1,0,0,5,0,0,0,0,105,17,15,0,1.0,1.0,1.0,1.0,,100,2018-01-19 19:00:00.000 -0500,17.89,0.0,912870016.0,COLD,16.0,1.0,,,7.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,,
28,0,0,0,2,0,7,4,12,0,0,0,0,0,0,4,6,0,17,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,,,,1.0,,2019290,2021-02-24 19:00:00.000 -0500,10.49,-0.03,300000000.0,COLIU,10.0,,,,,,,,,,,,,,,10.0,,,,1.0,https://www.sec.gov/Archives/edgar/data/1829615/000121390021011588/f424b42021_colicity.htm,2021-02-24
61,0,0,0,0,0,20,0,120,1,0,0,0,0,0,3,5,0,0,0,0,124,2,135,26,395,0,0,0,0,0,1,0,2,0,,1.0,,1.0,,120450,2015-05-07 20:00:00.000 -0400,12.95,0.77,55000000.0,COLL,12.0,,5.0,,,,,,3.0,,,1.0,,,2.0,,,,1.0,,,
131,36,1,1,2,1,7,4,89,1,1,0,0,0,1,4,4,0,56,0,20,1,1,0,0,0,2,1,0,0,4,6,4,2,7,,,,1.0,,10937,2021-10-27 20:00:00.000 -0400,23.97,0.02,24000000.0,COMSP,4.15,,,,,,,,,,,,,,,,,,,,,
63,34,0,0,28,1,48,37,109,1,1,0,0,1,8,4,28,16,10,50,0,0,0,0,2,0,1,1,0,12,0,0,12,20,0,,,9.0,1.0,,2785606,2021-07-29 20:00:00.000 -0400,22.0,0.1,248823520.0,COOK,18.0,,,,,,1.0,,1.0,1.0,,,,1.0,2.0,,,,,,https://www.sec.gov/Archives/edgar/data/1857853/000119312521231685/d128215d424b4.htm,2021-07-29
137,15,0,0,6,0,3,2,60,2,0,2,0,0,1,2,1,0,2,0,0,9,0,0,3,0,11,1,3,0,0,7,1,0,0,,,4.0,1.0,,521863,2020-12-17 19:00:00.000 -0500,10.3,0.03,350000000.0,COOLU,10.0,,,,,,1.0,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1829953/000121390020043583/f424b41220_cornergrowthacq.htm,2020-12-17
18,9,0,0,1,0,2,1,29,0,0,8,0,0,0,3,2,0,0,0,0,0,0,1,3,0,10,0,0,100,18,5,2,6,0,,,,1.0,,3817006,2021-07-21 20:00:00.000 -0400,5.6,-2.05,18000000.0,VEEE,6.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1855509/000173112221001217/e2938_424b4.htm,2021-07-21
60,107,0,0,137,0,46,1,179,0,0,8,0,0,0,180,9,0,25,0,0,54,0,41,14,10,0,1,0,0,0,1,0,0,0,,,5.0,1.0,,2914408,2013-10-16 20:00:00.000 -0400,43.0,6.0,61845000.0,VEEV,25.36,,,,,,1.0,,4.0,,,,,,,,1.0,,,,,
9,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,0,,,,1.0,,138010,2021-04-13 20:00:00.000 -0400,9.79,0.06,40000000.0,VENA,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1800392/000121390021007962/f424b42021_venusacq.htm,2021-04-13
9,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,0,,,,1.0,,174310,2021-04-13 20:00:00.000 -0400,0.3,0.07,40000000.0,VENAR,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1800392/000121390021007962/f424b42021_venusacq.htm,2021-04-13
9,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,0,,,,1.0,,198017,2021-02-09 19:00:00.000 -0500,10.41,-0.17,40000000.0,VENAU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1800392/000121390021007962/f424b42021_venusacq.htm,2021-02-09
9,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,0,,,,1.0,,100967,2021-04-13 20:00:00.000 -0400,0.29,0.025,40000000.0,VENAW,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1800392/000121390021007962/f424b42021_venusacq.htm,2021-04-13
0,1,0,0,0,0,0,1,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,1.0,,287697,2024-11-26 19:00:00.000 -0500,10.25,0.25,30000000.0,VENU,12.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1770501/000164117225025739/form424b4.htm,2024-11-26
191,2,0,0,0,0,13,0,245,0,0,0,0,0,0,10,4,0,0,0,1,83,4,53,70,539,0,0,0,0,0,1,3,0,0,,1.0,,1.0,,1308506,2021-06-17 20:00:00.000 -0400,38.2,6.5,266679984.0,VERV,19.0,,,,,,,,1.0,,,1.0,,,6.0,,,,1.0,,https://www.sec.gov/Archives/edgar/data/1840574/000119312521193270/d140009d424b4.htm,2021-06-17
45,0,0,0,0,0,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,74,10,6,3,0,0,1,0,0,0,0,,,,1.0,,130402,2021-02-03 19:00:00.000 -0500,10.2,0.05,175000000.0,VHAQ,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1823857/000121390020044648/f424b41220_viveon.htm,2021-02-03
134,22,19,3,7,16,14,17,19,9,0,0,11,0,0,6,2,13,2,0,3,9,0,0,0,0,3,0,0,0,0,5,5,0,0,,,,1.0,,310733,2021-11-23 19:00:00.000 -0500,10.09,0.04,174000000.0,VHNAU,10.0,,,2.0,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1868640/000119312521340504/d188742d424b4.htm,2021-11-23
8,12,0,0,0,0,11,0,72,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,1,0,560,26,5,13,0,0,3,79,0,,,,1.0,,7384,2014-07-28 20:00:00.000 -0400,85.75,-0.73,54000000.0,VIA,18.0,,,,,,,,,,1.0,,,7.0,,,,,,,https://www.sec.gov/Archives/edgar/data/1606268/000119312514285246/d747286d424b4.htm,2014-07-28
4,0,0,0,0,0,0,0,39,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,211,3,0,0,,1.0,7.0,1.0,,4832267,2018-02-01 19:00:00.000 -0500,21.01,0.26,1210000000.0,VICI,20.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,https://www.sec.gov/Archives/edgar/data/1705696/000119312518030700/d496153d424b4.htm,2018-02-01
52,50,13,3,9,22,32,12,60,12,0,10,0,0,6,27,34,3,3,0,8,3,0,0,0,0,0,0,0,0,0,8,1,0,0,,,1.0,1.0,,622187,2021-02-11 19:00:00.000 -0500,10.19,-0.21,2499134.0,VII,0.18,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1826011/000119312524147120/d821577d424b4.htm,2021-02-11
107,14,2,0,2,2,13,4,21,0,0,0,0,0,2,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,0,,,7.0,1.0,,3157949,2020-12-22 19:00:00.000 -0500,10.34,0.0,200000000.0,VIIAU,0.18,,,,,,1.0,,,,,,,,,1.0,,,,,,
52,50,13,3,9,22,32,12,60,12,0,10,0,0,6,27,34,3,3,0,8,3,0,0,0,0,0,0,0,0,0,8,1,0,0,,,1.0,1.0,,276972,2021-02-11 19:00:00.000 -0500,1.52,0.18,2499134.0,VIIAW,0.18,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1826011/000119312524147120/d821577d424b4.htm,2021-02-11
23,10,3,2,2,0,19,13,131,0,0,0,0,0,5,3,14,0,0,0,0,0,0,0,2,0,7,2,1,4,1,5,0,22,0,,1.0,,1.0,,34148135,2024-04-30 20:00:00.000 -0400,26.15,0.0,930000000.0,VIK,31.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1745201/000119312524217990/d855637d424b4.htm,2024-04-30
11,7,0,0,0,0,3,4,58,0,0,0,0,0,0,2,5,8,1,0,8,4,0,0,0,0,9,1,0,0,0,3,1,3,0,,,,1.0,,370899,2021-12-14 19:00:00.000 -0500,7.3,0.25,22000000.0,VINE,1.0,,,,,,,,,,,,,,,,,,,,,
4,6,0,0,0,0,18,11,36,0,0,0,0,0,0,5,7,69,0,0,2,0,0,1,2,0,9,1,0,0,0,123,4,5,1,,,,1.0,,206129,2021-02-17 19:00:00.000 -0500,5.38,-0.37,8000004.0,VINO,6.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1559998/000149315221004191/form424b4.htm,2021-02-17
0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,,,,1.0,,5110595,2020-12-17 19:00:00.000 -0500,10.7001,-4.9999,5000000.0,VIRI,10.0,,,,,,,,,,,,,,,,,,,,,
125,115,0,0,0,0,30,0,83,0,0,5,0,0,5,6,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,2,0,1.0,1.0,1.0,1.0,,3865352,2015-04-16 20:00:00.000 -0400,22.86,0.85,314113152.0,VIRT,22.15,,,,,,,,,1.0,,,,,,,,1.0,,,,
