technology,software,ai,machine learning,cloud,saas,platform,digital,data,analytics,algorithm,automation,blockchain,cryptocurrency,cybersecurity,subscription,recurring,e-commerce,mobile,app,virtual,healthcare,biotech,pharmaceutical,medical,clinical,energy,renewable,solar,electric,battery,real estate,logistics,transportation,automotive,citigroup,citi,morgan stanley,ubs,barclays,volume,day,close,diff,price_public_total,symbol,public_price_per_share,raymond james,piper jaffray,wells fargo,merrill lynch,rbc capital,morgan stanley.1,merrill lynch.1,eli lilly,credit suisse,stifel,jefferies,hill road,robert w. baird,william blair,goldman sachs,deutsche bank,davis polk,william blair.1,goldman sachs.1,url,ipo_date
117,6,0,0,1,0,7,0,120,0,0,0,0,0,0,3,1,0,0,0,0,80,0,9,123,176,2,0,0,3,0,1,1,0,1,,1.0,,1.0,,162544,2019-04-17 20:00:00.000 -0400,11.24,0.16,27500000.0,BWAY,11.0,3.0,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1505065/000104746919002315/a2238484z424b4.htm,2019-04-17
30,2,0,0,0,0,3,0,122,0,0,0,0,0,6,0,4,0,10,0,0,1,0,0,3,0,0,0,0,0,0,137,0,0,0,,1.0,,1.0,,296915,2018-03-14 20:00:00.000 -0400,13.02,0.47,78725000.0,BWB,11.75,,,5.0,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1341317/000104746918001639/a2234873z424b4.htm,2018-03-14
30,2,0,0,0,0,3,0,122,0,0,0,0,0,6,0,4,0,10,0,0,1,0,0,3,0,0,0,0,0,0,137,0,0,0,,1.0,,1.0,,65735,2021-08-17 20:00:00.000 -0400,26.02,0.92,78725000.0,BWBBP,11.75,,,5.0,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1341317/000104746918001639/a2234873z424b4.htm,2021-08-17
34,2,0,0,0,0,3,14,49,0,0,0,0,0,0,7,0,0,6,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,,,,1.0,,34983,2021-08-04 20:00:00.000 -0400,9.93,0.02,200000000.0,BWCAU,10.0,,,,,,,,,,,,,,,13.0,,,,1.0,https://www.sec.gov/Archives/edgar/data/1854863/000119312521235359/d138347d424b4.htm,2021-08-04
18,3,0,0,0,0,8,1,80,1,0,0,0,0,0,4,18,0,4,0,0,0,0,0,1,0,1,0,0,0,0,293,0,0,0,,,,1.0,,9336,2014-05-15 20:00:00.000 -0400,17.85,-0.2,48648656.0,BWFG,18.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1505732/000157104914001923/t1400906-424b4.htm,2014-05-15
17,1,0,0,0,0,10,0,67,1,0,0,0,0,0,8,2,0,0,0,0,2,0,1,0,0,7,0,0,3,0,302,0,0,2,1.0,1.0,11.0,1.0,,29533933,2007-06-25 20:00:00.000 -0400,30.75,-1.75,4133333248.0,BX,31.0,,,1.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/1393818/000104746907005160/a2178575z424b4.htm,2007-06-25
23,4,1,0,1,0,32,7,44,2,0,0,0,0,4,10,3,0,1,0,0,0,0,0,2,0,13,0,1,0,0,2,4,5,0,,1.0,,1.0,,13056027,2019-05-02 20:00:00.000 -0400,66.48,-4.62,240624992.0,BYND,160.0,,,,,,,,,1.0,,,1.0,,,8.0,,,,1.0,,
93,9,0,0,4,1,1,6,23,0,0,1,10,1,0,4,2,0,7,1,0,0,0,0,3,0,28,2,0,3,0,4,5,0,0,,,,1.0,,728706,2022-02-09 19:00:00.000 -0500,9.95,-0.01,150000000.0,BYNOU,10.0,,,,,,,,,,1.0,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1801417/000121390022006494/f424b40222_bynordic.htm,2022-02-09
37,4,0,0,0,0,3,4,57,0,0,0,0,0,2,0,5,25,0,0,0,0,0,0,0,0,14,0,0,0,0,9,3,2,0,,,,1.0,,83788,2021-05-05 20:00:00.000 -0400,23.5,1.18,52500000.0,BYRN,21.0,4.0,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1354866/000138713121007422/byrna-424b4_071921.htm,2021-05-05
46,1,0,0,0,0,3,0,145,1,0,0,0,0,0,14,6,0,0,0,0,54,112,84,48,522,1,0,0,0,0,5,2,2,0,,1.0,,1.0,,48715,2017-03-09 19:00:00.000 -0500,19.3,1.3,3485720.0,BYSI,20.0,,,,,,,,1.0,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1677940/000156761917000415/s001331x19_424b4.htm,2017-03-09
47,105,451,9,15,0,41,10,190,6,0,0,1,0,7,7,8,1,2,0,2,1,0,0,0,0,0,0,0,0,0,1,2,2,0,,,,1.0,,17650,2021-05-09 20:00:00.000 -0400,9.8,-0.11,8000000.0,BYTS,2.77,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1842566/000165495424011363/airsp_424b4.htm,2021-05-09
47,105,451,9,15,0,41,10,190,6,0,0,1,0,7,7,8,1,2,0,2,1,0,0,0,0,0,0,0,0,0,1,2,2,0,,,,1.0,,4440542,2021-03-18 20:00:00.000 -0400,9.94,0.01,8000000.0,BYTSU,2.77,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1842566/000165495424011363/airsp_424b4.htm,2021-03-18
74,7,4,0,12,2,2,1,42,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,7,0,2,0,0,0,0,3,0,0,4,1.0,1.0,,1.0,,302449,2021-05-10 20:00:00.000 -0400,0.6,-0.05,300000000.0,BYTSW,2.77,,,,,,,,,,,,,,,,,,,,,
52,0,0,0,2,0,10,34,11,3,0,0,0,0,0,8,0,8,6,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,,,,1.0,,4296554,2021-12-05 19:00:00.000 -0500,9.09,-0.62,250000000.0,BZFD,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1828972/000110465921003547/tm2034583-15_424b4.htm,2021-12-05
63,21,0,0,1,0,71,24,114,9,0,0,0,0,8,5,2,226,28,0,0,1,0,0,2,0,0,0,0,0,0,1,40,1,0,,,,1.0,,2794948,2015-05-21 20:00:00.000 -0400,11.1,0.66,73500000.0,BZUN,12.25,,,,,,,,,1.0,,,,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/1625414/000114420416138589/v454663_424b4.htm,2015-05-21
77,1,0,0,0,0,46,0,177,0,0,0,0,0,0,4,6,0,0,0,0,103,3,41,68,672,1,0,0,0,0,0,1,0,0,,1.0,,1.0,,122576,2021-07-27 20:00:00.000 -0400,6.92,-0.07,72000000.0,CADL,8.0,,,,,,,,,1.0,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1841387/000119312521227369/d120909d424b4.htm,2021-07-27
36,2,0,0,0,0,0,0,54,0,0,0,0,0,0,4,8,0,0,0,0,28,0,42,26,266,5,0,0,0,0,2,0,0,0,1.0,1.0,,1.0,,346123,2014-10-02 20:00:00.000 -0400,9.35,-0.05,80000000.0,CALA,10.0,,,1.0,,,,,2.0,,,,2.0,,,,,,,,https://www.sec.gov/Archives/edgar/data/1496671/000119312514362221/d729625d424b4.htm,2014-10-02
71,124,0,0,0,0,57,4,98,0,0,0,0,0,0,4,5,0,11,0,2,0,0,0,2,0,3,2,0,0,0,1,2,1,0,,,7.0,1.0,,1208799,2010-03-24 20:00:00.000 -0400,14.15,-1.05,26141796.0,CALX,13.0,,,,,,1.0,,,,,1.0,3.0,,,,,,,,https://www.sec.gov/Archives/edgar/data/1406666/000119312510065675/d424b4.htm,2010-03-24
144,126,253,1,18,6,10,8,82,1,15,4,68,22,0,11,9,0,2,0,7,0,0,0,11,0,12,0,0,0,1,4,13,5,0,1.0,1.0,,1.0,,649632,2019-11-21 19:00:00.000 -0500,9.0,0.05,90000000.0,CAN,9.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1780652/000119312519297270/d773846d424b4.htm,2019-11-21
127,30,0,6,11,13,214,5,229,7,0,5,0,0,0,7,12,3,33,3,0,0,0,0,8,0,3,1,0,2,0,1,9,0,493,,1.0,5.0,1.0,,101324,2018-07-26 20:00:00.000 -0400,12.08,-0.47,44000000.0,CANG,11.0,,,,4.0,,1.0,1.0,,,,,,,,5.0,,2.0,,1.0,https://www.sec.gov/Archives/edgar/data/1725123/000119312518229199/d500047d424b4.htm,2018-07-26
31,0,7,3,2,0,3,6,96,0,0,0,2,0,33,4,0,0,6,3,0,0,0,7,0,0,22,0,2,0,3,1,0,0,0,,1.0,,1.0,,622266,2014-11-12 19:00:00.000 -0500,3.75,-1.35,60000000.0,CAPN,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/2024203/000149315224037228/form424b4.htm,2014-11-12
59,54,0,0,7,0,29,8,143,20,5,1,0,0,0,83,14,1,78,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,90,,,,1.0,,1459480,2017-10-12 20:00:00.000 -0400,28.53,1.25,102672000.0,CARG,16.0,1.0,,,,1.0,,,,,,,,,2.0,13.0,,,1.0,1.0,https://www.sec.gov/Archives/edgar/data/1494259/000104746917006342/a2233435z424b4.htm,2017-10-12
56,17,0,0,1,0,14,7,118,23,0,0,0,0,9,1,40,0,17,0,0,0,0,0,10,0,0,0,0,0,0,201,0,1,0,,,,1.0,,133438,2018-09-26 20:00:00.000 -0400,12.83,-0.07,27859200.0,CBNK,12.5,1.0,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1419536/000162828018012106/cbnk424b4.htm,2018-09-26
45,38,0,0,0,0,27,0,221,0,3,2,0,0,0,3,10,0,0,0,0,3,0,0,21,0,2,0,0,0,0,2,1,2,0,1.0,1.0,1.0,1.0,1.0,2156100,2010-06-15 20:00:00.000 -0400,32.19,-0.21,56404544.0,CBOE,29.0,4.0,,,4.0,,,1.0,,1.0,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1374310/000104746910005926/a2199136z424b4.htm,2010-06-15
37,4,0,0,1,0,7,1,74,0,0,0,0,0,0,3,19,0,2,0,0,2,0,0,14,0,22,0,0,0,0,263,0,9,0,,,,1.0,,197596,2017-11-08 19:00:00.000 -0500,28.45,0.0,62400000.0,CBTX,26.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1473844/000104746917006891/a2233766z424b4.htm,2017-11-08
20,3,0,0,2,0,1,7,17,6,0,24,6,0,0,4,0,0,0,0,3,2,0,0,0,0,23,3,0,0,0,4,7,0,0,,,3.0,1.0,,26800,2021-08-26 20:00:00.000 -0400,9.85,-0.01,150000000.0,CCAIU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1846968/000119312521259502/d109966d424b4.htm,2021-08-26
33,3,0,0,0,0,6,0,95,0,0,0,0,0,9,0,6,0,10,0,0,0,0,0,5,0,0,0,0,0,0,269,0,2,0,,,,1.0,,196709,2018-07-18 20:00:00.000 -0400,16.29,-0.11,41325000.0,CCB,14.5,,,2.0,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1437958/000119312518220356/d575134d424b4.htm,2018-07-18
9,13,0,0,4,0,6,2,41,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,1.0,,1.0,,1019070,2022-12-19 19:00:00.000 -0500,8.79,-0.02,600000000.0,CCCS,10.0,,,,,,,,,,,,,,,1.0,,,,,https://www.sec.gov/Archives/edgar/data/1818201/000114036120018508/nt10013544x9_424b4.htm,2022-12-19
5,3,0,0,0,0,2,0,63,0,0,0,0,0,0,3,8,0,0,0,0,3,0,0,4,0,23,1,4,0,0,65,1,14,0,,,,1.0,,212924,2014-06-18 20:00:00.000 -0400,21.05,-0.79,10267200.0,CCS,23.0,,,,,,,,,,,,,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/1576940/000119312514240621/d595367d424b4.htm,2014-06-18
32,0,0,0,0,0,5,0,14,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,,,,1.0,,5163139,2024-01-17 19:00:00.000 -0500,7.25,1.5,7059976.0,CCTG,0.6,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1931717/000121390025094861/ea0259688-424b4_ccsctech.htm,2024-01-17
5,4,0,0,0,0,0,2,7,5,0,0,0,0,0,5,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,1.0,1.0,,1.0,,3817534,2021-02-04 19:00:00.000 -0500,13.39,0.89,450000000.0,CCV,10.0,,,,,,,,,,,,,,,1.0,,,,,https://www.sec.gov/Archives/edgar/data/1812234/000110465920136399/tm2022276-14_424b4.htm,2021-02-04
106,4,0,0,0,0,226,0,219,0,1,0,0,0,2,3,13,0,0,0,0,83,0,72,42,744,1,0,0,0,0,2,0,0,0,,1.0,,1.0,,492926,2020-10-14 20:00:00.000 -0400,11.99,-0.21,57750000.0,CDAK,15.0,,,,,,,,1.0,,,,,,4.0,4.0,,,1.0,1.0,,
70,27,7,2,9,2,14,82,58,7,0,4,2,1,3,4,0,0,3,0,2,4,0,0,1,0,3,0,0,0,0,1,0,1,0,1.0,1.0,,1.0,,825021,2021-12-06 19:00:00.000 -0500,9.68,-0.04,200000000.0,CDAQ,10.0,,,,,,,,,,,,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1851909/000095010321015992/dp159897_424b4.htm,2021-12-06
74,95,0,1,244,5,102,2,246,19,0,5,0,0,0,29,111,0,10,1,2,10,0,0,3,0,0,0,0,0,0,5,0,0,0,,,,1.0,,1717343,2018-04-26 20:00:00.000 -0400,30.52,-0.78,462000000.0,CDAY,50.5,,3.0,,,,,,,1.0,,,,2.0,3.0,7.0,1.0,,,1.0,,
94,5,0,0,1,0,1,0,102,0,4,0,0,0,0,4,5,0,0,0,0,86,11,7,66,226,0,0,0,1,0,0,5,2,0,,1.0,,1.0,,237190,2014-07-17 20:00:00.000 -0400,10.03,1.03,40000000.0,CDNA,4.0,1.0,6.0,,,,,,,,,,1.0,,,,,,,,,
26,3,0,0,0,0,1,0,48,0,0,0,0,0,0,4,20,5,1,0,0,0,0,0,5,0,2,0,0,5,0,0,3,11,2,,,2.0,,,295160,2021-11-04 20:00:00.000 -0400,15.17,-0.02,386575008.0,CDRE,13.0,,,,,,,,,,,1.0,,,,,,,,,,
30,2,0,0,0,0,58,0,61,0,0,0,0,0,0,4,5,0,0,0,0,72,1,67,26,270,0,1,0,0,0,1,0,0,0,,1.0,,1.0,,405910,2015-04-15 20:00:00.000 -0400,15.0,-1.01,76800000.0,CDTX,16.0,,,,,,,,2.0,,,1.0,2.0,,,,,,,,https://www.sec.gov/Archives/edgar/data/1610618/000119312515131330/d843130d424b4.htm,2015-04-15
20,2,0,0,4,0,0,0,22,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,5.0,1.0,1.0,703871,2013-06-27 20:00:00.000 -0400,18.85,0.74,295200000.0,CDW,17.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,
15,7,1,0,0,0,8,1,32,0,0,9,0,0,0,15,9,0,0,0,0,0,0,0,53,0,28,0,0,0,0,6,0,1,0,,,,1.0,,92417,2022-02-11 19:00:00.000 -0500,3.26,0.2,24000000.0,CEAD,4.13,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1482541/000149315222004571/form424b4.htm,2022-02-11
40,1,0,0,0,0,77,0,74,0,0,0,0,0,0,3,6,0,0,0,1,30,0,96,33,194,0,1,0,0,0,1,0,0,0,,1.0,,1.0,,199374,2017-09-20 20:00:00.000 -0400,13.4,-1.19,22800000.0,CELC,9.5,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1603454/000157104917007983/t1702577-424b4.htm,2017-09-20
12,3,0,0,2,0,1,4,13,0,0,0,0,0,0,4,1,0,0,0,0,5,0,1,1,0,8,0,0,7,0,5,0,5,0,,,,1.0,,237449,2021-07-18 20:00:00.000 -0400,1.98,-0.02,250000000.0,CELUW,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1752828/000121390019009299/f424b42019_gxacquisition.htm,2021-07-18
58,1,4,0,0,0,3,1,262,0,0,0,0,0,1,11,8,0,0,0,1,89,5,106,57,686,1,0,0,1,5,3,4,0,0,,1.0,,1.0,,37117,2012-02-22 19:00:00.000 -0500,14.85,0.07,350000000.0,CERE,10.0,,,,,,,,4.0,,1.0,1.0,,,,1.0,,,,,,
49,63,0,0,6,3,34,0,46,5,0,0,0,0,0,4,1,0,0,0,8,11,1,9,15,37,0,0,0,0,0,0,0,0,0,,1.0,7.0,1.0,,8811,2020-12-11 19:00:00.000 -0500,37.25,-0.15,241250000.0,CERT,31.0,,,,,,1.0,,,,,1.0,,,,,,,,,,
20,6,1,0,0,0,0,1,14,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,,,,1.0,,15964,2015-06-24 20:00:00.000 -0400,3.9,-0.05,10000000.0,CETX,0.85,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1435064/000149315224017644/form424b4.htm,2015-06-24
20,6,1,0,0,0,0,1,14,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,,,,1.0,,16570,2017-02-16 19:00:00.000 -0500,10.0,0.5,10000000.0,CETXP,0.85,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1435064/000149315224017644/form424b4.htm,2017-02-16
61,3,0,0,0,0,0,0,13,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,3,0,288,32,2,27,0,1,4,3,3,,,,1.0,,275338,2023-03-23 20:00:00.000 -0400,3.81,-0.12,3900000.0,CETY,4.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1329606/000149315223008862/form424b4.htm,2023-03-23
40,19,0,0,0,0,2,0,89,0,0,3,0,0,3,1,17,0,13,0,0,0,0,0,8,0,135,0,0,0,0,228,0,3,0,,,,1.0,,313925,2019-08-15 20:00:00.000 -0400,14.6,-0.03,17103992.0,CFB,14.5,4.0,,,,1.0,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1458412/000114036119015087/s002626x15_424b4.htm,2019-08-15
47,24,0,0,0,0,22,1,121,3,0,0,0,0,0,4,25,0,18,0,0,10,0,0,6,0,2,0,0,0,0,165,0,0,2,,1.0,7.0,1.0,,8363460,2014-09-24 20:00:00.000 -0400,23.06,0.06,2952809984.0,CFG,25.69,,,2.0,,,1.0,,,,,,,,,,,1.0,,,,
45,17,0,3,2,0,10,3,13,4,0,0,0,0,0,8,3,1,1,0,0,27,0,0,2,0,3,0,0,0,0,76,0,0,0,,,,1.0,,269561,2021-02-16 19:00:00.000 -0500,10.4,-0.25,450000000.0,CFIV,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1825249/000114036120029594/nt10014872x9_424b4.htm,2021-02-16
45,17,0,3,2,0,10,3,13,4,0,0,0,0,0,8,3,1,1,0,0,27,0,0,2,0,3,0,0,0,0,76,0,0,0,,,,1.0,,493500,2020-12-23 19:00:00.000 -0500,10.4299,0.0399,450000000.0,CFIVU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1825249/000114036120029594/nt10014872x9_424b4.htm,2020-12-23
45,17,0,3,2,0,10,3,13,4,0,0,0,0,0,8,3,1,1,0,0,27,0,0,2,0,3,0,0,0,0,76,0,0,0,,,,1.0,,262645,2021-02-16 19:00:00.000 -0500,1.9,-0.15,450000000.0,CFIVW,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1825249/000114036120029594/nt10014872x9_424b4.htm,2021-02-16
116,226,0,14,374,25,200,39,664,17,0,4,0,0,4,126,6,1,6,5,4,2,0,0,2,1,14,0,4,0,0,2,3,2,2,1.0,1.0,7.0,1.0,1.0,2093086,2021-06-24 20:00:00.000 -0400,46.2,1.48,39.0,CFLT,2.26,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,https://www.sec.gov/Archives/edgar/data/1699838/000119312521199382/d63025d424b4.htm,2021-06-24
124,30,0,0,0,0,48,1,117,0,0,2,0,0,0,3,2,0,0,0,0,60,0,0,221,180,3,0,0,1,0,5,2,1,1,,1.0,2.0,1.0,,3295196,2015-07-01 20:00:00.000 -0400,24.0,3.75,135000000.0,CFMS,15.0,,,3.0,,,,,,,,,,,,,1.0,1.0,,,https://www.sec.gov/Archives/edgar/data/1305773/000104746915005905/a2225291z424b4.htm,2015-07-01
0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,23,2,0,0,0,18,0,1,0,1.0,1.0,,1.0,,6275444,2012-05-03 20:00:00.000 -0400,21.99,-0.01,402000000.0,CG,33.5,,,,1.0,,,,,1.0,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1527166/000119312514084997/d680789d424b4.htm,2012-05-03
0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,23,2,0,0,0,18,0,1,0,1.0,1.0,,1.0,,118308,2021-05-19 20:00:00.000 -0400,24.97,-0.07,402000000.0,CGABL,33.5,,,,1.0,,,,,1.0,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1527166/000119312514084997/d680789d424b4.htm,2021-05-19
89,0,0,0,0,0,15,1,231,0,0,0,0,0,0,13,8,0,0,0,7,102,6,46,59,622,1,0,0,0,0,0,0,0,0,,1.0,3.0,1.0,,700,2021-01-08 19:00:00.000 -0500,30.67,0.07,249900000.0,CGEM,21.0,,,,,,1.0,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1789972/000119312521005478/d19045d424b4.htm,2021-01-08
3,0,0,0,0,0,0,0,35,0,0,0,0,0,0,4,1,0,0,0,0,9,0,2,0,30,0,0,0,0,0,0,0,0,0,,,7.0,1.0,,8704701,2024-01-24 19:00:00.000 -0500,38.0,9.0,18424000.0,CGON,28.0,,,,,,1.0,,,,1.0,,2.0,,,1.0,,,,,https://www.sec.gov/Archives/edgar/data/1991792/000119312524278472/d872865d424b4.htm,2024-01-24
81,15,1,1,8,0,11,1,187,0,7,0,0,0,28,8,1,3,10,0,0,2,0,0,0,0,3,1,0,0,1,3,14,14,0,,,,1.0,,1471739,2024-11-25 19:00:00.000 -0500,4.45,0.16,5000000.0,CGTL,4.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1967822/000121390024102407/ea0200927-13.htm,2024-11-25
5,0,0,0,0,0,0,2,29,0,0,0,0,0,0,1,37,0,0,0,0,530,0,2,269,8,0,0,0,0,0,254,0,0,0,,,,1.0,,237919,2015-05-21 20:00:00.000 -0400,20.14,0.39,118750000.0,CHCT,17.75,,,2.0,,,,,,,,,,,,,,,,,,
87,0,2,0,18,0,18,62,59,0,0,0,18,0,0,3,0,5,4,0,6,5,0,0,0,0,6,0,0,0,0,10,0,0,0,,,14.0,1.0,,942979,2022-04-28 20:00:00.000 -0400,10.07,-0.03,100000000.0,CHEAU,10.0,,,,9.0,,1.0,,,,,,,,,1.0,,,,,https://www.sec.gov/Archives/edgar/data/1856948/000110465922053032/tm2121441-23_424b4.htm,2022-04-28
87,0,2,0,18,0,18,62,59,0,0,0,18,0,0,3,0,5,4,0,6,5,0,0,0,0,6,0,0,0,0,10,0,0,0,,,14.0,1.0,,26999,2022-06-23 20:00:00.000 -0400,0.12,0.015,100000000.0,CHEAW,10.0,,,,9.0,,1.0,,,,,,,,,1.0,,,,,https://www.sec.gov/Archives/edgar/data/1856948/000110465922053032/tm2121441-23_424b4.htm,2022-06-23
22,17,0,0,0,0,10,0,68,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,4,0,5,0,0,1,0,2,12,8,0,,,,1.0,,550483,2011-07-28 20:00:00.000 -0400,17.75,0.72,60449996.0,CHEF,15.0,,,6.0,,,,,,,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1517175/000095012311070385/g26721b4e424b4.htm,2011-07-28
138,39,0,0,4,0,145,49,117,3,1,0,0,0,0,16,5,3,41,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,1.0,,3110200,2013-11-13 19:00:00.000 -0500,8.86,-0.79,6975000.0,CHGG,12.5,,3.0,,16.0,,,1.0,,,,,1.0,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1364954/000119312513440327/d528213d424b4.htm,2013-11-13
26,6,0,0,0,0,0,6,123,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50,0,0,1,0,1,0,32,0,1.0,1.0,13.0,1.0,1.0,1641762,2021-02-10 19:00:00.000 -0500,43.614,-1.536,380000000.0,CHK,19.0,10.0,,5.0,,,1.0,,,1.0,,,,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/895126/000119312511311447/d203723d424b4.htm,2021-02-10
26,6,0,0,0,0,0,6,123,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50,0,0,1,0,1,0,32,0,1.0,1.0,13.0,1.0,1.0,189871,2021-02-10 19:00:00.000 -0500,17.688,-3.282,380000000.0,CHKEL,19.0,10.0,,5.0,,,1.0,,,1.0,,,,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/895126/000119312511311447/d203723d424b4.htm,2021-02-10
26,6,0,0,0,0,0,6,123,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50,0,0,1,0,1,0,32,0,1.0,1.0,13.0,1.0,1.0,184628,2021-02-10 19:00:00.000 -0500,22.2874,-2.7126,380000000.0,CHKEW,19.0,10.0,,5.0,,,1.0,,,1.0,,,,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/895126/000119312511311447/d203723d424b4.htm,2021-02-10
26,6,0,0,0,0,0,6,123,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50,0,0,1,0,1,0,32,0,1.0,1.0,13.0,1.0,1.0,36694,2021-02-10 19:00:00.000 -0500,18.5,-3.2,380000000.0,CHKEZ,19.0,10.0,,5.0,,,1.0,,,1.0,,,,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/895126/000119312511311447/d203723d424b4.htm,2021-02-10
26,6,0,0,0,0,0,6,123,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50,0,0,1,0,1,0,32,0,1.0,1.0,13.0,1.0,1.0,883129,2011-11-14 19:00:00.000 -0500,19.02,0.02,380000000.0,CHKR,19.0,10.0,,5.0,,,1.0,,,1.0,,,,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/895126/000119312511311447/d203723d424b4.htm,2011-11-14
226,345,11,1,26,18,31,4,341,173,0,9,7,0,3,12,38,0,0,0,2,1175,0,7,83,92,1,0,0,0,0,1,0,1,0,1.0,1.0,1.0,1.0,1.0,4153588,2019-06-27 20:00:00.000 -0400,14.7,-0.47,250000000.0,CHNG,13.0,,1.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,
14,2,0,0,0,0,31,1,44,0,0,0,0,0,0,4,53,0,0,0,0,0,0,0,0,0,82,5,1,13,0,4,0,5,0,,,8.0,1.0,,260779,2018-06-14 20:00:00.000 -0400,11.86,0.07,22976476.0,CHRA,11.16,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1730346/000119312518194397/d496329d424b4.htm,2018-06-14
