Fact_ID,Element_Name,Value,Unit,Is_Null,Context_Ref,Entity_ID,Period_Start,Period_End,Instant_Date,Taxonomy_Prefix,Element_Local_Name,Combined_Element_Name,Date_Part,Data_Type
Fact000641,IncreaseDecreaseInAccountsReceivableRelatedParties,145000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,IncreaseDecreaseInAccountsReceivableRelatedParties,us-gaap:IncreaseDecreaseInAccountsReceivableRelatedParties_2024-06-30,2024-06-30,xbrl
Fact000646,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,722000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap:IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets_2025-06-30,2025-06-30,xbrl
Fact000647,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,69000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap:IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets_2024-06-30,2024-06-30,xbrl
Fact000649,IncreaseDecreaseInOtherNoncurrentAssets,523000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,IncreaseDecreaseInOtherNoncurrentAssets,us-gaap:IncreaseDecreaseInOtherNoncurrentAssets_2025-06-30,2025-06-30,xbrl
Fact000650,IncreaseDecreaseInOtherNoncurrentAssets,64000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,IncreaseDecreaseInOtherNoncurrentAssets,us-gaap:IncreaseDecreaseInOtherNoncurrentAssets_2024-06-30,2024-06-30,xbrl
Fact000655,IncreaseDecreaseInAccruedLiabilities,1147000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,IncreaseDecreaseInAccruedLiabilities,us-gaap:IncreaseDecreaseInAccruedLiabilities_2025-06-30,2025-06-30,xbrl
Fact000656,IncreaseDecreaseInAccruedLiabilities,771000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,IncreaseDecreaseInAccruedLiabilities,us-gaap:IncreaseDecreaseInAccruedLiabilities_2024-06-30,2024-06-30,xbrl
Fact000667,IncreaseDecreaseInOtherCurrentLiabilities,83000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,IncreaseDecreaseInOtherCurrentLiabilities,us-gaap:IncreaseDecreaseInOtherCurrentLiabilities_2025-06-30,2025-06-30,xbrl
Fact000668,IncreaseDecreaseInOtherCurrentLiabilities,281000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,IncreaseDecreaseInOtherCurrentLiabilities,us-gaap:IncreaseDecreaseInOtherCurrentLiabilities_2024-06-30,2024-06-30,xbrl
Fact000670,NetCashProvidedByUsedInOperatingActivities,5436000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,NetCashProvidedByUsedInOperatingActivities,us-gaap:NetCashProvidedByUsedInOperatingActivities_2025-06-30,2025-06-30,xbrl
Fact000671,NetCashProvidedByUsedInOperatingActivities,5410000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,NetCashProvidedByUsedInOperatingActivities,us-gaap:NetCashProvidedByUsedInOperatingActivities_2024-06-30,2024-06-30,xbrl
Fact000691,CashAcquiredFromAcquisition,593000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,CashAcquiredFromAcquisition,us-gaap:CashAcquiredFromAcquisition_2025-06-30,2025-06-30,xbrl
Fact000697,NetCashProvidedByUsedInInvestingActivities,1359000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,NetCashProvidedByUsedInInvestingActivities,us-gaap:NetCashProvidedByUsedInInvestingActivities_2025-06-30,2025-06-30,xbrl
Fact000698,NetCashProvidedByUsedInInvestingActivities,6000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,NetCashProvidedByUsedInInvestingActivities,us-gaap:NetCashProvidedByUsedInInvestingActivities_2024-06-30,2024-06-30,xbrl
Fact000724,NetCashProvidedByUsedInFinancingActivities,379000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,NetCashProvidedByUsedInFinancingActivities,us-gaap:NetCashProvidedByUsedInFinancingActivities_2025-06-30,2025-06-30,xbrl
Fact000725,NetCashProvidedByUsedInFinancingActivities,42000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,NetCashProvidedByUsedInFinancingActivities,us-gaap:NetCashProvidedByUsedInFinancingActivities_2024-06-30,2024-06-30,xbrl
Fact000727,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,6416000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect_2025-06-30,2025-06-30,xbrl
Fact000728,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,5458000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect_2024-06-30,2024-06-30,xbrl
Fact000730,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,7550000.0,USD,false,AsOf2024-12-31,0000923601,,,2024-12-31,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations_2024-12-31,2024-12-31,xbrl
Fact000731,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,6703000.0,USD,false,AsOf2023-12-31,0000923601,,,2023-12-31,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations_2023-12-31,2023-12-31,xbrl
Fact000733,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,1134000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations_2025-06-30,2025-06-30,xbrl
Fact000734,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,1245000.0,USD,false,AsOf2024-06-30,0000923601,,,2024-06-30,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations_2024-06-30,2024-06-30,xbrl
Fact000770,NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationSharesIssued1,119742.0,Shares,false,From2025-05-022025-05-02_custom_SemiCabIncMember_custom_EquityPurchaseAgreementMember,0000923601,2025-05-02,2025-05-02,,us-gaap,NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationSharesIssued1,us-gaap:NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationSharesIssued1_2025-05-02,2025-05-02,xbrl
Fact000844,OtherFiniteLivedIntangibleAssetsGross,325000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,OtherFiniteLivedIntangibleAssetsGross,us-gaap:OtherFiniteLivedIntangibleAssetsGross_2025-06-30,2025-06-30,xbrl
Fact000845,OtherFiniteLivedIntangibleAssetsGross,325000.0,USD,false,AsOf2024-12-31,0000923601,,,2024-12-31,us-gaap,OtherFiniteLivedIntangibleAssetsGross,us-gaap:OtherFiniteLivedIntangibleAssetsGross_2024-12-31,2024-12-31,xbrl
Fact000851,FiniteLivedIntangibleAssetsGross,375000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,FiniteLivedIntangibleAssetsGross,us-gaap:FiniteLivedIntangibleAssetsGross_2025-06-30,2025-06-30,xbrl
Fact000852,FiniteLivedIntangibleAssetsGross,375000.0,USD,false,AsOf2024-12-31,0000923601,,,2024-12-31,us-gaap,FiniteLivedIntangibleAssetsGross,us-gaap:FiniteLivedIntangibleAssetsGross_2024-12-31,2024-12-31,xbrl
Fact000854,FiniteLivedIntangibleAssetsAccumulatedAmortization,60000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap:FiniteLivedIntangibleAssetsAccumulatedAmortization_2025-06-30,2025-06-30,xbrl
Fact000855,FiniteLivedIntangibleAssetsAccumulatedAmortization,30000.0,USD,false,AsOf2024-12-31,0000923601,,,2024-12-31,us-gaap,FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap:FiniteLivedIntangibleAssetsAccumulatedAmortization_2024-12-31,2024-12-31,xbrl
Fact000860,OtherDepreciationAndAmortization,17000.0,USD,false,From2025-04-012025-06-30,0000923601,2025-04-01,2025-06-30,,us-gaap,OtherDepreciationAndAmortization,us-gaap:OtherDepreciationAndAmortization_2025-06-30,2025-06-30,xbrl
Fact000862,OtherDepreciationAndAmortization,32000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,OtherDepreciationAndAmortization,us-gaap:OtherDepreciationAndAmortization_2025-06-30,2025-06-30,xbrl
Fact000878,InterestExpense,15000.0,USD,false,From2025-04-012025-06-30_us-gaap_RelatedPartyMember,0000923601,2025-04-01,2025-06-30,,us-gaap,InterestExpense,us-gaap:InterestExpense_2025-06-30,2025-06-30,xbrl
Fact000880,InterestExpense,31000.0,USD,false,From2025-01-012025-06-30_us-gaap_RelatedPartyMember,0000923601,2025-01-01,2025-06-30,,us-gaap,InterestExpense,us-gaap:InterestExpense_2025-06-30,2025-06-30,xbrl
Fact000973,AccruedLiabilitiesCurrentAndNoncurrent,325000.0,USD,false,AsOf2024-12-31,0000923601,,,2024-12-31,us-gaap,AccruedLiabilitiesCurrentAndNoncurrent,us-gaap:AccruedLiabilitiesCurrentAndNoncurrent_2024-12-31,2024-12-31,xbrl
Fact001001,AccruedLiabilitiesCurrentAndNoncurrent,509119.0,USD,false,AsOf2025-06-30_custom_BlueYonderIncMember,0000923601,,,2025-06-30,us-gaap,AccruedLiabilitiesCurrentAndNoncurrent,us-gaap:AccruedLiabilitiesCurrentAndNoncurrent_2025-06-30,2025-06-30,xbrl
Fact001007,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,1667.0,Shares,false,AsOf2025-06-30_custom_TwoThousandTwentyTwoPlanMember,0000923601,,,2025-06-30,us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized_2025-06-30,2025-06-30,xbrl
Fact001009,ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,1183.0,Shares,false,From2025-01-012025-06-30_custom_TwoThousandTwentyTwoPlanMember,0000923601,2025-01-01,2025-06-30,,us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod_2025-06-30,2025-06-30,xbrl
Fact001011,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,484.0,Shares,false,AsOf2025-06-30_custom_TwoThousandTwentyTwoPlanMember,0000923601,,,2025-06-30,us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant_2025-06-30,2025-06-30,xbrl
Fact001013,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,60000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,us-gaap:EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions_2025-06-30,2025-06-30,xbrl
Fact001073,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,484.0,Shares,false,From2025-04-012025-06-30_us-gaap_EmployeeStockOptionMember,0000923601,2025-04-01,2025-06-30,,us-gaap,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap:AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount_2025-06-30,2025-06-30,xbrl
Fact001075,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,484.0,Shares,false,From2025-01-012025-06-30_us-gaap_EmployeeStockOptionMember,0000923601,2025-01-01,2025-06-30,,us-gaap,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap:AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount_2025-06-30,2025-06-30,xbrl
Fact001081,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,543.0,Shares,false,From2024-04-012024-06-30_us-gaap_EmployeeStockOptionMember,0000923601,2024-04-01,2024-06-30,,us-gaap,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap:AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount_2024-06-30,2024-06-30,xbrl
Fact001083,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,543.0,Shares,false,From2024-01-012024-06-30_us-gaap_EmployeeStockOptionMember,0000923601,2024-01-01,2024-06-30,,us-gaap,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap:AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount_2024-06-30,2024-06-30,xbrl
Fact001132,InterestExpenseLongTermDebt,11000.0,USD,false,From2025-06-172025-06-17_custom_SecuritiesPurchaseAgreementMember_custom_ThousandEightHundredDiagonalLendingLLCMember,0000923601,2025-06-17,2025-06-17,,us-gaap,InterestExpenseLongTermDebt,us-gaap:InterestExpenseLongTermDebt_2025-06-17,2025-06-17,xbrl
Fact001276,IncomeTaxExpenseBenefit,52000.0,USD,false,From2025-04-012025-06-30_us-gaap_DomesticCountryMember,0000923601,2025-04-01,2025-06-30,,us-gaap,IncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit_2025-06-30,2025-06-30,xbrl
Fact001278,IncomeTaxExpenseBenefit,52000.0,USD,false,From2025-01-012025-06-30_us-gaap_DomesticCountryMember,0000923601,2025-01-01,2025-06-30,,us-gaap,IncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit_2025-06-30,2025-06-30,xbrl
Fact001284,Revenues,1564000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,Revenues,us-gaap:Revenues_2025-06-30,2025-06-30,xbrl
Fact001287,Revenues,2440000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,Revenues,us-gaap:Revenues_2024-06-30,2024-06-30,xbrl
Fact001290,Revenues,3434000.0,USD,false,From2025-01-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-01-01,2025-06-30,,us-gaap,Revenues,us-gaap:Revenues_2025-06-30,2025-06-30,xbrl
Fact001293,Revenues,4866000.0,USD,false,From2024-01-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-01-01,2024-06-30,,us-gaap,Revenues,us-gaap:Revenues_2024-06-30,2024-06-30,xbrl
Fact001297,CostOfRevenue,270000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,CostOfRevenue,us-gaap:CostOfRevenue_2025-06-30,2025-06-30,xbrl
Fact001300,CostOfRevenue,2116000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,CostOfRevenue,us-gaap:CostOfRevenue_2024-06-30,2024-06-30,xbrl
Fact001303,CostOfRevenue,1634000.0,USD,false,From2025-01-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-01-01,2025-06-30,,us-gaap,CostOfRevenue,us-gaap:CostOfRevenue_2025-06-30,2025-06-30,xbrl
Fact001306,CostOfRevenue,4040000.0,USD,false,From2024-01-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-01-01,2024-06-30,,us-gaap,CostOfRevenue,us-gaap:CostOfRevenue_2024-06-30,2024-06-30,xbrl
Fact001336,DepreciationAndAmortization,28000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,DepreciationAndAmortization,us-gaap:DepreciationAndAmortization_2025-06-30,2025-06-30,xbrl
Fact001339,DepreciationAndAmortization,54000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,DepreciationAndAmortization,us-gaap:DepreciationAndAmortization_2024-06-30,2024-06-30,xbrl
Fact001362,ShareBasedCompensation,38000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,ShareBasedCompensation,us-gaap:ShareBasedCompensation_2025-06-30,2025-06-30,xbrl
Fact001365,ShareBasedCompensation,17000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,ShareBasedCompensation,us-gaap:ShareBasedCompensation_2024-06-30,2024-06-30,xbrl
Fact001417,InterestExpense,17000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,InterestExpense,us-gaap:InterestExpense_2024-06-30,2024-06-30,xbrl
Fact001423,InterestExpense,45000.0,USD,false,From2024-01-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-01-01,2024-06-30,,us-gaap,InterestExpense,us-gaap:InterestExpense_2024-06-30,2024-06-30,xbrl
Fact001453,NetIncomeLoss,310000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,NetIncomeLoss,us-gaap:NetIncomeLoss_2025-06-30,2025-06-30,xbrl
Fact001456,NetIncomeLoss,6119000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,NetIncomeLoss,us-gaap:NetIncomeLoss_2024-06-30,2024-06-30,xbrl
Fact001459,NetIncomeLoss,8467000.0,USD,false,From2025-01-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-01-01,2025-06-30,,us-gaap,NetIncomeLoss,us-gaap:NetIncomeLoss_2025-06-30,2025-06-30,xbrl
Fact001462,NetIncomeLoss,8486000.0,USD,false,From2024-01-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-01-01,2024-06-30,,us-gaap,NetIncomeLoss,us-gaap:NetIncomeLoss_2024-06-30,2024-06-30,xbrl
Fact001472,Assets,12367000.0,USD,false,AsOf2024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,,,2024-06-30,us-gaap,Assets,us-gaap:Assets_2024-06-30,2024-06-30,xbrl
Fact001669,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,2008000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt_2025-05-02,2025-05-02,xbrl
Fact001673,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,593000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents_2025-05-02,2025-05-02,xbrl
Fact001675,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,319000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables_2025-05-02,2025-05-02,xbrl
Fact001677,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,377000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets_2025-05-02,2025-05-02,xbrl
Fact001679,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,11000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment_2025-05-02,2025-05-02,xbrl
Fact001681,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,489000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets_2025-05-02,2025-05-02,xbrl
Fact001683,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,372000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable_2025-05-02,2025-05-02,xbrl
Fact001685,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,975000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther_2025-05-02,2025-05-02,xbrl
Fact001687,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,442000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet_2025-05-02,2025-05-02,xbrl
Fact001689,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,3632000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet_2025-05-02,2025-05-02,xbrl
Fact001693,BusinessAcquisitionsProFormaRevenue,7438000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,BusinessAcquisitionsProFormaRevenue,us-gaap:BusinessAcquisitionsProFormaRevenue_2025-06-30,2025-06-30,xbrl
Fact001694,BusinessAcquisitionsProFormaRevenue,6135000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,BusinessAcquisitionsProFormaRevenue,us-gaap:BusinessAcquisitionsProFormaRevenue_2024-06-30,2024-06-30,xbrl
Fact001699,BusinessAcquisitionsProFormaNetIncomeLoss,11313000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,BusinessAcquisitionsProFormaNetIncomeLoss,us-gaap:BusinessAcquisitionsProFormaNetIncomeLoss_2025-06-30,2025-06-30,xbrl
Fact001700,BusinessAcquisitionsProFormaNetIncomeLoss,8735000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,BusinessAcquisitionsProFormaNetIncomeLoss,us-gaap:BusinessAcquisitionsProFormaNetIncomeLoss_2024-06-30,2024-06-30,xbrl
Fact001723,Cash,6703000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,Cash,us-gaap:Cash_2023-12-31,2023-12-31,xbrl
