Element_Name,Fact_ID,Value,Unit,Is_Null,Context_Ref,Entity_ID,Period_Start,Period_End,Instant_Date,Taxonomy_Prefix,Element_Local_Name,Combined_Element_Name,Date_Part,Data_Type,Trend
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,Fact001011,484.0,Shares,false,AsOf2025-06-30_custom_TwoThousandTwentyTwoPlanMember,0000923601,,,2025-06-30 00:00:00,us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant_2025-06-30,2025-06-30,xbrl,167.0
SharesOutstanding,Fact000391,2514571.0,Shares,false,AsOf2025-06-30_us-gaap_CommonStockMember,0000923601,,,2025-06-30 00:00:00,us-gaap,SharesOutstanding,us-gaap:SharesOutstanding_2025-06-30,2025-06-30,xbrl,2498734.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Fact000207,2810000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30 00:00:00,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest_2025-06-30,2025-06-30,xbrl,-27038000.0
technology,0000,76.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
software,0000,21.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
ai,0000,72.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
machine learning,0000,13.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
cloud,0000,6.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
saas,0000,5.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
platform,0000,17.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
digital,0000,4.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
data,0000,38.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
analytics,0000,2.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
algorithm,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
automation,0000,1.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
blockchain,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
cryptocurrency,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
cybersecurity,0000,4.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
subscription,0000,25.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
recurring,0000,10.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
e-commerce,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
mobile,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
app,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
virtual,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
healthcare,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
biotech,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
pharmaceutical,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
medical,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
clinical,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
energy,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
renewable,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
solar,0000,2.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
electric,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
battery,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
real estate,0000,0.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
logistics,0000,50.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
transportation,0000,67.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
automotive,0000,1.0,count,false,frequency,0000,,,,custom,keyword_frequency,,,keyword,
