Fact_ID,Element_Name,Value,Unit,Is_Null,Context_Ref,Entity_ID,Period_Start,Period_End,Instant_Date,Taxonomy_Prefix,Element_Local_Name,Combined_Element_Name,Date_Part,Data_Type,Trend
Fact000338,WeightedAverageNumberOfSharesOutstandingBasic,32090.0,Shares,false,From2024-04-012024-06-30,0000923601,2024-04-01,2024-06-30,,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap:WeightedAverageNumberOfSharesOutstandingBasic_2024-06-30,2024-06-30,xbrl,-2448141.0
Fact000340,WeightedAverageNumberOfDilutedSharesOutstanding,32090.0,Shares,false,From2024-04-012024-06-30,0000923601,2024-04-01,2024-06-30,,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap:WeightedAverageNumberOfDilutedSharesOutstanding_2024-06-30,2024-06-30,xbrl,-2448141.0
Fact000342,WeightedAverageNumberOfSharesOutstandingBasic,2224047.0,Shares,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap:WeightedAverageNumberOfSharesOutstandingBasic_2025-06-30,2025-06-30,xbrl,-2448141.0
Fact000344,WeightedAverageNumberOfDilutedSharesOutstanding,2224047.0,Shares,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap:WeightedAverageNumberOfDilutedSharesOutstanding_2025-06-30,2025-06-30,xbrl,-2448141.0
Fact000346,WeightedAverageNumberOfSharesOutstandingBasic,32090.0,Shares,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap:WeightedAverageNumberOfSharesOutstandingBasic_2024-06-30,2024-06-30,xbrl,-2448141.0
Fact000348,WeightedAverageNumberOfDilutedSharesOutstanding,32090.0,Shares,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap:WeightedAverageNumberOfDilutedSharesOutstanding_2024-06-30,2024-06-30,xbrl,-2448141.0
Fact000367,StockGrantedDuringPeriodValueSharebasedCompensation,38000.0,USD,false,From2025-04-012025-06-30_us-gaap_AdditionalPaidInCapitalMember,0000923601,2025-04-01,2025-06-30,,us-gaap,StockGrantedDuringPeriodValueSharebasedCompensation,us-gaap:StockGrantedDuringPeriodValueSharebasedCompensation_2025-06-30,2025-06-30,xbrl,592000.0
Fact000410,StockGrantedDuringPeriodValueSharebasedCompensation,17000.0,USD,false,From2024-04-012024-06-30_us-gaap_AdditionalPaidInCapitalMember,0000923601,2024-04-01,2024-06-30,,us-gaap,StockGrantedDuringPeriodValueSharebasedCompensation,us-gaap:StockGrantedDuringPeriodValueSharebasedCompensation_2024-06-30,2024-06-30,xbrl,592000.0
Fact000457,StockIssuedDuringPeriodSharesShareBasedCompensation,23818.0,Shares,false,From2025-01-012025-06-30_us-gaap_CommonStockMember,0000923601,2025-01-01,2025-06-30,,us-gaap,StockIssuedDuringPeriodSharesShareBasedCompensation,us-gaap:StockIssuedDuringPeriodSharesShareBasedCompensation_2025-06-30,2025-06-30,xbrl,-18719.0
Fact000451,StockGrantedDuringPeriodValueSharebasedCompensation,47000.0,USD,false,From2025-01-012025-06-30_us-gaap_AdditionalPaidInCapitalMember,0000923601,2025-01-01,2025-06-30,,us-gaap,StockGrantedDuringPeriodValueSharebasedCompensation,us-gaap:StockGrantedDuringPeriodValueSharebasedCompensation_2025-06-30,2025-06-30,xbrl,592000.0
Fact000544,StockGrantedDuringPeriodValueSharebasedCompensation,36000.0,USD,false,From2024-01-012024-06-30_us-gaap_AdditionalPaidInCapitalMember,0000923601,2024-01-01,2024-06-30,,us-gaap,StockGrantedDuringPeriodValueSharebasedCompensation,us-gaap:StockGrantedDuringPeriodValueSharebasedCompensation_2024-06-30,2024-06-30,xbrl,592000.0
Fact000577,DepreciationAndAmortization,96000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,DepreciationAndAmortization,us-gaap:DepreciationAndAmortization_2025-06-30,2025-06-30,xbrl,191000.0
Fact000578,DepreciationAndAmortization,125000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,DepreciationAndAmortization,us-gaap:DepreciationAndAmortization_2024-06-30,2024-06-30,xbrl,191000.0
Fact000607,InventoryWriteDown,4000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,InventoryWriteDown,us-gaap:InventoryWriteDown_2025-06-30,2025-06-30,xbrl,1794000.0
Fact000625,ShareBasedCompensation,47000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,ShareBasedCompensation,us-gaap:ShareBasedCompensation_2025-06-30,2025-06-30,xbrl,63000.0
Fact000626,ShareBasedCompensation,36000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,ShareBasedCompensation,us-gaap:ShareBasedCompensation_2024-06-30,2024-06-30,xbrl,63000.0
Fact000634,IncreaseDecreaseInAccountsReceivable,2372000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,IncreaseDecreaseInAccountsReceivable,us-gaap:IncreaseDecreaseInAccountsReceivable_2025-06-30,2025-06-30,xbrl,2869000.0
Fact000635,IncreaseDecreaseInAccountsReceivable,4945000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,IncreaseDecreaseInAccountsReceivable,us-gaap:IncreaseDecreaseInAccountsReceivable_2024-06-30,2024-06-30,xbrl,2869000.0
Fact000640,IncreaseDecreaseInAccountsReceivableRelatedParties,88000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,IncreaseDecreaseInAccountsReceivableRelatedParties,us-gaap:IncreaseDecreaseInAccountsReceivableRelatedParties_2025-06-30,2025-06-30,xbrl,-58000.0
Fact000641,IncreaseDecreaseInAccountsReceivableRelatedParties,145000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,IncreaseDecreaseInAccountsReceivableRelatedParties,us-gaap:IncreaseDecreaseInAccountsReceivableRelatedParties_2024-06-30,2024-06-30,xbrl,-58000.0
Fact000646,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,722000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap:IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets_2025-06-30,2025-06-30,xbrl,-507000.0
Fact000647,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,69000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap:IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets_2024-06-30,2024-06-30,xbrl,-507000.0
Fact000649,IncreaseDecreaseInOtherNoncurrentAssets,523000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,IncreaseDecreaseInOtherNoncurrentAssets,us-gaap:IncreaseDecreaseInOtherNoncurrentAssets_2025-06-30,2025-06-30,xbrl,-447000.0
Fact000650,IncreaseDecreaseInOtherNoncurrentAssets,64000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,IncreaseDecreaseInOtherNoncurrentAssets,us-gaap:IncreaseDecreaseInOtherNoncurrentAssets_2024-06-30,2024-06-30,xbrl,-447000.0
Fact000655,IncreaseDecreaseInAccruedLiabilities,1147000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,IncreaseDecreaseInAccruedLiabilities,us-gaap:IncreaseDecreaseInAccruedLiabilities_2025-06-30,2025-06-30,xbrl,-799000.0
Fact000656,IncreaseDecreaseInAccruedLiabilities,771000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,IncreaseDecreaseInAccruedLiabilities,us-gaap:IncreaseDecreaseInAccruedLiabilities_2024-06-30,2024-06-30,xbrl,-799000.0
Fact000667,IncreaseDecreaseInOtherCurrentLiabilities,83000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,IncreaseDecreaseInOtherCurrentLiabilities,us-gaap:IncreaseDecreaseInOtherCurrentLiabilities_2025-06-30,2025-06-30,xbrl,198000.0
Fact000668,IncreaseDecreaseInOtherCurrentLiabilities,281000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,IncreaseDecreaseInOtherCurrentLiabilities,us-gaap:IncreaseDecreaseInOtherCurrentLiabilities_2024-06-30,2024-06-30,xbrl,198000.0
Fact000670,NetCashProvidedByUsedInOperatingActivities,5436000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,NetCashProvidedByUsedInOperatingActivities,us-gaap:NetCashProvidedByUsedInOperatingActivities_2025-06-30,2025-06-30,xbrl,-5025000.0
Fact000671,NetCashProvidedByUsedInOperatingActivities,5410000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,NetCashProvidedByUsedInOperatingActivities,us-gaap:NetCashProvidedByUsedInOperatingActivities_2024-06-30,2024-06-30,xbrl,-5025000.0
Fact000691,CashAcquiredFromAcquisition,593000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,CashAcquiredFromAcquisition,us-gaap:CashAcquiredFromAcquisition_2025-06-30,2025-06-30,xbrl,0.0
Fact000697,NetCashProvidedByUsedInInvestingActivities,1359000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,NetCashProvidedByUsedInInvestingActivities,us-gaap:NetCashProvidedByUsedInInvestingActivities_2025-06-30,2025-06-30,xbrl,-1345000.0
Fact000698,NetCashProvidedByUsedInInvestingActivities,6000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,NetCashProvidedByUsedInInvestingActivities,us-gaap:NetCashProvidedByUsedInInvestingActivities_2024-06-30,2024-06-30,xbrl,-1345000.0
Fact000724,NetCashProvidedByUsedInFinancingActivities,379000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,NetCashProvidedByUsedInFinancingActivities,us-gaap:NetCashProvidedByUsedInFinancingActivities_2025-06-30,2025-06-30,xbrl,3032000.0
Fact000725,NetCashProvidedByUsedInFinancingActivities,42000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,NetCashProvidedByUsedInFinancingActivities,us-gaap:NetCashProvidedByUsedInFinancingActivities_2024-06-30,2024-06-30,xbrl,3032000.0
Fact000727,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,6416000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect_2025-06-30,2025-06-30,xbrl,-2608000.0
Fact000728,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,5458000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect_2024-06-30,2024-06-30,xbrl,-2608000.0
Fact000770,NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationSharesIssued1,119742.0,Shares,false,From2025-05-022025-05-02_custom_SemiCabIncMember_custom_EquityPurchaseAgreementMember,0000923601,2025-05-02,2025-05-02,,us-gaap,NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationSharesIssued1,us-gaap:NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationSharesIssued1_2025-05-02,2025-05-02,xbrl,0.0
Fact000860,OtherDepreciationAndAmortization,17000.0,USD,false,From2025-04-012025-06-30,0000923601,2025-04-01,2025-06-30,,us-gaap,OtherDepreciationAndAmortization,us-gaap:OtherDepreciationAndAmortization_2025-06-30,2025-06-30,xbrl,13000.0
Fact000862,OtherDepreciationAndAmortization,32000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,OtherDepreciationAndAmortization,us-gaap:OtherDepreciationAndAmortization_2025-06-30,2025-06-30,xbrl,13000.0
Fact000878,InterestExpense,15000.0,USD,false,From2025-04-012025-06-30_us-gaap_RelatedPartyMember,0000923601,2025-04-01,2025-06-30,,us-gaap,InterestExpense,us-gaap:InterestExpense_2025-06-30,2025-06-30,xbrl,284000.0
Fact000880,InterestExpense,31000.0,USD,false,From2025-01-012025-06-30_us-gaap_RelatedPartyMember,0000923601,2025-01-01,2025-06-30,,us-gaap,InterestExpense,us-gaap:InterestExpense_2025-06-30,2025-06-30,xbrl,284000.0
Fact001009,ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,1183.0,Shares,false,From2025-01-012025-06-30_custom_TwoThousandTwentyTwoPlanMember,0000923601,2025-01-01,2025-06-30,,us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod_2025-06-30,2025-06-30,xbrl,0.0
Fact001073,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,484.0,Shares,false,From2025-04-012025-06-30_us-gaap_EmployeeStockOptionMember,0000923601,2025-04-01,2025-06-30,,us-gaap,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap:AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount_2025-06-30,2025-06-30,xbrl,85.0
Fact001075,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,484.0,Shares,false,From2025-01-012025-06-30_us-gaap_EmployeeStockOptionMember,0000923601,2025-01-01,2025-06-30,,us-gaap,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap:AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount_2025-06-30,2025-06-30,xbrl,85.0
Fact001081,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,543.0,Shares,false,From2024-04-012024-06-30_us-gaap_EmployeeStockOptionMember,0000923601,2024-04-01,2024-06-30,,us-gaap,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap:AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount_2024-06-30,2024-06-30,xbrl,85.0
Fact001083,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,543.0,Shares,false,From2024-01-012024-06-30_us-gaap_EmployeeStockOptionMember,0000923601,2024-01-01,2024-06-30,,us-gaap,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap:AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount_2024-06-30,2024-06-30,xbrl,85.0
Fact001132,InterestExpenseLongTermDebt,11000.0,USD,false,From2025-06-172025-06-17_custom_SecuritiesPurchaseAgreementMember_custom_ThousandEightHundredDiagonalLendingLLCMember,0000923601,2025-06-17,2025-06-17,,us-gaap,InterestExpenseLongTermDebt,us-gaap:InterestExpenseLongTermDebt_2025-06-17,2025-06-17,xbrl,0.0
Fact001276,IncomeTaxExpenseBenefit,52000.0,USD,false,From2025-04-012025-06-30_us-gaap_DomesticCountryMember,0000923601,2025-04-01,2025-06-30,,us-gaap,IncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit_2025-06-30,2025-06-30,xbrl,0.0
Fact001278,IncomeTaxExpenseBenefit,52000.0,USD,false,From2025-01-012025-06-30_us-gaap_DomesticCountryMember,0000923601,2025-01-01,2025-06-30,,us-gaap,IncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit_2025-06-30,2025-06-30,xbrl,0.0
Fact001284,Revenues,1564000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,Revenues,us-gaap:Revenues_2025-06-30,2025-06-30,xbrl,27634000.0
Fact001287,Revenues,2440000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,Revenues,us-gaap:Revenues_2024-06-30,2024-06-30,xbrl,27634000.0
Fact001290,Revenues,3434000.0,USD,false,From2025-01-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-01-01,2025-06-30,,us-gaap,Revenues,us-gaap:Revenues_2025-06-30,2025-06-30,xbrl,27634000.0
Fact001293,Revenues,4866000.0,USD,false,From2024-01-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-01-01,2024-06-30,,us-gaap,Revenues,us-gaap:Revenues_2024-06-30,2024-06-30,xbrl,27634000.0
Fact001297,CostOfRevenue,270000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,CostOfRevenue,us-gaap:CostOfRevenue_2025-06-30,2025-06-30,xbrl,22738000.0
Fact001300,CostOfRevenue,2116000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,CostOfRevenue,us-gaap:CostOfRevenue_2024-06-30,2024-06-30,xbrl,22738000.0
Fact001303,CostOfRevenue,1634000.0,USD,false,From2025-01-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-01-01,2025-06-30,,us-gaap,CostOfRevenue,us-gaap:CostOfRevenue_2025-06-30,2025-06-30,xbrl,22738000.0
Fact001306,CostOfRevenue,4040000.0,USD,false,From2024-01-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-01-01,2024-06-30,,us-gaap,CostOfRevenue,us-gaap:CostOfRevenue_2024-06-30,2024-06-30,xbrl,22738000.0
Fact001336,DepreciationAndAmortization,28000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,DepreciationAndAmortization,us-gaap:DepreciationAndAmortization_2025-06-30,2025-06-30,xbrl,191000.0
Fact001339,DepreciationAndAmortization,54000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,DepreciationAndAmortization,us-gaap:DepreciationAndAmortization_2024-06-30,2024-06-30,xbrl,191000.0
Fact001362,ShareBasedCompensation,38000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,ShareBasedCompensation,us-gaap:ShareBasedCompensation_2025-06-30,2025-06-30,xbrl,63000.0
Fact001365,ShareBasedCompensation,17000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,ShareBasedCompensation,us-gaap:ShareBasedCompensation_2024-06-30,2024-06-30,xbrl,63000.0
Fact001417,InterestExpense,17000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,InterestExpense,us-gaap:InterestExpense_2024-06-30,2024-06-30,xbrl,284000.0
Fact001423,InterestExpense,45000.0,USD,false,From2024-01-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-01-01,2024-06-30,,us-gaap,InterestExpense,us-gaap:InterestExpense_2024-06-30,2024-06-30,xbrl,284000.0
Fact001453,NetIncomeLoss,310000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,NetIncomeLoss,us-gaap:NetIncomeLoss_2025-06-30,2025-06-30,xbrl,6088000.0
Fact001456,NetIncomeLoss,6119000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,NetIncomeLoss,us-gaap:NetIncomeLoss_2024-06-30,2024-06-30,xbrl,6088000.0
Fact001459,NetIncomeLoss,8467000.0,USD,false,From2025-01-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-01-01,2025-06-30,,us-gaap,NetIncomeLoss,us-gaap:NetIncomeLoss_2025-06-30,2025-06-30,xbrl,6088000.0
Fact001462,NetIncomeLoss,8486000.0,USD,false,From2024-01-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-01-01,2024-06-30,,us-gaap,NetIncomeLoss,us-gaap:NetIncomeLoss_2024-06-30,2024-06-30,xbrl,6088000.0
Fact001693,BusinessAcquisitionsProFormaRevenue,7438000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,BusinessAcquisitionsProFormaRevenue,us-gaap:BusinessAcquisitionsProFormaRevenue_2025-06-30,2025-06-30,xbrl,-1303000.0
Fact001694,BusinessAcquisitionsProFormaRevenue,6135000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,BusinessAcquisitionsProFormaRevenue,us-gaap:BusinessAcquisitionsProFormaRevenue_2024-06-30,2024-06-30,xbrl,-1303000.0
Fact001699,BusinessAcquisitionsProFormaNetIncomeLoss,11313000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,BusinessAcquisitionsProFormaNetIncomeLoss,us-gaap:BusinessAcquisitionsProFormaNetIncomeLoss_2025-06-30,2025-06-30,xbrl,-2578000.0
Fact001700,BusinessAcquisitionsProFormaNetIncomeLoss,8735000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,BusinessAcquisitionsProFormaNetIncomeLoss,us-gaap:BusinessAcquisitionsProFormaNetIncomeLoss_2024-06-30,2024-06-30,xbrl,-2578000.0
Fact001881,RevenueFromContractWithCustomerExcludingAssessedTax,23494000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax_2024-12-31,2024-12-31,xbrl,26482000.0
Fact001882,RevenueFromContractWithCustomerExcludingAssessedTax,29198000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax_2023-12-31,2023-12-31,xbrl,26482000.0
Fact001884,CostOfGoodsAndServicesSold,18713000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,CostOfGoodsAndServicesSold,us-gaap:CostOfGoodsAndServicesSold_2024-12-31,2024-12-31,xbrl,21246000.0
Fact001885,CostOfGoodsAndServicesSold,23008000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,CostOfGoodsAndServicesSold,us-gaap:CostOfGoodsAndServicesSold_2023-12-31,2023-12-31,xbrl,21246000.0
Fact001887,GrossProfit,4781000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,GrossProfit,us-gaap:GrossProfit_2024-12-31,2024-12-31,xbrl,5236000.0
Fact001888,GrossProfit,6190000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,GrossProfit,us-gaap:GrossProfit_2023-12-31,2023-12-31,xbrl,5236000.0
Fact001905,OperatingIncomeLoss,13925000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,OperatingIncomeLoss,us-gaap:OperatingIncomeLoss_2024-12-31,2024-12-31,xbrl,5361000.0
Fact001906,OperatingIncomeLoss,6143000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,OperatingIncomeLoss,us-gaap:OperatingIncomeLoss_2023-12-31,2023-12-31,xbrl,5361000.0
Fact001923,NonoperatingIncomeExpense,10442000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NonoperatingIncomeExpense,us-gaap:NonoperatingIncomeExpense_2024-12-31,2024-12-31,xbrl,228000.0
Fact001924,NonoperatingIncomeExpense,255000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,NonoperatingIncomeExpense,us-gaap:NonoperatingIncomeExpense_2023-12-31,2023-12-31,xbrl,228000.0
Fact001935,NetIncomeLossAttributableToNoncontrollingInterest,1110000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap:NetIncomeLossAttributableToNoncontrollingInterest_2024-12-31,2024-12-31,xbrl,886000.0
Fact001938,NetIncomeLossAvailableToCommonStockholdersBasic,23257000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap:NetIncomeLossAvailableToCommonStockholdersBasic_2024-12-31,2024-12-31,xbrl,5813000.0
Fact001939,NetIncomeLossAvailableToCommonStockholdersBasic,6398000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap:NetIncomeLossAvailableToCommonStockholdersBasic_2023-12-31,2023-12-31,xbrl,5813000.0
Fact001941,EarningsPerShareBasic,353.87,USDPShares,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,EarningsPerShareBasic,us-gaap:EarningsPerShareBasic_2024-12-31,2024-12-31,xbrl,262.8
Fact001943,EarningsPerShareDiluted,353.87,USDPShares,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,EarningsPerShareDiluted,us-gaap:EarningsPerShareDiluted_2024-12-31,2024-12-31,xbrl,262.8
