Fact_ID,Element_Name,Value,Unit,Is_Null,Context_Ref,Entity_ID,Period_Start,Period_End,Instant_Date,Taxonomy_Prefix,Element_Local_Name,Combined_Element_Name,Date_Part,Data_Type,Trend
Fact002995,DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,1426000.0,USD,false,AsOf2024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2024-12-31,us-gaap,DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal_2024-12-31,2024-12-31,xbrl,957000.0
Fact000211,LiabilitiesAndStockholdersEquity,18302000.0,USD,false,AsOf2024-12-31,0000923601,,,2024-12-31,us-gaap,LiabilitiesAndStockholdersEquity,us-gaap:LiabilitiesAndStockholdersEquity_2024-12-31,2024-12-31,xbrl,-15020000.0
Fact002992,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,4085000.0,USD,false,AsOf2024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2024-12-31,us-gaap,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsDomestic_2024-12-31,2024-12-31,xbrl,2794000.0
Fact002672,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,33000.0,USD,false,AsOf2024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2024-12-31,us-gaap,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,us-gaap:EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions_2024-12-31,2024-12-31,xbrl,27000.0
Fact000208,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,10521000.0,USD,false,AsOf2024-12-31,0000923601,,,2024-12-31,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest_2024-12-31,2024-12-31,xbrl,-27038000.0
Fact002658,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,317.0,Shares,false,AsOf2024-12-31_custom_TwoThousandTwentyTwoPlanMember_srt_ScenarioPreviouslyReportedMember,0000923601,,,2024-12-31,us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant_2024-12-31,2024-12-31,xbrl,167.0
Fact002654,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,1500.0,Shares,false,AsOf2024-12-31_custom_TwoThousandTwentyTwoPlanMember_srt_ScenarioPreviouslyReportedMember,0000923601,,,2024-12-31,us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized_2024-12-31,2024-12-31,xbrl,167.0
Fact003022,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,20000.0,USD,false,AsOf2024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2024-12-31,us-gaap,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals_2024-12-31,2024-12-31,xbrl,12000.0
Fact000195,RetainedEarningsAccumulatedDeficit,49172000.0,USD,false,AsOf2024-12-31,0000923601,,,2024-12-31,us-gaap,RetainedEarningsAccumulatedDeficit,us-gaap:RetainedEarningsAccumulatedDeficit_2024-12-31,2024-12-31,xbrl,33033000.0
Fact000730,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,7550000.0,USD,false,AsOf2024-12-31,0000923601,,,2024-12-31,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations_2024-12-31,2024-12-31,xbrl,-1761000.0
Fact000350,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,24000.0,USD,false,AsOf2025-03-31_us-gaap_CommonStockMember,0000923601,,,2025-03-31,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest_2025-03-31,2025-03-31,xbrl,-27038000.0
Fact000357,SharesOutstanding,2394829.0,Shares,false,AsOf2025-03-31_us-gaap_CommonStockMember,0000923601,,,2025-03-31,us-gaap,SharesOutstanding,us-gaap:SharesOutstanding_2025-03-31,2025-03-31,xbrl,2498734.0
Fact001675,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,319000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables_2025-05-02,2025-05-02,xbrl,126000.0
Fact001687,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,442000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet_2025-05-02,2025-05-02,xbrl,-2953000.0
Fact001685,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,975000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther_2025-05-02,2025-05-02,xbrl,0.0
Fact001683,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,372000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable_2025-05-02,2025-05-02,xbrl,-2307000.0
Fact001681,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,489000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets_2025-05-02,2025-05-02,xbrl,475000.0
Fact001679,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,11000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment_2025-05-02,2025-05-02,xbrl,8000.0
Fact001677,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,377000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets_2025-05-02,2025-05-02,xbrl,364000.0
Fact001673,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,593000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents_2025-05-02,2025-05-02,xbrl,576000.0
Fact001669,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,2008000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt_2025-05-02,2025-05-02,xbrl,0.0
Fact001689,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,3632000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet_2025-05-02,2025-05-02,xbrl,0.0
Fact000099,AccruedLiabilitiesCurrent,3295000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,AccruedLiabilitiesCurrent,us-gaap:AccruedLiabilitiesCurrent_2025-06-30,2025-06-30,xbrl,681000.0
Fact000087,Assets,12695000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,Assets,us-gaap:Assets_2025-06-30,2025-06-30,xbrl,-15020000.0
Fact000081,IntangibleAssetsNetExcludingGoodwill,315000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,IntangibleAssetsNetExcludingGoodwill,us-gaap:IntangibleAssetsNetExcludingGoodwill_2025-06-30,2025-06-30,xbrl,-30000.0
Fact000078,OtherAssetsNoncurrent,90000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,OtherAssetsNoncurrent,us-gaap:OtherAssetsNoncurrent_2025-06-30,2025-06-30,xbrl,-89000.0
Fact000060,InventoryNet,2733000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,InventoryNet,us-gaap:InventoryNet_2025-06-30,2025-06-30,xbrl,-4138000.0
Fact000066,PrepaidExpenseAndOtherAssetsCurrent,1219000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,PrepaidExpenseAndOtherAssetsCurrent,us-gaap:PrepaidExpenseAndOtherAssetsCurrent_2025-06-30,2025-06-30,xbrl,1083000.0
Fact000063,OtherAssetsCurrent,93000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,OtherAssetsCurrent,us-gaap:OtherAssetsCurrent_2025-06-30,2025-06-30,xbrl,-1826000.0
Fact000126,OtherLiabilitiesCurrent,62000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,OtherLiabilitiesCurrent,us-gaap:OtherLiabilitiesCurrent_2025-06-30,2025-06-30,xbrl,-97000.0
Fact000044,AccountsReceivableNet,2317000.0,USD,false,AsOf2025-06-30_us-gaap_NonrelatedPartyMember,0000923601,,,2025-06-30,us-gaap,AccountsReceivableNet,us-gaap:AccountsReceivableNet_2025-06-30,2025-06-30,xbrl,-4988920.0
Fact000047,AllowanceForDoubtfulAccountsReceivableCurrent,101000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap:AllowanceForDoubtfulAccountsReceivableCurrent_2025-06-30,2025-06-30,xbrl,-38182.0
Fact000069,AssetsCurrent,7620000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,AssetsCurrent,us-gaap:AssetsCurrent_2025-06-30,2025-06-30,xbrl,-15586000.0
Fact000129,LiabilitiesCurrent,9250000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,LiabilitiesCurrent,us-gaap:LiabilitiesCurrent_2025-06-30,2025-06-30,xbrl,-6959000.0
Fact000210,LiabilitiesAndStockholdersEquity,12695000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,LiabilitiesAndStockholdersEquity,us-gaap:LiabilitiesAndStockholdersEquity_2025-06-30,2025-06-30,xbrl,-15020000.0
Fact000185,CommonStockSharesOutstanding,2514571.0,Shares,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,CommonStockSharesOutstanding,us-gaap:CommonStockSharesOutstanding_2025-06-30,2025-06-30,xbrl,2482481.0
Fact000194,RetainedEarningsAccumulatedDeficit,58948000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,RetainedEarningsAccumulatedDeficit,us-gaap:RetainedEarningsAccumulatedDeficit_2025-06-30,2025-06-30,xbrl,33033000.0
Fact000207,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2810000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest_2025-06-30,2025-06-30,xbrl,-27038000.0
Fact000391,SharesOutstanding,2514571.0,Shares,false,AsOf2025-06-30_us-gaap_CommonStockMember,0000923601,,,2025-06-30,us-gaap,SharesOutstanding,us-gaap:SharesOutstanding_2025-06-30,2025-06-30,xbrl,2498734.0
Fact000733,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,1134000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations_2025-06-30,2025-06-30,xbrl,-1761000.0
Fact000844,OtherFiniteLivedIntangibleAssetsGross,325000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,OtherFiniteLivedIntangibleAssetsGross,us-gaap:OtherFiniteLivedIntangibleAssetsGross_2025-06-30,2025-06-30,xbrl,0.0
Fact000851,FiniteLivedIntangibleAssetsGross,375000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,FiniteLivedIntangibleAssetsGross,us-gaap:FiniteLivedIntangibleAssetsGross_2025-06-30,2025-06-30,xbrl,0.0
Fact000854,FiniteLivedIntangibleAssetsAccumulatedAmortization,60000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap:FiniteLivedIntangibleAssetsAccumulatedAmortization_2025-06-30,2025-06-30,xbrl,30000.0
Fact001001,AccruedLiabilitiesCurrentAndNoncurrent,509119.0,USD,false,AsOf2025-06-30_custom_BlueYonderIncMember,0000923601,,,2025-06-30,us-gaap,AccruedLiabilitiesCurrentAndNoncurrent,us-gaap:AccruedLiabilitiesCurrentAndNoncurrent_2025-06-30,2025-06-30,xbrl,184119.0
Fact001007,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,1667.0,Shares,false,AsOf2025-06-30_custom_TwoThousandTwentyTwoPlanMember,0000923601,,,2025-06-30,us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized_2025-06-30,2025-06-30,xbrl,167.0
Fact001011,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,484.0,Shares,false,AsOf2025-06-30_custom_TwoThousandTwentyTwoPlanMember,0000923601,,,2025-06-30,us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant_2025-06-30,2025-06-30,xbrl,167.0
Fact001013,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,60000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,us-gaap:EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions_2025-06-30,2025-06-30,xbrl,27000.0
Fact000144,Liabilities,9885000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,Liabilities,us-gaap:Liabilities_2025-06-30,2025-06-30,xbrl,-10252000.0
Fact000041,Cash,1134000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,Cash,us-gaap:Cash_2025-06-30,2025-06-30,xbrl,-5569000.0
Fact000213,RevenueFromContractWithCustomerExcludingAssessedTax,2716000.0,USD,false,From2025-04-012025-06-30,0000923601,2025-04-01,2025-06-30,,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax_2025-06-30,2025-06-30,xbrl,26482000.0
Fact000214,RevenueFromContractWithCustomerExcludingAssessedTax,2440000.0,USD,false,From2024-04-012024-06-30,0000923601,2024-04-01,2024-06-30,,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax_2024-06-30,2024-06-30,xbrl,26482000.0
Fact000215,RevenueFromContractWithCustomerExcludingAssessedTax,4709000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax_2025-06-30,2025-06-30,xbrl,26482000.0
Fact000216,RevenueFromContractWithCustomerExcludingAssessedTax,4866000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax_2024-06-30,2024-06-30,xbrl,26482000.0
Fact000218,CostOfGoodsAndServicesSold,1762000.0,USD,false,From2025-04-012025-06-30,0000923601,2025-04-01,2025-06-30,,us-gaap,CostOfGoodsAndServicesSold,us-gaap:CostOfGoodsAndServicesSold_2025-06-30,2025-06-30,xbrl,21246000.0
Fact000219,CostOfGoodsAndServicesSold,2116000.0,USD,false,From2024-04-012024-06-30,0000923601,2024-04-01,2024-06-30,,us-gaap,CostOfGoodsAndServicesSold,us-gaap:CostOfGoodsAndServicesSold_2024-06-30,2024-06-30,xbrl,21246000.0
Fact000220,CostOfGoodsAndServicesSold,3255000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,CostOfGoodsAndServicesSold,us-gaap:CostOfGoodsAndServicesSold_2025-06-30,2025-06-30,xbrl,21246000.0
Fact000221,CostOfGoodsAndServicesSold,4040000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,CostOfGoodsAndServicesSold,us-gaap:CostOfGoodsAndServicesSold_2024-06-30,2024-06-30,xbrl,21246000.0
Fact000223,GrossProfit,954000.0,USD,false,From2025-04-012025-06-30,0000923601,2025-04-01,2025-06-30,,us-gaap,GrossProfit,us-gaap:GrossProfit_2025-06-30,2025-06-30,xbrl,5236000.0
Fact000224,GrossProfit,324000.0,USD,false,From2024-04-012024-06-30,0000923601,2024-04-01,2024-06-30,,us-gaap,GrossProfit,us-gaap:GrossProfit_2024-06-30,2024-06-30,xbrl,5236000.0
Fact000225,GrossProfit,1454000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,GrossProfit,us-gaap:GrossProfit_2025-06-30,2025-06-30,xbrl,5236000.0
Fact000226,GrossProfit,826000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,GrossProfit,us-gaap:GrossProfit_2024-06-30,2024-06-30,xbrl,5236000.0
Fact000258,OperatingIncomeLoss,782000.0,USD,false,From2025-04-012025-06-30,0000923601,2025-04-01,2025-06-30,,us-gaap,OperatingIncomeLoss,us-gaap:OperatingIncomeLoss_2025-06-30,2025-06-30,xbrl,5361000.0
Fact000259,OperatingIncomeLoss,6154000.0,USD,false,From2024-04-012024-06-30,0000923601,2024-04-01,2024-06-30,,us-gaap,OperatingIncomeLoss,us-gaap:OperatingIncomeLoss_2024-06-30,2024-06-30,xbrl,5361000.0
Fact000260,OperatingIncomeLoss,3592000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,OperatingIncomeLoss,us-gaap:OperatingIncomeLoss_2025-06-30,2025-06-30,xbrl,5361000.0
Fact000261,OperatingIncomeLoss,8441000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,OperatingIncomeLoss,us-gaap:OperatingIncomeLoss_2024-06-30,2024-06-30,xbrl,5361000.0
Fact000288,NonoperatingIncomeExpense,27000.0,USD,false,From2025-04-012025-06-30,0000923601,2025-04-01,2025-06-30,,us-gaap,NonoperatingIncomeExpense,us-gaap:NonoperatingIncomeExpense_2025-06-30,2025-06-30,xbrl,228000.0
Fact000289,NonoperatingIncomeExpense,17000.0,USD,false,From2024-04-012024-06-30,0000923601,2024-04-01,2024-06-30,,us-gaap,NonoperatingIncomeExpense,us-gaap:NonoperatingIncomeExpense_2024-06-30,2024-06-30,xbrl,228000.0
Fact000290,NonoperatingIncomeExpense,6511000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,NonoperatingIncomeExpense,us-gaap:NonoperatingIncomeExpense_2025-06-30,2025-06-30,xbrl,228000.0
Fact000291,NonoperatingIncomeExpense,45000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,NonoperatingIncomeExpense,us-gaap:NonoperatingIncomeExpense_2024-06-30,2024-06-30,xbrl,228000.0
Fact000299,IncomeTaxExpenseBenefit,52000.0,USD,false,From2024-04-012024-06-30,0000923601,2024-04-01,2024-06-30,,us-gaap,IncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit_2024-06-30,2024-06-30,xbrl,0.0
Fact000308,NetIncomeLossAttributableToNoncontrollingInterest,224000.0,USD,false,From2025-04-012025-06-30,0000923601,2025-04-01,2025-06-30,,us-gaap,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap:NetIncomeLossAttributableToNoncontrollingInterest_2025-06-30,2025-06-30,xbrl,886000.0
Fact000310,NetIncomeLossAttributableToNoncontrollingInterest,327000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap:NetIncomeLossAttributableToNoncontrollingInterest_2025-06-30,2025-06-30,xbrl,886000.0
Fact000313,NetIncomeLossAvailableToCommonStockholdersBasic,585000.0,USD,false,From2025-04-012025-06-30,0000923601,2025-04-01,2025-06-30,,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap:NetIncomeLossAvailableToCommonStockholdersBasic_2025-06-30,2025-06-30,xbrl,5813000.0
Fact000314,NetIncomeLossAvailableToCommonStockholdersBasic,6119000.0,USD,false,From2024-04-012024-06-30,0000923601,2024-04-01,2024-06-30,,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap:NetIncomeLossAvailableToCommonStockholdersBasic_2024-06-30,2024-06-30,xbrl,5813000.0
Fact000315,NetIncomeLossAvailableToCommonStockholdersBasic,9776000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap:NetIncomeLossAvailableToCommonStockholdersBasic_2025-06-30,2025-06-30,xbrl,5813000.0
Fact000316,NetIncomeLossAvailableToCommonStockholdersBasic,8486000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap:NetIncomeLossAvailableToCommonStockholdersBasic_2024-06-30,2024-06-30,xbrl,5813000.0
Fact000318,EarningsPerShareBasic,0.24,USDPShares,false,From2025-04-012025-06-30,0000923601,2025-04-01,2025-06-30,,us-gaap,EarningsPerShareBasic,us-gaap:EarningsPerShareBasic_2025-06-30,2025-06-30,xbrl,262.8
Fact000320,EarningsPerShareDiluted,0.24,USDPShares,false,From2025-04-012025-06-30,0000923601,2025-04-01,2025-06-30,,us-gaap,EarningsPerShareDiluted,us-gaap:EarningsPerShareDiluted_2025-06-30,2025-06-30,xbrl,262.8
Fact000322,EarningsPerShareBasic,190.68,USDPShares,false,From2024-04-012024-06-30,0000923601,2024-04-01,2024-06-30,,us-gaap,EarningsPerShareBasic,us-gaap:EarningsPerShareBasic_2024-06-30,2024-06-30,xbrl,262.8
Fact000324,EarningsPerShareDiluted,190.68,USDPShares,false,From2024-04-012024-06-30,0000923601,2024-04-01,2024-06-30,,us-gaap,EarningsPerShareDiluted,us-gaap:EarningsPerShareDiluted_2024-06-30,2024-06-30,xbrl,262.8
Fact000326,EarningsPerShareBasic,4.4,USDPShares,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,EarningsPerShareBasic,us-gaap:EarningsPerShareBasic_2025-06-30,2025-06-30,xbrl,262.8
Fact000328,EarningsPerShareDiluted,4.4,USDPShares,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,EarningsPerShareDiluted,us-gaap:EarningsPerShareDiluted_2025-06-30,2025-06-30,xbrl,262.8
Fact000330,EarningsPerShareBasic,264.44,USDPShares,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,EarningsPerShareBasic,us-gaap:EarningsPerShareBasic_2024-06-30,2024-06-30,xbrl,262.8
Fact000332,EarningsPerShareDiluted,264.44,USDPShares,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,EarningsPerShareDiluted,us-gaap:EarningsPerShareDiluted_2024-06-30,2024-06-30,xbrl,262.8
Fact000334,WeightedAverageNumberOfSharesOutstandingBasic,2472464.0,Shares,false,From2025-04-012025-06-30,0000923601,2025-04-01,2025-06-30,,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap:WeightedAverageNumberOfSharesOutstandingBasic_2025-06-30,2025-06-30,xbrl,-2448141.0
Fact000336,WeightedAverageNumberOfDilutedSharesOutstanding,2472464.0,Shares,false,From2025-04-012025-06-30,0000923601,2025-04-01,2025-06-30,,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap:WeightedAverageNumberOfDilutedSharesOutstanding_2025-06-30,2025-06-30,xbrl,-2448141.0
